id,event_id,name,price_cents,quantity_total,quantity_sold,sales_starts_at,sales_ends_at,attributes,created_at,updated_at
f41a45e8-ad72-4df9-88a7-2bf2a5542b54,d6756150-4042-4a11-85ee-8679f130e384,Premium,3000,107,9,2025-07-25T11:15:24.456589+00:00,2025-09-09T12:15:24.456589+00:00,"{""color"": ""green"", ""transferable"": false, ""notes"": ""Non-refundable""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
f9bc1a54-60c0-408f-854d-19f05f539d5a,8d2925d3-7341-4817-bca7-d7bc9e6be970,Staff,5000,305,296,2025-08-29T19:01:24.456628+00:00,2025-09-15T19:01:24.456628+00:00,"{""color"": ""green"", ""transferable"": false, ""notes"": ""Non-refundable""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
59b2b2ee-8e8f-40dd-bc7b-d39224d14901,8d2925d3-7341-4817-bca7-d7bc9e6be970,Premium,3000,469,196,2025-08-29T14:01:24.456628+00:00,2025-09-16T05:01:24.456628+00:00,"{""color"": ""purple"", ""transferable"": false, ""notes"": ""Limited availability""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
25c24e8b-122f-4371-a9fc-f5188efe1632,27559899-a0f7-44d2-86b3-7154bdb3928c,Staff,4000,484,325,2025-11-11T06:51:24.456666+00:00,2025-12-04T20:51:24.456666+00:00,"{""color"": ""purple"", ""transferable"": true, ""notes"": ""Non-refundable""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
511d848d-2caf-42f4-b4f7-f68452d4c072,27559899-a0f7-44d2-86b3-7154bdb3928c,Late Entry,1500,140,40,2025-11-11T02:51:24.456666+00:00,2025-12-04T15:51:24.456666+00:00,"{""color"": ""orange"", ""transferable"": false, ""notes"": ""Non-refundable""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
4f615d68-f05a-4107-892f-445eb25d807c,27559899-a0f7-44d2-86b3-7154bdb3928c,Family,1000,108,86,2025-11-10T11:51:24.456666+00:00,2025-12-04T22:51:24.456666+00:00,"{""color"": ""red"", ""transferable"": false, ""notes"": ""Includes merch""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
a6a78674-f726-4aef-a2fb-fba006afb170,5cf8f0b9-9700-4ead-b7e5-479b8942ee6c,Early Bird,3000,183,142,2025-11-09T17:35:24.456704+00:00,2025-11-27T15:35:24.456704+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
58133220-faf7-4e80-82df-ad267cd73c4b,5cf8f0b9-9700-4ead-b7e5-479b8942ee6c,VIP,4000,381,71,2025-11-10T01:35:24.456704+00:00,2025-11-27T16:35:24.456704+00:00,"{""color"": ""green"", ""transferable"": false, ""notes"": ""Includes merch""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
2c3c4195-1751-43e7-a2a6-88dfc48af0d8,27f4b195-a586-4e3b-a7fc-8baac5e34491,Premium,4000,118,69,2025-07-14T18:14:24.456732+00:00,2025-07-23T19:14:24.456732+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
b36b704b-8a12-4a9d-a10b-2e06f045ff94,27f4b195-a586-4e3b-a7fc-8baac5e34491,Early Bird,1000,430,217,2025-07-15T04:14:24.456732+00:00,2025-07-24T12:14:24.456732+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
42db8df3-85c0-4d67-afe2-7e8eeb98a0a2,da62b338-290a-4e3c-a6e0-a68a3c1f5fb9,Early Bird,2000,145,45,2025-08-12T04:30:24.456769+00:00,2025-09-23T01:30:24.456769+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
146c2334-c44f-46fd-9a01-4b6770b61e05,da62b338-290a-4e3c-a6e0-a68a3c1f5fb9,VIP,500,343,310,2025-08-11T18:30:24.456769+00:00,2025-09-22T22:30:24.456769+00:00,"{""color"": ""purple"", ""transferable"": true, ""notes"": ""Includes merch""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
a591c72f-43b8-46e3-91b3-2e3cc6170e46,f3cb86d5-7717-401c-8fb0-35a1404dc081,Student,500,193,104,2025-07-05T07:36:24.456795+00:00,2025-07-20T09:36:24.456795+00:00,"{""color"": ""orange"", ""transferable"": false, ""notes"": ""Limited availability""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
bf2d1a2f-5181-427f-8e8c-64aeab07662f,f3cb86d5-7717-401c-8fb0-35a1404dc081,VIP,2000,145,116,2025-07-05T14:36:24.456795+00:00,2025-07-21T01:36:24.456795+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
93101f8d-497e-4860-8743-afa5892561cd,f3cb86d5-7717-401c-8fb0-35a1404dc081,Late Entry,2500,500,433,2025-07-04T17:36:24.456795+00:00,2025-07-20T07:36:24.456795+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
ab7f2e2e-3a03-4d76-9cf7-10e5342d3879,b71fc8df-1efd-40e1-ba51-d40e1a6dd60f,Premium,0,117,99,2025-09-20T02:12:24.456834+00:00,2025-10-25T19:12:24.456834+00:00,"{""color"": ""green"", ""transferable"": true, ""notes"": ""Includes merch""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
3168a088-fa34-4648-a295-7f3e7a8c7029,b71fc8df-1efd-40e1-ba51-d40e1a6dd60f,Early Bird,500,302,141,2025-09-19T18:12:24.456834+00:00,2025-10-25T22:12:24.456834+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
98a4fc67-bf29-4abc-a12d-1d46b4309ade,b71fc8df-1efd-40e1-ba51-d40e1a6dd60f,Late Entry,5000,55,21,2025-09-20T08:12:24.456834+00:00,2025-10-25T15:12:24.456834+00:00,"{""color"": ""orange"", ""transferable"": false, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
b9ad3cad-0d54-4291-8dbe-c8c64034f2b1,8c67b89f-d0d4-44f5-b8cb-a03c783454d2,Late Entry,5000,482,373,2025-09-24T16:18:24.456863+00:00,2025-11-04T11:18:24.456863+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
529a51c4-6d2e-4c30-9d59-673dc59c22fa,8c67b89f-d0d4-44f5-b8cb-a03c783454d2,VIP,2500,296,109,2025-09-24T11:18:24.456863+00:00,2025-11-04T07:18:24.456863+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
dbd51f3c-6986-4027-8fb4-2e78012bc5fc,01c513db-a1f8-4e2b-b9d8-0fb2924335cd,Staff,0,448,395,2025-07-01T10:30:24.456891+00:00,2025-07-09T23:30:24.456891+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
72642975-4984-4105-a5f9-0101e61bb084,01c513db-a1f8-4e2b-b9d8-0fb2924335cd,Family,2500,481,378,2025-07-01T18:30:24.456891+00:00,2025-07-09T12:30:24.456891+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
d5a80ab3-1527-480a-b6ea-0e7cac193a0e,01c513db-a1f8-4e2b-b9d8-0fb2924335cd,General Admission,500,458,371,2025-06-30T23:30:24.456891+00:00,2025-07-09T15:30:24.456891+00:00,"{""color"": ""red"", ""transferable"": false, ""notes"": ""Limited availability""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
20bd3b11-6846-4ab8-8c43-6939ee66e104,dc6e164c-3236-48b4-8ff3-9cec3b77d495,General Admission,0,462,375,2025-07-19T10:11:24.456926+00:00,2025-08-13T06:11:24.456926+00:00,"{""color"": ""green"", ""transferable"": true, ""notes"": ""Includes merch""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
80d3e596-e7b7-4802-82e9-a7e30221e7dd,dc6e164c-3236-48b4-8ff3-9cec3b77d495,Early Bird,500,450,266,2025-07-19T19:11:24.456926+00:00,2025-08-13T03:11:24.456926+00:00,"{""color"": ""orange"", ""transferable"": false, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
54499fcb-6b0f-48ed-bbaa-8d7a4f39a044,dc6e164c-3236-48b4-8ff3-9cec3b77d495,Late Entry,4000,258,66,2025-07-20T06:11:24.456926+00:00,2025-08-12T23:11:24.456926+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
9fe16c22-bde0-4a14-9b74-7debef9a6cb5,e88867e1-b6be-47d5-85b1-46242b6e821f,Staff,0,336,163,2025-07-27T04:59:24.456998+00:00,2025-08-21T10:59:24.456998+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
8a279a94-3e6a-4344-b4b1-e2fb6b5cce2c,e88867e1-b6be-47d5-85b1-46242b6e821f,Early Bird,4000,205,25,2025-07-27T06:59:24.456998+00:00,2025-08-21T09:59:24.456998+00:00,"{""color"": ""blue"", ""transferable"": false, ""notes"": ""Non-refundable""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
807e6b36-a294-47ec-9a14-0b5c68367de4,105eec2d-bcc1-4213-9b09-74649927b7dd,Student,4000,500,494,2025-06-14T13:29:24.457026+00:00,2025-07-26T07:29:24.457026+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
7734f8c3-69b9-4d2e-ba21-bee4fc33d2d4,105eec2d-bcc1-4213-9b09-74649927b7dd,Premium,2500,372,100,2025-06-14T22:29:24.457026+00:00,2025-07-26T04:29:24.457026+00:00,"{""color"": ""green"", ""transferable"": false, ""notes"": ""Includes merch""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
71d7fc5c-831f-44c2-9b96-94171d595f1a,46fe7dda-ed53-47df-841f-3d29eecbafa2,General Admission,2500,237,64,2025-10-24T04:41:24.457060+00:00,2025-11-22T21:41:24.457060+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
79b0b26a-24de-4705-a55d-c9014fe237f7,46fe7dda-ed53-47df-841f-3d29eecbafa2,Staff,2000,86,66,2025-10-24T04:41:24.457060+00:00,2025-11-22T13:41:24.457060+00:00,"{""color"": ""green"", ""transferable"": false, ""notes"": ""Non-refundable""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
125def38-0c94-44c7-81ce-75fb7e72fd34,46fe7dda-ed53-47df-841f-3d29eecbafa2,Premium,2000,360,4,2025-10-24T07:41:24.457060+00:00,2025-11-22T23:41:24.457060+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
72d6c4d4-0d6f-4c96-95d9-5ef2535331da,4ecfd6d4-df3c-44f7-a061-fa22f846902c,General Admission,2500,458,128,2025-09-23T17:13:24.457087+00:00,2025-10-27T16:13:24.457087+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
9055cf0c-3534-4575-9b6a-ce1eded2645d,4ecfd6d4-df3c-44f7-a061-fa22f846902c,Student,2500,404,291,2025-09-23T01:13:24.457087+00:00,2025-10-27T23:13:24.457087+00:00,"{""color"": ""red"", ""transferable"": false, ""notes"": ""Includes merch""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
311d127a-00bd-4d8e-b013-a55ce6cfdd73,b3406c6c-ce7d-4b91-b375-eb9e05989926,Premium,1500,356,256,2025-10-23T20:25:24.457121+00:00,2025-11-15T01:25:24.457121+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
b5d67e45-9488-4b52-90c3-44baf213cb64,b3406c6c-ce7d-4b91-b375-eb9e05989926,Staff,2500,260,218,2025-10-23T19:25:24.457121+00:00,2025-11-14T07:25:24.457121+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
50d00587-f379-40cb-b30b-2e86b25ca298,814b12e8-2604-4ca7-a7f3-bcc193a54a46,Late Entry,2500,229,57,2025-09-19T08:24:24.457159+00:00,2025-10-03T10:24:24.457159+00:00,"{""color"": ""red"", ""transferable"": false, ""notes"": ""Limited availability""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
36842ffd-0eba-4384-a1d0-70a194b423a6,814b12e8-2604-4ca7-a7f3-bcc193a54a46,VIP,500,314,125,2025-09-20T02:24:24.457159+00:00,2025-10-02T11:24:24.457159+00:00,"{""color"": ""blue"", ""transferable"": false, ""notes"": ""Limited availability""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
bde2c9f0-141e-40d3-a74f-370304f0eabb,0ab14da6-116c-4aea-b39c-7b2db8d76a28,VIP,1500,500,493,2025-06-21T21:39:24.457197+00:00,2025-07-27T21:39:24.457197+00:00,"{""color"": ""blue"", ""transferable"": false, ""notes"": ""Includes merch""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
fa4a5e7d-2e33-4430-a65f-427d29959436,0ab14da6-116c-4aea-b39c-7b2db8d76a28,General Admission,1000,84,57,2025-06-22T00:39:24.457197+00:00,2025-07-28T02:39:24.457197+00:00,"{""color"": ""blue"", ""transferable"": false, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
b9fb2749-0b25-4284-b162-d19f6746bc01,0ab14da6-116c-4aea-b39c-7b2db8d76a28,Staff,2000,135,48,2025-06-21T15:39:24.457197+00:00,2025-07-28T14:39:24.457197+00:00,"{""color"": ""red"", ""transferable"": false, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
e87c7c5e-c041-4b1d-92d5-24e8037b6ed1,740daa0c-0349-4dfb-9c34-783fb388900e,Premium,500,356,10,2025-09-20T07:27:24.457236+00:00,2025-10-03T17:27:24.457236+00:00,"{""color"": ""orange"", ""transferable"": false, ""notes"": ""Limited availability""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
ad6b25b6-0bde-48e7-b674-69a357d4da8f,740daa0c-0349-4dfb-9c34-783fb388900e,VIP,1000,172,166,2025-09-21T02:27:24.457236+00:00,2025-10-03T08:27:24.457236+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
93c92554-8d5d-4850-9b5f-fdedbdbf5f89,740daa0c-0349-4dfb-9c34-783fb388900e,General Admission,500,425,231,2025-09-20T11:27:24.457236+00:00,2025-10-03T11:27:24.457236+00:00,"{""color"": ""purple"", ""transferable"": false, ""notes"": ""Non-refundable""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
878916f6-ab46-4579-ac3f-2ee6acef6f80,4cb918bc-933a-4d21-8da3-d890164de960,Late Entry,2500,136,69,2025-06-27T11:26:24.457274+00:00,2025-07-10T12:26:24.457274+00:00,"{""color"": ""purple"", ""transferable"": false, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
d643e613-a234-4610-b810-3a5ac06fc24f,4cb918bc-933a-4d21-8da3-d890164de960,Family,500,306,205,2025-06-27T09:26:24.457274+00:00,2025-07-10T20:26:24.457274+00:00,"{""color"": ""red"", ""transferable"": false, ""notes"": ""Non-refundable""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
37c19ca5-b573-4a2e-95c3-b71442bb57a4,6d88673b-9257-418e-847a-b197e97c22c3,Early Bird,2000,117,109,2025-06-13T13:54:24.457300+00:00,2025-07-13T04:54:24.457300+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
9b237e53-8958-45e0-8f3f-98f4fbfd1500,6d88673b-9257-418e-847a-b197e97c22c3,Premium,0,449,151,2025-06-13T14:54:24.457300+00:00,2025-07-12T16:54:24.457300+00:00,"{""color"": ""blue"", ""transferable"": false, ""notes"": ""Non-refundable""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
4006b48a-60a2-41c0-884a-5dd99dc26cf5,1743b0d3-3012-4596-860b-55cd782279b6,Late Entry,500,404,102,2025-09-07T07:12:24.457338+00:00,2025-09-24T01:12:24.457338+00:00,"{""color"": ""orange"", ""transferable"": false, ""notes"": ""Includes merch""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
5a8d7aaf-61be-436f-a059-1b0b0be677dd,1743b0d3-3012-4596-860b-55cd782279b6,Student,1500,132,125,2025-09-07T06:12:24.457338+00:00,2025-09-24T06:12:24.457338+00:00,"{""color"": ""orange"", ""transferable"": false, ""notes"": ""Includes merch""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
521a2af0-bdb3-4ed4-ae0a-d46bf79352e1,35e19ec9-627b-47d5-aedf-84d404aaf926,General Admission,0,83,26,2025-12-11T15:59:24.457368+00:00,2026-01-05T08:59:24.457368+00:00,"{""color"": ""red"", ""transferable"": false, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
a96d2ce7-832e-4ca0-b577-ba1b9e078c7d,35e19ec9-627b-47d5-aedf-84d404aaf926,Staff,3000,362,122,2025-12-11T12:59:24.457368+00:00,2026-01-05T00:59:24.457368+00:00,"{""color"": ""purple"", ""transferable"": false, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
3cfaedf0-18b4-4dff-bca7-a16a850e7875,35e19ec9-627b-47d5-aedf-84d404aaf926,Late Entry,1000,373,90,2025-12-11T02:59:24.457368+00:00,2026-01-04T21:59:24.457368+00:00,"{""color"": ""blue"", ""transferable"": false, ""notes"": ""Limited availability""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
ba4b7f9d-b6ce-45a5-9aeb-d31a99de023c,f2da2a65-4180-40e4-8825-586e9c5cccba,Premium,0,179,7,2025-09-24T12:13:24.457408+00:00,2025-11-10T05:13:24.457408+00:00,"{""color"": ""red"", ""transferable"": false, ""notes"": ""Includes merch""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
8434d8a4-8ac0-4dc0-874e-22dc33400630,f2da2a65-4180-40e4-8825-586e9c5cccba,General Admission,2000,205,63,2025-09-24T06:13:24.457408+00:00,2025-11-10T13:13:24.457408+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
a6a60f56-77d1-432a-991a-2caec1fbd4d0,7293a4f5-b6e6-4957-98aa-4472f95d9511,Family,500,399,185,2025-06-26T20:02:24.457438+00:00,2025-07-19T20:02:24.457438+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
c47ad91c-f5aa-4078-b4f8-cb217927c1ad,7293a4f5-b6e6-4957-98aa-4472f95d9511,Late Entry,500,441,47,2025-06-26T13:02:24.457438+00:00,2025-07-20T00:02:24.457438+00:00,"{""color"": ""red"", ""transferable"": false, ""notes"": ""Includes merch""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
b3a91b2b-7bbf-49b4-8629-81137fcb9712,cbe0a0bb-7352-4895-a172-07d85a4c9197,Family,0,406,39,2025-10-09T09:55:24.457466+00:00,2025-11-08T05:55:24.457466+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
defd7ebc-9e7f-4601-836c-2e3cc7188d85,cbe0a0bb-7352-4895-a172-07d85a4c9197,General Admission,3000,56,3,2025-10-09T18:55:24.457466+00:00,2025-11-08T05:55:24.457466+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
efb1ee27-5892-4c8e-9d7c-d424eb541c64,cbe0a0bb-7352-4895-a172-07d85a4c9197,Early Bird,5000,404,127,2025-10-09T17:55:24.457466+00:00,2025-11-07T12:55:24.457466+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
9fd31efb-19df-48b9-9833-e8801b4eacbc,cd164ba8-4d0d-4aa8-aec4-3f889959a6ba,Family,1500,161,96,2025-07-22T07:21:24.457504+00:00,2025-08-28T06:21:24.457504+00:00,"{""color"": ""blue"", ""transferable"": false, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
d6ae1044-873e-4645-9db1-fc65c3e2783d,cd164ba8-4d0d-4aa8-aec4-3f889959a6ba,General Admission,4000,410,226,2025-07-21T16:21:24.457504+00:00,2025-08-28T13:21:24.457504+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
870cbea9-9af1-4888-8270-fefb580486bb,4f04f647-8562-407f-a308-5f17a4b0e540,VIP,4000,244,209,2025-07-07T07:04:24.457544+00:00,2025-08-15T16:04:24.457544+00:00,"{""color"": ""purple"", ""transferable"": false, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
6275fd46-b98b-4276-8c28-509ad18792d5,4f04f647-8562-407f-a308-5f17a4b0e540,Student,1000,66,57,2025-07-07T17:04:24.457544+00:00,2025-08-16T11:04:24.457544+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
75def55a-df6e-43cf-af65-00f7c1dbfdb9,d0193c25-7c1e-45d4-bcb0-07cb5225e476,Premium,1500,274,69,2025-08-04T13:07:24.457573+00:00,2025-08-16T12:07:24.457573+00:00,"{""color"": ""blue"", ""transferable"": false, ""notes"": ""Non-refundable""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
ff61f158-1b03-4470-b29d-a431456eeee1,d0193c25-7c1e-45d4-bcb0-07cb5225e476,Student,500,127,12,2025-08-05T04:07:24.457573+00:00,2025-08-16T03:07:24.457573+00:00,"{""color"": ""green"", ""transferable"": false, ""notes"": ""Limited availability""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
e7afe6e7-5af8-45c1-82e9-3afb69b32fce,487eb0c6-c369-4c74-a2f5-50d88eae6d98,VIP,4000,212,211,2025-06-19T00:12:24.457611+00:00,2025-07-19T21:12:24.457611+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
68b2c804-8b0e-4fd7-b742-4e6a4a02b1f4,487eb0c6-c369-4c74-a2f5-50d88eae6d98,Early Bird,500,340,56,2025-06-18T21:12:24.457611+00:00,2025-07-20T00:12:24.457611+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
06ba0833-1d72-43a4-a9f1-e84e358c0be9,487eb0c6-c369-4c74-a2f5-50d88eae6d98,Premium,2500,441,11,2025-06-19T03:12:24.457611+00:00,2025-07-20T10:12:24.457611+00:00,"{""color"": ""purple"", ""transferable"": true, ""notes"": ""Limited availability""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
09d7501d-8e7d-486d-adf2-b49279a66148,80ad445b-d924-42c2-9d18-e8b05acddcbf,Early Bird,1000,264,134,2025-08-01T03:52:24.457649+00:00,2025-09-04T00:52:24.457649+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
1dc6b5f2-5336-49a6-a06b-074d2c532d82,80ad445b-d924-42c2-9d18-e8b05acddcbf,General Admission,3000,226,18,2025-08-01T19:52:24.457649+00:00,2025-09-04T10:52:24.457649+00:00,"{""color"": ""blue"", ""transferable"": false, ""notes"": ""Limited availability""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
12d3b7c9-bf36-4f62-9bf0-82589a889b6d,80ad445b-d924-42c2-9d18-e8b05acddcbf,Student,2500,486,390,2025-07-31T22:52:24.457649+00:00,2025-09-03T22:52:24.457649+00:00,"{""color"": ""red"", ""transferable"": false, ""notes"": ""Non-refundable""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
859e0f30-b134-426a-b080-31b6b8c6c338,469b6e37-4cc9-4b51-a97f-44e844f1d1a1,Family,1000,481,228,2025-12-15T16:06:24.457687+00:00,2025-12-25T07:06:24.457687+00:00,"{""color"": ""orange"", ""transferable"": false, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
811324af-2831-4e48-9c11-bfe516df4235,469b6e37-4cc9-4b51-a97f-44e844f1d1a1,Late Entry,2500,158,139,2025-12-15T14:06:24.457687+00:00,2025-12-24T21:06:24.457687+00:00,"{""color"": ""orange"", ""transferable"": false, ""notes"": ""Non-refundable""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
04c457c9-b4ec-4dd4-855f-4b2283a60468,469b6e37-4cc9-4b51-a97f-44e844f1d1a1,Early Bird,1000,382,121,2025-12-15T20:06:24.457687+00:00,2025-12-25T16:06:24.457687+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
eece0efc-dc55-45ff-854e-8d96ee1b78b5,b5e2689b-80eb-45a8-90d9-862062e31f37,Staff,1000,103,26,2025-10-08T16:35:24.457728+00:00,2025-11-24T06:35:24.457728+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
2a479ef5-bbfb-4762-aae8-9f0b3fd56b05,b5e2689b-80eb-45a8-90d9-862062e31f37,VIP,0,179,172,2025-10-08T08:35:24.457728+00:00,2025-11-23T13:35:24.457728+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
cc5c613f-466c-407b-8c30-ae855006d028,b5e2689b-80eb-45a8-90d9-862062e31f37,General Admission,500,169,148,2025-10-08T15:35:24.457728+00:00,2025-11-23T12:35:24.457728+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
5a2a975b-e823-4f3e-bb0e-832faab8bd28,fcf7f034-6167-42e3-a086-3a99e17492f5,Student,5000,105,5,2025-07-09T21:08:24.457768+00:00,2025-08-05T10:08:24.457768+00:00,"{""color"": ""blue"", ""transferable"": false, ""notes"": ""Includes merch""}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
2b206441-a90f-44c7-8283-856311a58c73,fcf7f034-6167-42e3-a086-3a99e17492f5,Late Entry,0,316,131,2025-07-09T16:08:24.457768+00:00,2025-08-04T17:08:24.457768+00:00,"{""color"": ""red"", ""transferable"": false, ""notes"": """"}",2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
025b277b-df88-47bc-80d4-a466dbec00cc,0fb1a203-b71b-4223-a5f6-c7bc7fafc66d,Early Bird,500,464,43,2025-09-09T20:18:24.457806+00:00,2025-10-22T18:18:24.457806+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
074f2b4c-10e9-4a6c-8cc9-7066fb58535d,0fb1a203-b71b-4223-a5f6-c7bc7fafc66d,General Admission,0,280,53,2025-09-09T11:18:24.457806+00:00,2025-10-22T15:18:24.457806+00:00,,2025-09-05T17:34:25.277100+00:00,2025-09-05T17:34:25.277100+00:00
