id,school_id,activity_id,title,summary,starts_at,ends_at,venue,status,attributes,created_at,updated_at
456c0aef-d86b-46f7-a0ea-f6401473a2df,4340aa36-1551-48bf-8772-0e9530a6a396,,Career Day 2025,All families welcome.,2025-10-14T15:53:00.834275+00:00,2025-10-14T17:55:00.834275+00:00,Board Room,published,,2025-09-04T16:25:00.834283+00:00,2025-09-04T16:25:00.834283+00:00
18c589c2-c380-486d-9876-4b9e55399c24,aacc97ab-c50a-4e1e-856b-b91c5494968e,fd0ea464-3b34-4b5d-abc7-a1744c2cf3ef,Science Fair & Info Session,Join us for an evening of learning and celebration.,2025-07-07T15:22:00.834301+00:00,2025-07-07T16:39:00.834301+00:00,Main Auditorium,published,"{""featured"": true, ""color"": ""orange"", ""tags"": [""staff""]}",2025-09-04T16:25:00.834313+00:00,2025-09-04T16:25:00.834313+00:00
7ceb57f5-a4d8-41e3-b31a-801eb10b2196,718ec127-7bb9-4ac7-bbd6-077c9792ad52,90237a32-0331-4a0f-890c-c53f07abf1fd,Science Fair – Community,Join us for an evening of learning and celebration.,2025-12-30T03:21:00.834339+00:00,2025-12-30T04:18:00.834339+00:00,Cafeteria,draft,"{""featured"": false, ""color"": ""green"", ""tags"": [""community""]}",2025-09-04T16:25:00.834351+00:00,2025-09-04T16:25:00.834351+00:00
c665e76e-b99b-4783-83a1-2301ecf4d6fb,fa711034-5c36-4452-b161-a8df81fdce21,b10dc877-336f-4552-a306-1718e69e3063,Drama Club Performance 2025,,2025-11-22T03:39:00.834376+00:00,2025-11-22T05:34:00.834376+00:00,,published,,2025-09-04T16:25:00.834385+00:00,2025-09-04T16:25:00.834385+00:00
250c7ee0-03ec-4333-9eb4-621e894a6179,aacc97ab-c50a-4e1e-856b-b91c5494968e,b10dc877-336f-4552-a306-1718e69e3063,Choir Concert & Info Session,Public meeting—agenda to be published.,2025-08-29T03:17:00.834404+00:00,,Field A,published,"{""featured"": false, ""color"": ""orange"", ""tags"": [""staff"", ""music"", ""students""]}",2025-09-04T16:25:00.834417+00:00,2025-09-04T16:25:00.834417+00:00
18fde06d-464c-457c-89a3-5c91353091e7,cf8d4e9e-a074-4403-b113-af8385be244b,,Drama Club Performance – Community,Information session with Q&A.,2025-08-24T04:48:00.834441+00:00,2025-08-24T08:34:00.834441+00:00,Room 101,published,,2025-09-04T16:25:00.834450+00:00,2025-09-04T16:25:00.834450+00:00
18a00c0d-35dc-45c6-b22c-7715a1519a25,fa711034-5c36-4452-b161-a8df81fdce21,90237a32-0331-4a0f-890c-c53f07abf1fd,Choir Concert – Evening,Join us for an evening of learning and celebration.,2025-07-18T21:33:00.834470+00:00,2025-07-18T22:21:00.834470+00:00,Board Room,published,"{""featured"": false, ""color"": ""orange"", ""tags"": [""sports"", ""staff""]}",2025-09-04T16:25:00.834482+00:00,2025-09-04T16:25:00.834482+00:00
413a2d7a-0de9-4d1c-945c-b04fedfc75dd,d0b696f8-8a54-4278-9585-3220e631fb01,e7d17ffb-59b7-4392-8bc9-6cb5ae502fcb,Career Day (K-8),Join us for an evening of learning and celebration.,2025-10-28T15:59:00.834509+00:00,2025-10-28T17:22:00.834509+00:00,Library,published,"{""featured"": false, ""color"": ""orange"", ""tags"": [""academics"", ""students"", ""family""]}",2025-09-04T16:25:00.834522+00:00,2025-09-04T16:25:00.834522+00:00
32f4cb3a-799e-4660-bb64-d3d131bda3de,718ec127-7bb9-4ac7-bbd6-077c9792ad52,fd0ea464-3b34-4b5d-abc7-a1744c2cf3ef,Choir Concert – Evening,Join us for an evening of learning and celebration.,2025-08-14T15:35:00.834549+00:00,2025-08-14T18:39:00.834549+00:00,Board Room,draft,"{""featured"": true, ""color"": ""blue"", ""tags"": [""community""]}",2025-09-04T16:25:00.834562+00:00,2025-09-04T16:25:00.834562+00:00
386cf696-810a-477a-9b96-95d1f9963ed4,fa711034-5c36-4452-b161-a8df81fdce21,b10dc877-336f-4552-a306-1718e69e3063,Parent Night – Evening,Information session with Q&A.,2025-07-14T11:59:00.834587+00:00,2025-07-14T15:50:00.834587+00:00,Room 101,published,"{""featured"": false, ""color"": ""orange"", ""tags"": [""students""]}",2025-09-04T16:25:00.834600+00:00,2025-09-04T16:25:00.834600+00:00
87abc4fa-c952-497f-ae1d-e688381fcd3c,cf8d4e9e-a074-4403-b113-af8385be244b,f8f94ff5-a419-4011-8bce-f711cf790aeb,STEM Expo,All families welcome.,2025-09-04T00:54:00.834625+00:00,2025-09-04T01:36:00.834625+00:00,Community Hall,published,,2025-09-04T16:25:00.834634+00:00,2025-09-04T16:25:00.834634+00:00
efd0b628-9104-4edf-9970-260bed454d54,cf8d4e9e-a074-4403-b113-af8385be244b,,STEM Expo – Evening,Student-led event featuring exhibitions and performances.,2025-07-12T14:26:00.834652+00:00,2025-07-12T16:24:00.834652+00:00,Cafeteria,cancelled,"{""featured"": true, ""color"": ""orange"", ""tags"": [""academics""]}",2025-09-04T16:25:00.834664+00:00,2025-09-04T16:25:00.834664+00:00
64aca9ad-c2bd-436e-9908-38d9608b8f1b,4d686129-916e-4a0e-b454-b4033d84419b,,Board Meeting,All families welcome.,2025-10-14T07:01:00.834689+00:00,2025-10-14T07:42:00.834689+00:00,Room 101,published,"{""featured"": true, ""color"": ""purple"", ""tags"": [""academics""]}",2025-09-04T16:25:00.834702+00:00,2025-09-04T16:25:00.834702+00:00
81fd976b-f162-4d41-be91-e9ae263ef98c,cf8d4e9e-a074-4403-b113-af8385be244b,90237a32-0331-4a0f-890c-c53f07abf1fd,Parent Night & Info Session,,2025-10-21T03:04:00.834726+00:00,,Cafeteria,published,"{""featured"": true, ""color"": ""orange"", ""tags"": [""community"", ""music""]}",2025-09-04T16:25:00.834738+00:00,2025-09-04T16:25:00.834738+00:00
a4136b3b-d8f4-4619-be1e-82bd8714b37d,4d686129-916e-4a0e-b454-b4033d84419b,90237a32-0331-4a0f-890c-c53f07abf1fd,Open House – Community,Information session with Q&A.,2025-07-31T19:51:00.834761+00:00,2025-07-31T21:26:00.834761+00:00,Room 101,published,,2025-09-04T16:25:00.834769+00:00,2025-09-04T16:25:00.834769+00:00
b1595e6b-9b54-416e-8f80-e09d37cdcda6,4340aa36-1551-48bf-8772-0e9530a6a396,b10dc877-336f-4552-a306-1718e69e3063,Open House,,2025-10-17T06:35:00.834789+00:00,2025-10-17T08:04:00.834789+00:00,Field A,published,"{""featured"": false, ""color"": ""blue"", ""tags"": [""students"", ""music"", ""sports""]}",2025-09-04T16:25:00.834801+00:00,2025-09-04T16:25:00.834801+00:00
b4571138-77b1-482e-b1b6-c55a146c8e0d,aacc97ab-c50a-4e1e-856b-b91c5494968e,96f7d566-e12b-4b4c-b967-f5c780f60b2d,Choir Concert 2025,,2025-07-19T03:18:00.834825+00:00,2025-07-19T05:13:00.834825+00:00,Board Room,published,"{""featured"": false, ""color"": ""green"", ""tags"": [""students""]}",2025-09-04T16:25:00.834838+00:00,2025-09-04T16:25:00.834838+00:00
115d1a50-8c77-4ee7-ae71-bcb7188be6d8,d0b696f8-8a54-4278-9585-3220e631fb01,f8f94ff5-a419-4011-8bce-f711cf790aeb,Athletics Awards (K-8),Student-led event featuring exhibitions and performances.,2025-12-28T13:53:00.834863+00:00,2025-12-28T16:16:00.834863+00:00,Board Room,published,,2025-09-04T16:25:00.834871+00:00,2025-09-04T16:25:00.834871+00:00
4600eac7-be32-4c1f-ae5e-5de85bb5f646,d0b696f8-8a54-4278-9585-3220e631fb01,,Athletics Awards & Info Session,Information session with Q&A.,2025-07-19T00:22:00.834890+00:00,2025-07-19T01:54:00.834890+00:00,Board Room,cancelled,"{""featured"": false, ""color"": ""blue"", ""tags"": [""staff"", ""community""]}",2025-09-04T16:25:00.834902+00:00,2025-09-04T16:25:00.834902+00:00
2638b004-1117-4880-bb32-edaa69bc0c37,aacc97ab-c50a-4e1e-856b-b91c5494968e,,STEM Expo (K-8),Public meeting—agenda to be published.,2025-10-24T20:32:00.834927+00:00,2025-10-24T22:34:00.834927+00:00,Main Auditorium,draft,,2025-09-04T16:25:00.834935+00:00,2025-09-04T16:25:00.834935+00:00
a876e703-28aa-472c-a55e-b72684d78fd7,4340aa36-1551-48bf-8772-0e9530a6a396,,Drama Club Performance (K-8),Join us for an evening of learning and celebration.,2025-11-03T13:55:00.834953+00:00,2025-11-03T16:54:00.834953+00:00,Main Auditorium,draft,,2025-09-04T16:25:00.834961+00:00,2025-09-04T16:25:00.834961+00:00
f6965b51-9026-4f60-8486-15720044d39d,cf8d4e9e-a074-4403-b113-af8385be244b,e7d17ffb-59b7-4392-8bc9-6cb5ae502fcb,Career Day (K-8),Student-led event featuring exhibitions and performances.,2025-12-12T15:58:00.834979+00:00,,Main Auditorium,published,,2025-09-04T16:25:00.834985+00:00,2025-09-04T16:25:00.834985+00:00
3bae4e31-959c-42ef-abca-61f5638b5310,d0b696f8-8a54-4278-9585-3220e631fb01,f8f94ff5-a419-4011-8bce-f711cf790aeb,STEM Expo – Community,Public meeting—agenda to be published.,2025-10-15T03:24:00.835001+00:00,2025-10-15T06:45:00.835001+00:00,Gymnasium,published,,2025-09-04T16:25:00.835009+00:00,2025-09-04T16:25:00.835009+00:00
1275c993-f1c5-4296-81da-845ec1af4a3e,4340aa36-1551-48bf-8772-0e9530a6a396,96f7d566-e12b-4b4c-b967-f5c780f60b2d,Career Day,Information session with Q&A.,2025-12-27T19:31:00.835027+00:00,2025-12-27T23:19:00.835027+00:00,Field A,draft,"{""featured"": true, ""color"": ""red"", ""tags"": [""students"", ""sports"", ""academics""]}",2025-09-04T16:25:00.835040+00:00,2025-09-04T16:25:00.835040+00:00
c66a0768-1933-4bd6-82c8-84a3a448899c,fa711034-5c36-4452-b161-a8df81fdce21,ceaa8ed5-9f91-486a-a8e6-127b22b08346,Open House,All families welcome.,2025-12-08T12:07:00.835066+00:00,,Board Room,published,,2025-09-04T16:25:00.835074+00:00,2025-09-04T16:25:00.835074+00:00
70d70f9f-b19c-4a88-84d4-8707223aca0d,718ec127-7bb9-4ac7-bbd6-077c9792ad52,,Drama Club Performance,,2025-07-29T16:21:00.835091+00:00,,Room 101,published,"{""featured"": true, ""color"": ""purple"", ""tags"": [""community""]}",2025-09-04T16:25:00.835102+00:00,2025-09-04T16:25:00.835102+00:00
f906ea38-3313-4b30-a71f-15f87eb0d347,718ec127-7bb9-4ac7-bbd6-077c9792ad52,,Open House & Info Session,All families welcome.,2025-08-06T10:26:00.835125+00:00,2025-08-06T13:31:00.835125+00:00,Cafeteria,draft,,2025-09-04T16:25:00.835133+00:00,2025-09-04T16:25:00.835133+00:00
aff15dc8-cf71-48e5-8e7b-f67b909b94c6,fa711034-5c36-4452-b161-a8df81fdce21,e7d17ffb-59b7-4392-8bc9-6cb5ae502fcb,Board Meeting 2025,Public meeting—agenda to be published.,2025-12-09T09:40:00.835153+00:00,,Gymnasium,published,"{""featured"": false, ""color"": ""green"", ""tags"": [""staff""]}",2025-09-04T16:25:00.835164+00:00,2025-09-04T16:25:00.835164+00:00
e2795d36-1e2b-42d1-8ff8-0cfa4ff7a05a,aacc97ab-c50a-4e1e-856b-b91c5494968e,f8f94ff5-a419-4011-8bce-f711cf790aeb,Choir Concert – Evening,Information session with Q&A.,2025-11-16T21:10:00.835187+00:00,2025-11-16T23:11:00.835187+00:00,Community Hall,cancelled,"{""featured"": true, ""color"": ""blue"", ""tags"": [""family"", ""community""]}",2025-09-04T16:25:00.835199+00:00,2025-09-04T16:25:00.835199+00:00
07bf097a-43a3-43a3-b60c-45fe54b3e75c,4d686129-916e-4a0e-b454-b4033d84419b,f8f94ff5-a419-4011-8bce-f711cf790aeb,Board Meeting 2025,Student-led event featuring exhibitions and performances.,2025-12-16T21:55:00.835225+00:00,,Main Auditorium,published,,2025-09-04T16:25:00.835232+00:00,2025-09-04T16:25:00.835232+00:00
6a09748f-e5f4-41b1-b801-6c1686b6b62d,4340aa36-1551-48bf-8772-0e9530a6a396,,Math Olympiad & Info Session,,2025-10-27T16:03:00.835249+00:00,,Library,draft,"{""featured"": true, ""color"": ""green"", ""tags"": [""family"", ""staff"", ""students""]}",2025-09-04T16:25:00.835260+00:00,2025-09-04T16:25:00.835260+00:00
831c5309-c817-4c0d-a02f-ba8696e334ce,4d686129-916e-4a0e-b454-b4033d84419b,96f7d566-e12b-4b4c-b967-f5c780f60b2d,Math Olympiad & Info Session,,2025-07-09T13:32:00.835283+00:00,2025-07-09T16:50:00.835283+00:00,Gymnasium,draft,"{""featured"": false, ""color"": ""purple"", ""tags"": [""staff""]}",2025-09-04T16:25:00.835296+00:00,2025-09-04T16:25:00.835296+00:00
f80892f3-7c8b-436f-9aa8-c598e6ee7c62,4d686129-916e-4a0e-b454-b4033d84419b,fd0ea464-3b34-4b5d-abc7-a1744c2cf3ef,Career Day & Info Session,Public meeting—agenda to be published.,2025-09-21T04:31:00.835321+00:00,2025-09-21T08:28:00.835321+00:00,Field A,published,"{""featured"": true, ""color"": ""green"", ""tags"": [""staff""]}",2025-09-04T16:25:00.835333+00:00,2025-09-04T16:25:00.835333+00:00
6797883a-9991-4b66-b6f5-eb9491b431dc,4340aa36-1551-48bf-8772-0e9530a6a396,,STEM Expo (K-8),Public meeting—agenda to be published.,2025-08-03T20:31:00.835359+00:00,,Main Auditorium,draft,,2025-09-04T16:25:00.835366+00:00,2025-09-04T16:25:00.835366+00:00
ad0e4ce7-4c8d-40fc-ac87-db9d54f87f8c,fa711034-5c36-4452-b161-a8df81fdce21,,Drama Club Performance – Evening,All families welcome.,2025-11-04T22:20:00.835383+00:00,2025-11-05T01:52:00.835383+00:00,Main Auditorium,published,"{""featured"": false, ""color"": ""purple"", ""tags"": [""students""]}",2025-09-04T16:25:00.835395+00:00,2025-09-04T16:25:00.835395+00:00
8f6b48c4-a8b8-4a4f-ba2c-939b0b00a689,4340aa36-1551-48bf-8772-0e9530a6a396,fd0ea464-3b34-4b5d-abc7-a1744c2cf3ef,Career Day & Info Session,,2025-08-08T12:27:00.835420+00:00,2025-08-08T13:50:00.835420+00:00,Cafeteria,published,,2025-09-04T16:25:00.835429+00:00,2025-09-04T16:25:00.835429+00:00
eeedd239-5c68-438b-a57f-9c282d8431a5,d0b696f8-8a54-4278-9585-3220e631fb01,90237a32-0331-4a0f-890c-c53f07abf1fd,Math Olympiad – Evening,,2025-12-14T04:23:00.835448+00:00,2025-12-14T08:00:00.835448+00:00,Field A,published,,2025-09-04T16:25:00.835456+00:00,2025-09-04T16:25:00.835456+00:00
b2f7b339-e539-4ba7-b14f-326c0f58874e,fa711034-5c36-4452-b161-a8df81fdce21,f8f94ff5-a419-4011-8bce-f711cf790aeb,Athletics Awards – Community,Join us for an evening of learning and celebration.,2025-09-11T00:02:00.835474+00:00,2025-09-11T02:05:00.835474+00:00,Cafeteria,cancelled,"{""featured"": false, ""color"": ""purple"", ""tags"": [""sports"", ""community"", ""students""]}",2025-09-04T16:25:00.835487+00:00,2025-09-04T16:25:00.835487+00:00
8d9d8594-d216-4e27-ad29-d0198ad7125b,4d686129-916e-4a0e-b454-b4033d84419b,96f7d566-e12b-4b4c-b967-f5c780f60b2d,Drama Club Performance – Community,Student-led event featuring exhibitions and performances.,2025-08-07T12:59:00.835512+00:00,2025-08-07T16:13:00.835512+00:00,Gymnasium,published,,2025-09-04T16:25:00.835521+00:00,2025-09-04T16:25:00.835521+00:00
f89ff4cc-2e61-4ecc-b89e-e760b9b0e59d,4d686129-916e-4a0e-b454-b4033d84419b,,Choir Concert – Community,,2026-01-02T08:20:00.835540+00:00,,Library,published,,2025-09-04T16:25:00.835546+00:00,2025-09-04T16:25:00.835546+00:00
b31753c5-505f-4097-bc1f-513862bf961f,4d686129-916e-4a0e-b454-b4033d84419b,b10dc877-336f-4552-a306-1718e69e3063,Math Olympiad (K-8),Join us for an evening of learning and celebration.,2025-09-21T17:12:00.835563+00:00,2025-09-21T18:04:00.835563+00:00,Library,draft,"{""featured"": false, ""color"": ""orange"", ""tags"": [""staff"", ""students"", ""academics""]}",2025-09-04T16:25:00.835576+00:00,2025-09-04T16:25:00.835576+00:00
341e5479-4630-4dd9-989c-5d7d14fc15a1,4d686129-916e-4a0e-b454-b4033d84419b,96f7d566-e12b-4b4c-b967-f5c780f60b2d,Board Meeting 2025,Join us for an evening of learning and celebration.,2025-10-07T19:09:00.835601+00:00,2025-10-07T21:22:00.835601+00:00,Community Hall,published,,2025-09-04T16:25:00.835610+00:00,2025-09-04T16:25:00.835610+00:00
b3b1931a-3b88-41c6-aa53-3e6b5819157c,fa711034-5c36-4452-b161-a8df81fdce21,fd0ea464-3b34-4b5d-abc7-a1744c2cf3ef,STEM Expo,Information session with Q&A.,2025-07-20T23:03:00.835629+00:00,2025-07-20T23:43:00.835629+00:00,Library,published,,2025-09-04T16:25:00.835637+00:00,2025-09-04T16:25:00.835637+00:00
8b02a4d8-d65c-4aad-bdc0-76603723218d,4d686129-916e-4a0e-b454-b4033d84419b,fd0ea464-3b34-4b5d-abc7-a1744c2cf3ef,Math Olympiad & Info Session,Public meeting—agenda to be published.,2025-11-18T10:14:00.835655+00:00,2025-11-18T10:51:00.835655+00:00,Board Room,draft,"{""featured"": false, ""color"": ""blue"", ""tags"": [""academics""]}",2025-09-04T16:25:00.835667+00:00,2025-09-04T16:25:00.835667+00:00
afb10174-d658-483e-9ede-dd6986bf2b88,718ec127-7bb9-4ac7-bbd6-077c9792ad52,90237a32-0331-4a0f-890c-c53f07abf1fd,Choir Concert (K-8),,2025-10-13T06:01:00.835692+00:00,2025-10-13T06:49:00.835692+00:00,Cafeteria,published,"{""featured"": false, ""color"": ""orange"", ""tags"": [""staff"", ""music""]}",2025-09-04T16:25:00.835705+00:00,2025-09-04T16:25:00.835705+00:00
b5f7f474-5596-4a8d-b8b8-1b923bb16b23,4340aa36-1551-48bf-8772-0e9530a6a396,,Science Fair – Community,Join us for an evening of learning and celebration.,2025-12-08T07:10:00.835731+00:00,2025-12-08T09:05:00.835731+00:00,,draft,,2025-09-04T16:25:00.835740+00:00,2025-09-04T16:25:00.835740+00:00
2c666857-c9a6-4fef-b973-41319f6dffd4,d0b696f8-8a54-4278-9585-3220e631fb01,,Athletics Awards (K-8),,2025-10-06T21:42:00.835758+00:00,2025-10-06T23:25:00.835758+00:00,,published,"{""featured"": false, ""color"": ""red"", ""tags"": [""sports""]}",2025-09-04T16:25:00.835770+00:00,2025-09-04T16:25:00.835770+00:00
9be69072-8a78-4d3e-bb08-6534ba34e315,d0b696f8-8a54-4278-9585-3220e631fb01,,Math Olympiad – Community,Student-led event featuring exhibitions and performances.,2025-09-08T23:53:00.835795+00:00,2025-09-09T00:33:00.835795+00:00,Room 101,published,"{""featured"": false, ""color"": ""red"", ""tags"": [""community"", ""academics"", ""music""]}",2025-09-04T16:25:00.835808+00:00,2025-09-04T16:25:00.835808+00:00
7ed0d10f-7fd2-482c-a1a3-81d0b69f9ee3,aacc97ab-c50a-4e1e-856b-b91c5494968e,,Math Olympiad – Community,Information session with Q&A.,2025-10-18T16:00:00.835832+00:00,2025-10-18T18:29:00.835832+00:00,Cafeteria,published,,2025-09-04T16:25:00.835841+00:00,2025-09-04T16:25:00.835841+00:00
0a3b3e7f-2e57-4fcc-95e4-84f969871309,4340aa36-1551-48bf-8772-0e9530a6a396,fd0ea464-3b34-4b5d-abc7-a1744c2cf3ef,Choir Concert (K-8),Public meeting—agenda to be published.,2025-09-25T07:32:00.835860+00:00,2025-09-25T10:02:00.835860+00:00,Gymnasium,published,"{""featured"": false, ""color"": ""green"", ""tags"": [""sports""]}",2025-09-04T16:25:00.835872+00:00,2025-09-04T16:25:00.835872+00:00
b6c03535-a48b-4ef9-8e25-6de1f6eb624c,aacc97ab-c50a-4e1e-856b-b91c5494968e,,Drama Club Performance (K-8),,2025-08-06T04:01:00.835896+00:00,2025-08-06T06:43:00.835896+00:00,Cafeteria,draft,"{""featured"": false, ""color"": ""orange"", ""tags"": [""family"", ""community"", ""music""]}",2025-09-04T16:25:00.835910+00:00,2025-09-04T16:25:00.835910+00:00
bb6fc8a3-b994-4edb-b847-7cd6ba227042,d0b696f8-8a54-4278-9585-3220e631fb01,fd0ea464-3b34-4b5d-abc7-a1744c2cf3ef,Parent Night,All families welcome.,2025-12-17T14:29:00.835934+00:00,2025-12-17T15:45:00.835934+00:00,Field A,published,"{""featured"": false, ""color"": ""purple"", ""tags"": [""community"", ""music"", ""academics""]}",2025-09-04T16:25:00.835947+00:00,2025-09-04T16:25:00.835947+00:00
53e78be9-45ac-4234-85c7-7722b33df4ff,4340aa36-1551-48bf-8772-0e9530a6a396,ceaa8ed5-9f91-486a-a8e6-127b22b08346,Parent Night – Evening,Join us for an evening of learning and celebration.,2025-12-22T08:07:00.835973+00:00,2025-12-22T09:33:00.835973+00:00,Room 101,cancelled,"{""featured"": false, ""color"": ""orange"", ""tags"": [""students"", ""music""]}",2025-09-04T16:25:00.835986+00:00,2025-09-04T16:25:00.835986+00:00
636e439c-fa22-46e1-ae02-3375057bc5e1,d0b696f8-8a54-4278-9585-3220e631fb01,,Choir Concert & Info Session,Join us for an evening of learning and celebration.,2025-08-18T05:49:00.836011+00:00,2025-08-18T06:28:00.836011+00:00,Room 101,published,"{""featured"": true, ""color"": ""orange"", ""tags"": [""academics"", ""sports""]}",2025-09-04T16:25:00.836024+00:00,2025-09-04T16:25:00.836024+00:00
7f04f595-ff93-4c4a-9954-ccb2e5e3666e,fa711034-5c36-4452-b161-a8df81fdce21,,Science Fair & Info Session,,2025-11-10T01:47:00.836048+00:00,2025-11-10T03:09:00.836048+00:00,Main Auditorium,published,"{""featured"": false, ""color"": ""orange"", ""tags"": [""staff"", ""community"", ""students""]}",2025-09-04T16:25:00.836061+00:00,2025-09-04T16:25:00.836061+00:00
51c109c8-5fb7-4e76-871f-1ec36fa85be9,4340aa36-1551-48bf-8772-0e9530a6a396,fd0ea464-3b34-4b5d-abc7-a1744c2cf3ef,Science Fair (K-8),,2025-12-03T17:19:00.836086+00:00,,Cafeteria,draft,"{""featured"": false, ""color"": ""green"", ""tags"": [""family"", ""students""]}",2025-09-04T16:25:00.836097+00:00,2025-09-04T16:25:00.836097+00:00
588eea06-4b65-4d84-9992-0c50953b4040,4d686129-916e-4a0e-b454-b4033d84419b,b10dc877-336f-4552-a306-1718e69e3063,STEM Expo (K-8),Information session with Q&A.,2025-07-18T14:59:00.836120+00:00,2025-07-18T17:03:00.836120+00:00,Field A,draft,"{""featured"": true, ""color"": ""green"", ""tags"": [""family"", ""academics"", ""students""]}",2025-09-04T16:25:00.836133+00:00,2025-09-04T16:25:00.836133+00:00
b3fd2a7a-3ac5-4a4e-a4eb-fc9184c8e2d6,cf8d4e9e-a074-4403-b113-af8385be244b,,Science Fair – Evening,Information session with Q&A.,2025-11-07T08:10:00.836157+00:00,2025-11-07T08:47:00.836157+00:00,Community Hall,published,,2025-09-04T16:25:00.836167+00:00,2025-09-04T16:25:00.836167+00:00
dc827328-f1b1-483f-bccc-6fea6cad376c,718ec127-7bb9-4ac7-bbd6-077c9792ad52,,Drama Club Performance – Evening,Information session with Q&A.,2025-07-10T06:45:00.836186+00:00,,Gymnasium,draft,,2025-09-04T16:25:00.836194+00:00,2025-09-04T16:25:00.836194+00:00
d0289cc2-dfa3-433c-b44d-51e3fdb77dd4,fa711034-5c36-4452-b161-a8df81fdce21,ceaa8ed5-9f91-486a-a8e6-127b22b08346,Board Meeting,Join us for an evening of learning and celebration.,2025-12-04T00:01:00.836211+00:00,2025-12-04T02:39:00.836211+00:00,Board Room,published,"{""featured"": false, ""color"": ""red"", ""tags"": [""family"", ""academics"", ""staff""]}",2025-09-04T16:25:00.836224+00:00,2025-09-04T16:25:00.836224+00:00
e3e83425-e9ba-4c14-a483-c02836f29ea7,4d686129-916e-4a0e-b454-b4033d84419b,,Drama Club Performance & Info Session,,2025-12-24T06:39:00.836249+00:00,2025-12-24T08:11:00.836249+00:00,Community Hall,published,"{""featured"": false, ""color"": ""red"", ""tags"": [""staff""]}",2025-09-04T16:25:00.836262+00:00,2025-09-04T16:25:00.836262+00:00
09967e47-7f85-45eb-8a74-6f8616fd9f3c,fa711034-5c36-4452-b161-a8df81fdce21,b10dc877-336f-4552-a306-1718e69e3063,Parent Night,Public meeting—agenda to be published.,2025-12-05T17:23:00.836287+00:00,,Cafeteria,published,"{""featured"": true, ""color"": ""green"", ""tags"": [""staff"", ""sports""]}",2025-09-04T16:25:00.836299+00:00,2025-09-04T16:25:00.836299+00:00
0931894d-a3ae-47be-9226-a600d10696e2,4d686129-916e-4a0e-b454-b4033d84419b,e7d17ffb-59b7-4392-8bc9-6cb5ae502fcb,Board Meeting & Info Session,Public meeting—agenda to be published.,2025-08-13T06:25:00.836323+00:00,2025-08-13T10:04:00.836323+00:00,Gymnasium,draft,"{""featured"": false, ""color"": ""purple"", ""tags"": [""community"", ""music""]}",2025-09-04T16:25:00.836336+00:00,2025-09-04T16:25:00.836336+00:00
6dadbe29-33f1-46f7-82bb-4dbc9bd91497,4340aa36-1551-48bf-8772-0e9530a6a396,96f7d566-e12b-4b4c-b967-f5c780f60b2d,Athletics Awards 2025,All families welcome.,2025-09-28T21:33:00.836361+00:00,,Room 101,published,,2025-09-04T16:25:00.836369+00:00,2025-09-04T16:25:00.836369+00:00
d0d3c793-0f51-4284-a25b-e8d7395d8f37,4340aa36-1551-48bf-8772-0e9530a6a396,96f7d566-e12b-4b4c-b967-f5c780f60b2d,Athletics Awards,All families welcome.,2025-11-30T18:41:00.836386+00:00,2025-11-30T19:34:00.836386+00:00,Community Hall,draft,,2025-09-04T16:25:00.836394+00:00,2025-09-04T16:25:00.836394+00:00
cf2cf0db-b27f-44f0-bc7f-3c8c13927099,fa711034-5c36-4452-b161-a8df81fdce21,fd0ea464-3b34-4b5d-abc7-a1744c2cf3ef,Science Fair 2025,Join us for an evening of learning and celebration.,2025-12-07T06:28:00.836412+00:00,2025-12-07T08:53:00.836412+00:00,Community Hall,draft,"{""featured"": false, ""color"": ""orange"", ""tags"": [""academics"", ""students""]}",2025-09-04T16:25:00.836425+00:00,2025-09-04T16:25:00.836425+00:00
81f5f64f-6a83-4dd7-9461-fbfb38fdd71e,4d686129-916e-4a0e-b454-b4033d84419b,,Parent Night & Info Session,Public meeting—agenda to be published.,2025-12-06T15:58:00.836449+00:00,2025-12-06T18:47:00.836449+00:00,Field A,published,,2025-09-04T16:25:00.836457+00:00,2025-09-04T16:25:00.836457+00:00
79852b3f-9550-4484-9b0f-4bdc9cd9a64c,d0b696f8-8a54-4278-9585-3220e631fb01,e7d17ffb-59b7-4392-8bc9-6cb5ae502fcb,STEM Expo 2025,Information session with Q&A.,2025-07-25T21:45:00.836476+00:00,2025-07-26T00:26:00.836476+00:00,Gymnasium,draft,"{""featured"": true, ""color"": ""purple"", ""tags"": [""sports""]}",2025-09-04T16:25:00.836488+00:00,2025-09-04T16:25:00.836488+00:00
50a8217c-b8d7-4a53-9884-eadf3ddefe31,4340aa36-1551-48bf-8772-0e9530a6a396,ceaa8ed5-9f91-486a-a8e6-127b22b08346,Math Olympiad – Community,Student-led event featuring exhibitions and performances.,2025-08-27T08:23:00.836512+00:00,2025-08-27T12:16:00.836512+00:00,Main Auditorium,published,,2025-09-04T16:25:00.836521+00:00,2025-09-04T16:25:00.836521+00:00
4c94b32a-7670-4702-b5e4-c2c9b4f4a66b,4d686129-916e-4a0e-b454-b4033d84419b,96f7d566-e12b-4b4c-b967-f5c780f60b2d,Math Olympiad 2025,Information session with Q&A.,2025-11-03T20:47:00.836539+00:00,2025-11-03T22:11:00.836539+00:00,Cafeteria,published,"{""featured"": false, ""color"": ""purple"", ""tags"": [""family"", ""community""]}",2025-09-04T16:25:00.836551+00:00,2025-09-04T16:25:00.836551+00:00
