id,meeting_id,parent_id,position,title,description,time_allocated_minutes,subject_id,course_id,created_at,updated_at
0ecf33d4-1dd5-40ac-a758-606c2876641e,4c1fd96d-bf3c-4a4e-b1df-35410218aa01,,3,Old Business #3,,60,9d80cf3b-e32c-486c-ada5-152626b67ee7,be8f304f-9127-4f2c-9cb2-959d120a3d4f,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
44f96b1c-2e86-46ea-9988-77ac4eb24b37,4c1fd96d-bf3c-4a4e-b1df-35410218aa01,0ecf33d4-1dd5-40ac-a758-606c2876641e,4,Assessment Alignment #4,Presentation from staff.,5,8994d217-8595-42e4-b22c-21c54fb641b0,1e352dd8-74a0-4016-9821-a7112fa585af,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
ccfb9a53-9617-483f-85d6-2716c9391ee5,4c1fd96d-bf3c-4a4e-b1df-35410218aa01,44f96b1c-2e86-46ea-9988-77ac4eb24b37,5,Community Input #5,Discussion led by chair.,45,86e686aa-a498-465f-ad79-37d0d03b7a6f,bdb4cc7f-bb38-4f98-b5e6-a7e5e7e9d358,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
c6e20661-efa3-4d0f-8a4c-99c337d32ea3,4c1fd96d-bf3c-4a4e-b1df-35410218aa01,,6,Opening Remarks #6,Discussion led by chair.,60,eafb4ed8-8434-4359-91f9-c0252d1a53b9,7b01c03e-c588-4d7f-b621-50d7b32e406c,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
f6a02d1c-410f-485f-b049-b68b972fa21d,4a2a9de2-d58d-4672-9de8-f839298552be,,1,Community Input #1,Discussion led by chair.,30,eafb4ed8-8434-4359-91f9-c0252d1a53b9,96f11ec1-563f-4e6a-becb-8e24dc6ccadb,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
8ead2d81-5207-4cf9-8172-932dee1384f2,4a2a9de2-d58d-4672-9de8-f839298552be,,2,Instructional Materials #2,Follow-up from previous meeting.,10,2207944b-56c5-4bfa-ad5a-82dc10478d76,a2909187-78c4-4eb0-a5aa-c5c8a2e2cb02,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
a5ba5e5d-f65f-4faa-935c-ed4a22973cea,4a2a9de2-d58d-4672-9de8-f839298552be,,3,Policy Discussion #3,Discussion led by chair.,,df055b8c-706a-4bf9-a949-26c0b95d28f4,5f37bebc-f3ff-4ff3-b20d-7489810e19ad,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
eb08689d-70a3-4c3f-9cfc-9009ab8878bf,4a2a9de2-d58d-4672-9de8-f839298552be,,4,Opening Remarks #4,Follow-up from previous meeting.,20,278e3237-afa1-403d-a54f-8fb3839f3331,91d73609-27f4-4850-bdb1-a0123c252472,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
dc34ad9f-7a3c-486a-a860-0d62e686defe,4a2a9de2-d58d-4672-9de8-f839298552be,,5,Community Input #5,Public comment period included.,10,88e53c95-feb9-4d25-974e-59a22712dee9,eb9bb370-bfa5-4707-af97-020938ff787f,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
ed2a4d48-40c3-4498-8014-53a24929be64,f8d7073d-ddf2-4d2c-b746-c51f8e2e75fe,,1,Old Business #1,Follow-up from previous meeting.,5,ec62a61b-917f-4dc2-90fb-2edfdeb609fc,f9a11cc6-cf8b-4443-a212-0f28f942615e,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
0cba51e9-7389-446e-8427-2e1d0faa0df4,f8d7073d-ddf2-4d2c-b746-c51f8e2e75fe,,2,Program Update #2,,15,0d3744ce-0d34-4c9a-8cf1-819f908f4a2d,4d2bc7ae-146b-4741-bf86-adc4ec46389e,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
ca6eb663-a76d-4756-b1aa-4d9d844c1cd0,f8d7073d-ddf2-4d2c-b746-c51f8e2e75fe,,3,Assessment Alignment #3,Presentation from staff.,5,c4d50c65-7401-4b6c-9548-34b554b66044,eeb7b9b6-ce3b-4cbf-a573-d1ea793dee1e,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
faaa580c-9db2-4343-863e-bf692fe14638,f8d7073d-ddf2-4d2c-b746-c51f8e2e75fe,0cba51e9-7389-446e-8427-2e1d0faa0df4,4,Instructional Materials #4,Presentation from staff.,5,7d728b4c-6564-44a8-ba1e-33e99878b6c5,e1fb67c6-2df9-4b28-9da8-c741643f77fd,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
3eff91de-b032-4d06-8b3b-0b257baa9deb,9046360e-2032-4eae-ab89-c930586e4f15,,1,Instructional Materials #1,Review supporting documents.,60,c162945f-33a9-490c-bea1-4afc8fe1c6b3,73ddbfdc-e108-4e42-aa4b-c12f0131ca55,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
f403c615-025d-433c-b369-a223042b48db,9046360e-2032-4eae-ab89-c930586e4f15,,2,Action Items #2,Public comment period included.,15,ee3fe1a6-5f82-423b-adc6-e0ddc3115145,84b5e725-e58e-455c-86cb-977ddf5654fc,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
e5b3a839-f6e5-43aa-9350-27b29ad74fa6,9046360e-2032-4eae-ab89-c930586e4f15,,3,New Business #3,Presentation from staff.,60,914bf26b-9dfa-47ee-a29b-3e46700e1bc3,38eeaacc-f6cd-44d1-9c7b-ce919e50703e,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
6a4dccc4-660c-4e5e-93a2-8bd1747b72ee,9046360e-2032-4eae-ab89-c930586e4f15,3eff91de-b032-4d06-8b3b-0b257baa9deb,4,Community Input #4,Review supporting documents.,5,ba80f72f-4237-4103-8931-5d364a46312a,a4b81a7f-ee44-46a5-bf59-7d7b02e81541,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
8ba8912b-f36c-4b10-b56c-8e9fdd52e306,9046360e-2032-4eae-ab89-c930586e4f15,,5,Instructional Materials #5,Public comment period included.,20,e72357cc-f404-4666-b302-9f46e9a82c56,5c11c5ce-787d-45e8-b1f4-77c54b24d0d7,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
a2b21a54-6a4d-4b2d-9754-4636d1f86247,6f469480-64b5-4c34-8fb3-939795476024,,1,Curriculum Review #1,Presentation from staff.,,328f8ca2-0cef-4375-95c9-5b001d93b0f0,717883fc-0b75-4cdf-9cb9-20b0b0e65879,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
ffe76bda-a0d4-407d-9010-19434be348d5,6f469480-64b5-4c34-8fb3-939795476024,,2,Opening Remarks #2,Public comment period included.,15,4c820ff5-0db8-401e-96f3-6bf1f3c4de97,4aa71fbc-fc95-4291-8c85-618074fd1bd7,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
912a7662-46a1-4bbc-a0d5-0e6431db6b76,6f469480-64b5-4c34-8fb3-939795476024,ffe76bda-a0d4-407d-9010-19434be348d5,3,Policy Discussion #3,,20,b93a073d-5156-4556-bed5-b5c991555d45,6e5f69ea-0e8a-482a-879c-401c732b5ee1,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
b563966a-2954-4ba5-a090-483dd5a7a0b4,6f469480-64b5-4c34-8fb3-939795476024,a2b21a54-6a4d-4b2d-9754-4636d1f86247,4,Old Business #4,,45,d7e0f6c2-ee49-4eab-9103-e4ee0fe2a186,981d7ef4-13b3-423a-ac70-0ac69d4f2f16,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
6efcb799-72e9-42aa-940f-05746820012c,6f469480-64b5-4c34-8fb3-939795476024,,5,Opening Remarks #5,Review supporting documents.,60,5079bd48-184d-4643-951a-4d142e91f54d,1e6ef51f-1d25-4d32-8c15-7a35864fdebd,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
34c4f358-d99c-4775-bbf5-57b7a4726d1c,319691d0-cb78-49c6-8bdf-06a86fef6f60,,1,Assessment Alignment #1,Discussion led by chair.,20,3dda0cbe-430b-424b-b259-60ed0ce658d4,b4e96308-ff9d-4e7b-a1be-a7a343f450d8,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
4596947f-ba80-4eeb-883f-4eb8687ed7ff,319691d0-cb78-49c6-8bdf-06a86fef6f60,,2,Old Business #2,Discussion led by chair.,30,aebbe523-b58c-42ab-bb32-e8945e1409df,f040b7e4-b49a-4018-af2d-55ba8d637a8d,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
4fee51ff-2f4c-4677-83a7-4f29ec533404,319691d0-cb78-49c6-8bdf-06a86fef6f60,,3,Community Input #3,Follow-up from previous meeting.,60,e63ecd7f-d9c7-42d3-897c-8595f743a1f8,61611e6d-5195-4d7d-a8e2-cf55842bc333,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
97bd16e4-e216-4aeb-9a36-38c3242ad2d9,319691d0-cb78-49c6-8bdf-06a86fef6f60,,4,Assessment Alignment #4,Discussion led by chair.,,8157024f-10a9-48cd-ab6c-8043591c1780,67c115a3-d57e-4d15-8b62-716db1be0855,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
e1ade089-7910-4b37-97ff-64dd03cabdaf,01613ee7-2a36-4454-a923-9fc875a8c0b9,,1,Old Business #1,Public comment period included.,45,6b34b3bf-3a17-451a-a556-fa99fb057848,2ae1df4a-bf45-42b6-96e4-b06cf2961763,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
a434b28e-f15a-4f57-b2cd-0fd5c3840a4e,01613ee7-2a36-4454-a923-9fc875a8c0b9,,2,Action Items #2,,15,2207944b-56c5-4bfa-ad5a-82dc10478d76,75afaac7-2aec-449d-8a10-a84a0494499d,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
7ec2e2c8-99a4-4473-a9ae-34409138ddb2,01613ee7-2a36-4454-a923-9fc875a8c0b9,,3,Assessment Alignment #3,Public comment period included.,,1d3eee91-ec37-4551-a0d1-ef4adbac1fba,59e99cfb-d791-43d8-8481-53ee2c8aa51f,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
47a6af69-1bfd-41ef-9db8-98ca11045f83,01613ee7-2a36-4454-a923-9fc875a8c0b9,7ec2e2c8-99a4-4473-a9ae-34409138ddb2,4,Policy Discussion #4,,45,3528e6b7-66c2-4700-bda6-cd82f0509466,82d0c85f-13ed-4fbe-8e6b-49174e309ddf,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
a526b1ec-b4a1-4207-9672-dd13ed52da1c,ad2d0a97-b9c5-4954-8ec4-592e58c08ad5,,1,Policy Discussion #1,Discussion led by chair.,,914bf26b-9dfa-47ee-a29b-3e46700e1bc3,632be122-9a47-4789-b46f-46fc39e87c51,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
99a1b8e1-853d-4896-a386-78fc73fd190b,ad2d0a97-b9c5-4954-8ec4-592e58c08ad5,,2,New Business #2,Public comment period included.,15,fdf7df54-bf86-4392-80fa-2422b036e709,deb7c48a-a851-47da-8e6d-018a307072df,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
cc735c89-c732-49cf-b8d1-c8b77e982678,ad2d0a97-b9c5-4954-8ec4-592e58c08ad5,,3,Action Items #3,Review supporting documents.,,9f192714-db63-4667-8c75-434272f0dd9b,fd389339-4c73-49f2-a0b4-392b9bf7a172,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
a465f058-5d1e-4a2c-9e84-a22dc9624293,ad2d0a97-b9c5-4954-8ec4-592e58c08ad5,cc735c89-c732-49cf-b8d1-c8b77e982678,4,Opening Remarks #4,Follow-up from previous meeting.,5,ba111f88-8a31-439e-8d69-bddd31dd02a0,b4c7f887-f3f1-435c-af7a-202e389f3154,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
813cf54c-6be1-4070-898b-cc133fd564a1,ad2d0a97-b9c5-4954-8ec4-592e58c08ad5,a526b1ec-b4a1-4207-9672-dd13ed52da1c,5,New Business #5,Review supporting documents.,15,92048a12-4e69-4954-8f05-a82e2473e606,3beca8ec-7b54-42a8-97fe-8c17f414b65d,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
1cb9a1d5-1a34-4b73-80f8-eec01e4fd564,ad2d0a97-b9c5-4954-8ec4-592e58c08ad5,,6,New Business #6,Presentation from staff.,60,7c01b20f-6fdc-477d-a0f5-4f488051bc21,f7151b9b-ba37-4189-8ed8-0fa8557efe88,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
471730ea-f429-4a5c-b4fb-9cbe9afee997,ad2d0a97-b9c5-4954-8ec4-592e58c08ad5,,7,Opening Remarks #7,Discussion led by chair.,5,8ac866f6-d01a-47e7-bfcf-87635e16ad6e,9d98f293-1ffe-4827-9826-ab7b2c124410,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
0121f054-3237-4ad6-99b9-440f50617332,ad2d0a97-b9c5-4954-8ec4-592e58c08ad5,813cf54c-6be1-4070-898b-cc133fd564a1,8,Curriculum Review #8,Follow-up from previous meeting.,60,a0977710-a839-46df-ab04-199b9b5316b7,8f02e07f-b782-43ff-a1a1-fa3995e88f8a,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
f6dc5126-9493-4236-bc59-434a42eb87d7,1b85c82a-2f09-4891-bb17-ec1260df5f22,,1,New Business #1,Public comment period included.,5,ff0c0aa1-64c2-4444-b59b-b7a7e2fe5667,61611e6d-5195-4d7d-a8e2-cf55842bc333,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
ac008439-90bc-43a0-b693-865496abe231,1b85c82a-2f09-4891-bb17-ec1260df5f22,f6dc5126-9493-4236-bc59-434a42eb87d7,2,Action Items #2,Discussion led by chair.,45,2c65bc1e-72a3-4ed2-bb8a-b5c2b9d3968f,4a22962f-f5b7-4740-9481-9e058e0fd735,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
cf978697-1ee7-4aee-b393-c0368f601bcd,1b85c82a-2f09-4891-bb17-ec1260df5f22,ac008439-90bc-43a0-b693-865496abe231,3,Old Business #3,Presentation from staff.,45,f51bb5a1-b604-4d47-a3fc-0fea1b76a961,43a09ba6-d0b6-485d-8aa5-435febe13c40,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
80f97828-2b04-4838-a6ed-c2e8b2af0081,1b85c82a-2f09-4891-bb17-ec1260df5f22,f6dc5126-9493-4236-bc59-434a42eb87d7,4,Community Input #4,Public comment period included.,5,49cdcc9d-72be-4316-8a25-04259436b224,53617c3f-797e-4437-acea-26f7e57c5bc1,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
8be8b52d-67cf-4513-a1af-20e524b4065a,1b85c82a-2f09-4891-bb17-ec1260df5f22,,5,Action Items #5,Follow-up from previous meeting.,45,59c6a8d2-9603-4552-bd3c-7449a1a7316b,e1fb67c6-2df9-4b28-9da8-c741643f77fd,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
6e33c9f5-ada0-4ed0-84b0-aa7200f100f0,1b85c82a-2f09-4891-bb17-ec1260df5f22,f6dc5126-9493-4236-bc59-434a42eb87d7,6,Opening Remarks #6,Discussion led by chair.,60,0201cefe-9eec-446e-a8ba-c7d0926a9bce,46882990-dc94-4128-b277-f5f15bab325d,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
57fc835f-4559-4d93-8bd3-fe8417fb8efd,1b85c82a-2f09-4891-bb17-ec1260df5f22,,7,Instructional Materials #7,Presentation from staff.,5,25379ef5-b2bf-4e43-b710-1d3eb7ee3bce,30d92f91-0516-4a4f-8e2b-5df9774d4ef8,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
ddbb3323-ea14-47bc-81db-b0be3b2ea842,788565e0-d4ed-4235-970a-8f025367de95,,1,Action Items #1,Presentation from staff.,10,e093b8ae-88be-43b4-b31e-8d8f50f18f5f,e4a066c8-5063-45b3-b3ca-345b2f673797,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
5f9be748-e9de-4138-91b7-79416a004236,788565e0-d4ed-4235-970a-8f025367de95,,2,Program Update #2,Review supporting documents.,,298ced95-c5fb-4f9b-b6a9-b2e4fcc943f0,5a20e27c-13b6-4ccd-b90e-5aef89926754,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
94d43041-b752-46e9-b14e-572e4b03fe6b,788565e0-d4ed-4235-970a-8f025367de95,,3,New Business #3,Presentation from staff.,60,bafed724-17b7-4361-be4c-5da543691f1b,e22a22ab-f148-4958-900a-a61ac8a25909,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
bec2f39a-e29c-4bf5-9281-4244917cab1b,788565e0-d4ed-4235-970a-8f025367de95,,4,Curriculum Review #4,,60,93774d39-e5eb-4a40-ab45-8d0b0aef3a65,d28f3e6f-09cf-4262-a0d6-9552f1da45d1,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
54a7b817-a44c-4971-a36c-001f1e64c959,788565e0-d4ed-4235-970a-8f025367de95,ddbb3323-ea14-47bc-81db-b0be3b2ea842,5,Action Items #5,Presentation from staff.,15,f55e5956-cea2-4e42-8afc-a20bcfe163bf,30d92f91-0516-4a4f-8e2b-5df9774d4ef8,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
78ec0a01-7366-47ca-b9dd-b782928a56f8,788565e0-d4ed-4235-970a-8f025367de95,bec2f39a-e29c-4bf5-9281-4244917cab1b,6,Assessment Alignment #6,Public comment period included.,30,ac270a66-5c09-46cf-b852-1f30365bbf4e,6e37a9f5-0cc9-46ce-9d6f-c9a82d260979,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
650c1596-1e96-4428-9cef-7b4e1480b2ec,0cef8310-47ae-42c5-b57c-50bb8c8aee12,,1,Opening Remarks #1,Presentation from staff.,60,867283a5-9f89-43f3-9eef-0fb8ef516878,0d02379b-966e-4fd8-ade8-30bcc4c679c2,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
b8128587-d725-405a-b682-ff17bb215dc1,0cef8310-47ae-42c5-b57c-50bb8c8aee12,650c1596-1e96-4428-9cef-7b4e1480b2ec,2,Opening Remarks #2,Follow-up from previous meeting.,5,355ddff9-5e6d-4e08-b7fe-ab62ff51fd02,476a45d4-a9b5-480e-b688-adc999adc669,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
0c6fecda-bc10-4f75-802a-739320714a18,0cef8310-47ae-42c5-b57c-50bb8c8aee12,,3,New Business #3,Presentation from staff.,5,db6ad919-117e-4147-8916-29eebf719156,f7586a7d-c039-4d59-9c50-b808d7142e83,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
962df0ae-1fe8-4c12-bf74-8bdb3a31ee5b,b7ad24b4-eeef-4f0b-a3bd-e7abc82c830f,,1,Community Input #1,Presentation from staff.,60,02476bd8-9d0c-421e-96e5-36a6de2215e3,516e65d7-f3ec-49c7-83f7-36fb80db1e3b,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
69530b81-0f01-480f-8d06-ce9281aeaac4,b7ad24b4-eeef-4f0b-a3bd-e7abc82c830f,962df0ae-1fe8-4c12-bf74-8bdb3a31ee5b,2,Old Business #2,,20,87660d1b-77b1-474f-acb9-d5e7067e43b5,359f6c05-b287-44a5-8681-00294f80ea42,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
83683321-f7a3-445b-a332-c52d88730ce5,b7ad24b4-eeef-4f0b-a3bd-e7abc82c830f,962df0ae-1fe8-4c12-bf74-8bdb3a31ee5b,3,Action Items #3,,15,7af787eb-48f6-4ccb-aa94-a229ea349d6d,9f386136-a860-45bd-928a-e67a60214f19,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
a6f4ee41-b5b2-44b1-8ebb-a0e213243adf,b7ad24b4-eeef-4f0b-a3bd-e7abc82c830f,69530b81-0f01-480f-8d06-ce9281aeaac4,4,Curriculum Review #4,Discussion led by chair.,15,2aee4afe-9e78-4ab4-96e4-4c00792dda55,b2b14983-9bf3-4907-ae96-581a1bc69e2d,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
b6cab747-98d2-438e-a26a-4660cc6a54fd,b7ad24b4-eeef-4f0b-a3bd-e7abc82c830f,,5,Assessment Alignment #5,Review supporting documents.,5,8de8b009-de89-4305-a635-0d6dad2f7858,bdb4cc7f-bb38-4f98-b5e6-a7e5e7e9d358,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
fc211619-83e5-40d9-b288-d416b43d6982,385188d5-454c-43b5-b4a7-23c3a5551ae3,,1,Policy Discussion #1,,60,b8955a0e-b6ea-44dc-a5f7-11fb3c247eea,50e9cd4e-8f46-4bbd-9135-415750b7c9ef,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
d6ccc1d3-43cd-4133-b32d-45c1d50373cc,385188d5-454c-43b5-b4a7-23c3a5551ae3,,2,Opening Remarks #2,Review supporting documents.,45,ffd15d78-222f-46bf-9ab9-210b9601ca57,df1eee15-1c22-4330-b0dd-1eb20fd1d755,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
5b65079f-b8dc-4d95-86df-35abf6c8239d,385188d5-454c-43b5-b4a7-23c3a5551ae3,,3,Instructional Materials #3,,5,519a9fef-63da-4ae1-869c-04e0adbe739b,341bb9b5-a8e5-4e45-b915-ff4cfb7ef5c7,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
0631bebd-15e6-4667-bec0-b26c2afbe1da,385188d5-454c-43b5-b4a7-23c3a5551ae3,,4,Opening Remarks #4,Follow-up from previous meeting.,15,9a996004-5020-4f45-95c5-64c0a7ec49a6,a6c59cdc-2223-43c2-a3c0-08677597a228,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
d44e9179-f6ad-4431-9ddd-fe6c670fea8f,385188d5-454c-43b5-b4a7-23c3a5551ae3,,5,Instructional Materials #5,Review supporting documents.,30,0c783ab7-56a5-4a19-8124-95a89e7061e9,09249bd7-7d16-47f7-ac64-780c24e9e192,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
1d42b959-b57d-4f28-8dd5-37f8d9790716,4a1ccd64-e347-473a-a3f3-bd681a4d5f19,,1,Action Items #1,Follow-up from previous meeting.,15,52bb7708-cf9e-43d1-b844-8baeb6be3275,cc77af6d-7417-4fc0-a355-e36a2bece9f7,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
3327f124-4212-46a5-9d01-afb14a08cb9f,4a1ccd64-e347-473a-a3f3-bd681a4d5f19,,2,Policy Discussion #2,,10,a482baea-ccfd-49a7-af8e-615f8e1ec74f,341bb9b5-a8e5-4e45-b915-ff4cfb7ef5c7,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
56a4e82b-50c6-4ba3-ae25-5f04f5cf7a20,4a1ccd64-e347-473a-a3f3-bd681a4d5f19,,3,Action Items #3,Public comment period included.,10,7c01b20f-6fdc-477d-a0f5-4f488051bc21,95a0d682-e231-4903-b5d8-86939616ea12,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
89497236-047a-48c4-8961-33cb158062be,4a1ccd64-e347-473a-a3f3-bd681a4d5f19,56a4e82b-50c6-4ba3-ae25-5f04f5cf7a20,4,Policy Discussion #4,Follow-up from previous meeting.,60,44a196c0-fb9f-4127-ad69-121231f0db84,c9b21c87-1783-4fb8-9fca-5da0441d884b,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
6ff17f43-c312-4909-a4a1-12e5ad66ce93,4a1ccd64-e347-473a-a3f3-bd681a4d5f19,,5,Community Input #5,Presentation from staff.,30,1dcb3e1c-c5a9-41f6-a38d-99e2aa828821,5910f161-0ca0-468c-a276-659e8c693a7e,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
11d3d2f4-378b-48eb-8859-06a489ef120b,4ce583a4-8f9c-4272-8a76-37ee1b57a7d3,,1,Old Business #1,Presentation from staff.,10,dcebcfbc-faef-45f0-a998-b974504cbf44,8066bb8e-6455-4a84-a472-7ef210139928,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
6fb1366c-358b-4e28-9253-de400c1e6f57,4ce583a4-8f9c-4272-8a76-37ee1b57a7d3,,2,Instructional Materials #2,Review supporting documents.,30,3f682ed0-3a1f-40ed-aae0-0591bf9cfc11,4e2b4dff-53d0-417e-9837-7f275dda59d5,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
2192684f-5386-473c-bb15-11f0b301b834,4ce583a4-8f9c-4272-8a76-37ee1b57a7d3,,3,Instructional Materials #3,Follow-up from previous meeting.,,7dbfff3a-34bf-4094-88a2-3ee7f05a006c,8309fc55-a452-4c92-a4ed-bc3cf5327998,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
52c62d21-0e8e-4821-bf7d-b2978cf04d21,4ce583a4-8f9c-4272-8a76-37ee1b57a7d3,,4,Action Items #4,Discussion led by chair.,15,9a10c1c9-aca5-45a4-9669-da0f74d1f138,a6c59cdc-2223-43c2-a3c0-08677597a228,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
f97320e8-00a6-4dfd-b76b-73e57edeec5a,4ce583a4-8f9c-4272-8a76-37ee1b57a7d3,,5,Instructional Materials #5,Public comment period included.,10,8ecbf76d-59cd-4cff-951e-6762b6fdfea7,43e167cd-15c4-4566-990c-24eb76b93aa7,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
3ef43ed6-b666-4de4-8807-99ced34545ec,4ce583a4-8f9c-4272-8a76-37ee1b57a7d3,f97320e8-00a6-4dfd-b76b-73e57edeec5a,6,New Business #6,Public comment period included.,15,ed23e77c-34fc-4c27-a5c1-6b479d9f3e29,049df4c9-6be9-4605-908a-5f192db04bd8,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
80ec209d-4c29-4014-acaf-5e0c2a114deb,4ce583a4-8f9c-4272-8a76-37ee1b57a7d3,,7,New Business #7,Review supporting documents.,60,9a346f73-9a5a-4724-9e82-0363aa815173,3e8bbbc2-fa8f-440e-bc2a-226267e506c0,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
b9b7a5d4-ed35-4577-b73f-4299a1f1774a,91ef0d26-4358-41d7-8dc3-76feab6b7895,,1,Program Update #1,Presentation from staff.,10,ebcab86d-bb78-4a61-87c7-4e4b0c3d3d2b,5209cadb-3a91-402e-a8d7-b71c7b37c6a0,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
