id,student_id,section_meeting_id,date,code,minutes,notes,created_at,updated_at
7d102c87-0eea-4d37-b479-994951dec26e,266955de-b5f6-4b0b-a9bd-71b12a555e17,dd07c7f0-3580-4fbc-861b-46ca79aa3d2e,2025-04-25,FAM,,Verified by office,2025-09-05T17:34:23.312345+00:00,2025-09-05T17:34:23.312345+00:00
9b2d9083-298c-465d-b785-c326e49bd26a,c151150b-a12c-41a0-a43f-8357bc1e8c20,819c71fc-a8c0-4bb4-ad10-acfd9184cc8a,2025-05-01,A-EXC,5,Left early for appointment,2025-09-05T17:34:23.312364+00:00,2025-09-05T17:34:23.312364+00:00
120a6bf3-bcca-4071-a3a9-d4240666564e,739d9103-c19c-4bd6-9885-8ca94d530ec1,4ef5b1a9-8c3c-4405-9737-07dda4ee8227,2025-08-18,MED,0,,2025-09-05T17:34:23.312383+00:00,2025-09-05T17:34:23.312383+00:00
7ab6e30e-3f96-46ff-9ca0-6ca57dd4ce7f,5fdd5c1a-1196-4433-ab63-622cec4994a7,720ea5d1-1343-4154-bf27-f3a021f9c5c5,2025-09-02,ISS,45,Excused absence,2025-09-05T17:34:23.312401+00:00,2025-09-05T17:34:23.312401+00:00
41782ccd-80c1-445f-a4f5-c6c884f635b5,aab6fa5c-ceb8-4cbd-8af5-fc3989b4ef4e,ee83157a-5763-4c95-b580-62307a5f405d,2025-04-10,FAM,60,Excused absence,2025-09-05T17:34:23.312419+00:00,2025-09-05T17:34:23.312419+00:00
7cf833d3-0311-4503-83a7-0f20a5600148,2943f113-0386-4947-8c41-8e16aca00798,955baf53-17e5-4c7a-a4fb-84bb8128344f,2025-05-10,FAM,5,Tardy due to bus delay,2025-09-05T17:34:23.312438+00:00,2025-09-05T17:34:23.312438+00:00
bc6db517-6ce7-4cf9-954c-86aa2c27c373,5b3a6cc6-895c-4df3-aaa3-1c4688986916,053f76bd-a011-4f8c-a66f-9115fdf717de,2025-06-30,MED,15,Verified by office,2025-09-05T17:34:23.312456+00:00,2025-09-05T17:34:23.312456+00:00
e60f7a53-5b48-4f7b-8c0b-b76fb12bcaed,56c29032-427b-42e9-855a-f420c89ebb64,41ff776e-3123-44e9-aa04-3565b75446ec,2025-05-31,QUA,0,Tardy due to bus delay,2025-09-05T17:34:23.312474+00:00,2025-09-05T17:34:23.312474+00:00
44e50b6f-e3e4-48d4-b351-3428042d72fb,66698adf-142c-4225-8de9-fd613ed0d6b4,482ccc6e-d930-4be9-ab69-282cb3d1fe6e,2025-06-17,ED-UNX,30,Verified by office,2025-09-05T17:34:23.312496+00:00,2025-09-05T17:34:23.312496+00:00
fa2e1f39-c64f-479a-a17a-7924b4812e79,0d9bb4ec-9b0e-451e-a6a5-93b776f34233,9c56d81a-6740-47b4-9dca-6de761a2144b,2025-04-30,SA,45,Verified by office,2025-09-05T17:34:23.312514+00:00,2025-09-05T17:34:23.312514+00:00
10718d5d-4ab0-4d36-811b-277ea83496bd,e99454af-2372-4152-bba8-3c6bf9e53745,3a7e28bf-66ac-439e-9536-bc214ac50d7b,2025-08-25,A-EXC,60,Tardy due to bus delay,2025-09-05T17:34:23.312533+00:00,2025-09-05T17:34:23.312533+00:00
83b84bf4-1cea-4ae6-8285-ea0e5d1245fb,891a7e69-73c7-4f9f-b38a-6bf90053de9c,74a0194f-1737-490f-a1f9-a69beda3b268,2025-08-24,A-EXC,45,Parent called,2025-09-05T17:34:23.312553+00:00,2025-09-05T17:34:23.312553+00:00
fbeab98f-b078-4bf2-822a-bfa969d2288c,ad95ed1a-62c5-47e7-96d7-ea9f02f301a0,787d2e87-2ccb-4465-a2a6-4b04ba4ca918,2025-05-30,FAM,15,Excused absence,2025-09-05T17:34:23.312571+00:00,2025-09-05T17:34:23.312571+00:00
20f67a9d-4525-4672-9746-3177697d3544,0f89ea3a-a47d-4a92-91f5-8fda4b325cb8,b0872ca6-b94f-44f3-aa60-4ffe0b8b8aaf,2025-08-10,T-UNX,0,Excused absence,2025-09-05T17:34:23.312592+00:00,2025-09-05T17:34:23.312592+00:00
edca8fdd-4e43-461e-b95b-742f48a0704f,0f89ea3a-a47d-4a92-91f5-8fda4b325cb8,9c56d81a-6740-47b4-9dca-6de761a2144b,2025-07-17,P,0,Parent called,2025-09-05T17:34:23.312611+00:00,2025-09-05T17:34:23.312611+00:00
218c6f1a-109f-43bd-859d-3e1bea7c63b2,e99454af-2372-4152-bba8-3c6bf9e53745,67fae5a0-7373-4df7-a232-f80689541d74,2025-06-28,MED,10,Excused absence,2025-09-05T17:34:23.312632+00:00,2025-09-05T17:34:23.312632+00:00
bf15f41d-e707-4948-852d-55d699e8802f,2931ba3c-91c3-4887-8b89-4d7e2769b177,dd07c7f0-3580-4fbc-861b-46ca79aa3d2e,2025-03-19,MED,60,Excused absence,2025-09-05T17:34:23.312651+00:00,2025-09-05T17:34:23.312651+00:00
21f315a4-2471-4d55-a5fe-f4d57d4470f3,739d9103-c19c-4bd6-9885-8ca94d530ec1,fc453b56-725d-4444-b2db-100aee1ec0eb,2025-08-03,UN,60,Parent called,2025-09-05T17:34:23.312669+00:00,2025-09-05T17:34:23.312669+00:00
776d7c48-250d-4f1d-a7c7-fd3648de068b,5b3a6cc6-895c-4df3-aaa3-1c4688986916,04c46d18-cbfd-4dc7-83f0-66c90e0b9861,2025-05-29,MED,45,Left early for appointment,2025-09-05T17:34:23.312688+00:00,2025-09-05T17:34:23.312688+00:00
16a1ce7d-c7d0-4507-a286-8c31c734d5ea,130bac8c-248c-4f46-ad42-c4854bd2e630,2dddab6e-e68a-465b-a2a5-0577cd023e12,2025-05-27,OSS,45,Excused absence,2025-09-05T17:34:23.312706+00:00,2025-09-05T17:34:23.312706+00:00
2ffaf0b6-eaa2-471a-8d94-a8e39fd69d4c,6ace31c2-2761-4594-bf27-05741275c293,1a2707b8-e56c-44d3-93a5-da3053d35641,2025-06-10,A-EXC,60,Excused absence,2025-09-05T17:34:23.312725+00:00,2025-09-05T17:34:23.312725+00:00
eabb420e-4355-4763-87f7-bf0aefdb8ebd,266955de-b5f6-4b0b-a9bd-71b12a555e17,36f6f3dc-adbd-48f8-a4a0-c6c6db52598f,2025-07-28,OSS,15,Verified by office,2025-09-05T17:34:23.312743+00:00,2025-09-05T17:34:23.312743+00:00
6f8fe92f-95c7-43f2-9939-600d06a98f73,dcb16f9b-cb82-4e94-8d3a-98576662a525,a8225a93-a624-41db-9d95-0cb3e2984d70,2025-05-02,ED-EXC,30,Verified by office,2025-09-05T17:34:23.312763+00:00,2025-09-05T17:34:23.312763+00:00
fb1a7d1b-b8e7-4140-b743-816419808635,c151150b-a12c-41a0-a43f-8357bc1e8c20,053f76bd-a011-4f8c-a66f-9115fdf717de,2025-04-20,A-UNX,5,,2025-09-05T17:34:23.312781+00:00,2025-09-05T17:34:23.312781+00:00
2190c4f7-f124-4711-b21f-4d6abd17e104,6ace31c2-2761-4594-bf27-05741275c293,327497ee-d316-4692-8a15-6307b7209e62,2025-09-05,T-EXC,45,Left early for appointment,2025-09-05T17:34:23.312800+00:00,2025-09-05T17:34:23.312800+00:00
e88fe5a2-ad9f-4640-8eea-76aa63043ff5,482244a9-322c-414d-905e-4c180337d8a9,b0872ca6-b94f-44f3-aa60-4ffe0b8b8aaf,2025-04-05,A-EXC,,,2025-09-05T17:34:23.312819+00:00,2025-09-05T17:34:23.312819+00:00
5ff284d7-89b9-4457-b01c-7c0a4b6c1850,739d9103-c19c-4bd6-9885-8ca94d530ec1,29ae0775-0c78-4069-8d1e-d8fc55337e70,2025-06-24,QUA,0,Parent called,2025-09-05T17:34:23.312840+00:00,2025-09-05T17:34:23.312840+00:00
90f1d291-38c1-46ce-98ad-5f56c72c8f57,c48e6e6a-28df-4744-b568-f19b3a4a7ac5,195335ea-df4a-47c5-8d60-453cb53d829d,2025-04-25,P,0,Excused absence,2025-09-05T17:34:23.312864+00:00,2025-09-05T17:34:23.312864+00:00
465bdb22-fe52-4109-a66f-f24535591c70,544493a8-2346-46a3-bbfe-d7507ebbf876,bd366620-5707-4ee7-965e-8596c0a4a698,2025-05-17,A-EXC,30,,2025-09-05T17:34:23.312884+00:00,2025-09-05T17:34:23.312884+00:00
87056adf-32c6-4e75-a76f-d81edf1bc07c,5d8813cf-6b4b-4b4e-b1d5-0d9d6e1c5474,9d3f9af6-45ba-4856-97b2-35e5e3e97764,2025-07-04,ED-UNX,60,,2025-09-05T17:34:23.312903+00:00,2025-09-05T17:34:23.312903+00:00
8fb88a8d-4efc-4d2c-a34b-7693e5fa02aa,891a7e69-73c7-4f9f-b38a-6bf90053de9c,84844717-991b-4dd1-806c-41c3dd8156d7,2025-03-28,ED-EXC,5,Excused absence,2025-09-05T17:34:23.312923+00:00,2025-09-05T17:34:23.312923+00:00
95835d80-55bf-4e9d-82ff-9b90d16e6c7e,83d75f92-d03f-46d0-8b2e-2319a4cd4f19,d3095097-3416-49b7-8132-a5bcedbc5068,2025-07-22,ED-EXC,0,,2025-09-05T17:34:23.312943+00:00,2025-09-05T17:34:23.312943+00:00
adbefca5-cc64-4208-97b7-9e72648f8f16,66698adf-142c-4225-8de9-fd613ed0d6b4,686ecafa-0952-4d2d-92d5-fc08e933a18c,2025-05-03,QUA,,,2025-09-05T17:34:23.312963+00:00,2025-09-05T17:34:23.312963+00:00
42a2857d-1767-4509-b84a-ec68a4e75dda,2943f113-0386-4947-8c41-8e16aca00798,1f9f28dd-0b99-44a4-a133-75ec59e21467,2025-08-12,FAM,,Parent called,2025-09-05T17:34:23.312982+00:00,2025-09-05T17:34:23.312982+00:00
944f44d3-40ef-4fd5-b003-3a411c422f28,9ad1e3df-1d4d-47c7-ba55-85a725f887bc,9d3f9af6-45ba-4856-97b2-35e5e3e97764,2025-07-02,ISS,5,,2025-09-05T17:34:23.313005+00:00,2025-09-05T17:34:23.313005+00:00
9b8e0143-d02e-42fc-b263-a410d70c25f8,2943f113-0386-4947-8c41-8e16aca00798,9569e346-7d23-4c25-9632-16596e8b2f47,2025-07-31,OSS,30,,2025-09-05T17:34:23.313025+00:00,2025-09-05T17:34:23.313025+00:00
b4595c7a-a610-48bc-929b-0b2f3c44e493,8c7e92ed-d98a-4de5-b353-3539711d623d,e2034d7e-8fa1-4fe9-9a29-85b360dd0da2,2025-08-03,A-EXC,15,Excused absence,2025-09-05T17:34:23.313046+00:00,2025-09-05T17:34:23.313046+00:00
65fcde7f-09c3-4245-bba4-b5333e59b782,2931ba3c-91c3-4887-8b89-4d7e2769b177,6a20a591-98a7-4445-8674-826ad5fe6c79,2025-07-22,UN,10,Tardy due to bus delay,2025-09-05T17:34:23.313066+00:00,2025-09-05T17:34:23.313066+00:00
766e2716-5469-48ee-91e7-20d72ceb0ed3,6df281b6-9e3e-4efb-a0fa-16b5b0fae2ab,1f23cb56-10d9-46fc-9e0b-7ab25784128e,2025-06-16,ED-UNX,45,Parent called,2025-09-05T17:34:23.313088+00:00,2025-09-05T17:34:23.313088+00:00
cc9984cd-ce9d-4ce3-be8c-036d7ad0873f,c48e6e6a-28df-4744-b568-f19b3a4a7ac5,99f996df-20b6-4041-ad57-a6c3500a0425,2025-04-07,A-UNX,45,Excused absence,2025-09-05T17:34:23.313109+00:00,2025-09-05T17:34:23.313109+00:00
6eb31fe7-c105-4a82-86ce-c35d802192e5,9a19f3e4-370c-425f-b5f3-9f509eba2d16,ea55aec8-9d81-437c-9282-37e2b485c0ce,2025-04-16,UN,10,Verified by office,2025-09-05T17:34:23.313131+00:00,2025-09-05T17:34:23.313131+00:00
e7dc106f-cfd7-4ab6-a64c-08e450a02e30,8d32e9de-90b8-47c2-8220-e49110eeb2fa,e7e784a0-fb5d-432e-9afd-a7fb3701a6e1,2025-07-05,QUA,10,Tardy due to bus delay,2025-09-05T17:34:23.313150+00:00,2025-09-05T17:34:23.313150+00:00
718a87aa-2485-4b83-a31f-815853f48e6d,c48e6e6a-28df-4744-b568-f19b3a4a7ac5,9b05cb33-dda0-4d1c-872a-a4196c171ecb,2025-07-29,A-UNX,45,Excused absence,2025-09-05T17:34:23.313175+00:00,2025-09-05T17:34:23.313175+00:00
44480b3f-5945-4309-8e82-06eb0450b7e2,ef75f5d1-0189-455a-ae54-9f3cb07ebda6,6e2a7904-020e-469a-9418-9d59036c09d7,2025-03-14,UN,10,Tardy due to bus delay,2025-09-05T17:34:23.313200+00:00,2025-09-05T17:34:23.313200+00:00
ddbefc2c-141f-423c-bec4-66dd55b5f841,8d32e9de-90b8-47c2-8220-e49110eeb2fa,d4214cd0-1dec-4c5b-b785-c747e5f8b4fc,2025-06-22,ISS,15,,2025-09-05T17:34:23.313222+00:00,2025-09-05T17:34:23.313222+00:00
4f54421c-611d-4f64-91ca-b13b197a46dd,6df281b6-9e3e-4efb-a0fa-16b5b0fae2ab,dd07c7f0-3580-4fbc-861b-46ca79aa3d2e,2025-07-12,A-EXC,5,Excused absence,2025-09-05T17:34:23.313243+00:00,2025-09-05T17:34:23.313243+00:00
b1a89959-1a05-4616-8012-6d0c1a77046d,482244a9-322c-414d-905e-4c180337d8a9,8d7dcb7a-0878-4cda-98fe-dd0b46904dc8,2025-06-02,MED,60,Tardy due to bus delay,2025-09-05T17:34:23.313262+00:00,2025-09-05T17:34:23.313262+00:00
48fd1eff-a18d-4f81-a736-8ea21dcb58e0,9a19f3e4-370c-425f-b5f3-9f509eba2d16,559d1b2b-1728-47de-8b9d-90cc9b3e48a3,2025-07-05,ED-EXC,15,Verified by office,2025-09-05T17:34:23.313283+00:00,2025-09-05T17:34:23.313283+00:00
7c38cc3c-7c4f-4757-9335-1f4bda61c663,130bac8c-248c-4f46-ad42-c4854bd2e630,04c46d18-cbfd-4dc7-83f0-66c90e0b9861,2025-07-05,A-UNX,45,Tardy due to bus delay,2025-09-05T17:34:23.313302+00:00,2025-09-05T17:34:23.313302+00:00
5ef073a7-7c39-4c93-afeb-6c342a43e685,482244a9-322c-414d-905e-4c180337d8a9,193674cd-d99f-4549-b97e-661e0505abb5,2025-06-14,OSS,,Excused absence,2025-09-05T17:34:23.313322+00:00,2025-09-05T17:34:23.313322+00:00
ccc5fe5b-feb1-46c7-baa0-ab00e20ff1e5,9a19f3e4-370c-425f-b5f3-9f509eba2d16,fc2d3b19-78b3-4984-b784-70cf813c9f7a,2025-06-13,P,10,,2025-09-05T17:34:23.313342+00:00,2025-09-05T17:34:23.313342+00:00
7a20b407-442c-4b7b-9def-091ec130db37,56c29032-427b-42e9-855a-f420c89ebb64,8d5505ca-260b-41f2-a1d5-49c49ec8e474,2025-05-11,UN,30,Parent called,2025-09-05T17:34:23.313361+00:00,2025-09-05T17:34:23.313361+00:00
7352a946-cc5b-48d1-be13-5e1c4ad87861,0d9bb4ec-9b0e-451e-a6a5-93b776f34233,787d2e87-2ccb-4465-a2a6-4b04ba4ca918,2025-05-09,T-EXC,30,Verified by office,2025-09-05T17:34:23.313380+00:00,2025-09-05T17:34:23.313380+00:00
98da78b3-e708-4650-96ea-635129d0ae0a,ef75f5d1-0189-455a-ae54-9f3cb07ebda6,bbc207c3-0dea-452c-9209-ded54a7b8fd2,2025-05-26,MED,45,,2025-09-05T17:34:23.313400+00:00,2025-09-05T17:34:23.313400+00:00
5c2137a7-9692-400d-8ec3-92214b9e6f98,266955de-b5f6-4b0b-a9bd-71b12a555e17,06f4c483-a396-4c0c-a160-416b1124a295,2025-04-27,ED-EXC,45,Tardy due to bus delay,2025-09-05T17:34:23.313421+00:00,2025-09-05T17:34:23.313421+00:00
a0a47736-af56-4a92-9950-1a567ce086ec,5adbbd09-5b39-4bc3-9bf5-ace96a75ff95,dc94ff08-d22c-491f-88c8-b574ed287355,2025-07-26,T-UNX,15,Parent called,2025-09-05T17:34:23.313441+00:00,2025-09-05T17:34:23.313441+00:00
739cfead-10d9-4736-b969-63bd29e0d3bb,cc920ed3-341b-495c-bbbb-05c505d9a04c,d3095097-3416-49b7-8132-a5bcedbc5068,2025-04-29,OSS,45,Tardy due to bus delay,2025-09-05T17:34:23.313462+00:00,2025-09-05T17:34:23.313462+00:00
576ae132-de22-484a-b224-f961455d65cf,5d8813cf-6b4b-4b4e-b1d5-0d9d6e1c5474,559d1b2b-1728-47de-8b9d-90cc9b3e48a3,2025-03-27,SA,0,Tardy due to bus delay,2025-09-05T17:34:23.313481+00:00,2025-09-05T17:34:23.313481+00:00
5cf63b8e-2a5b-4f72-8e94-ec63f575079f,0f89ea3a-a47d-4a92-91f5-8fda4b325cb8,570196eb-cb12-4681-9c12-3065d5920193,2025-04-15,SA,30,Left early for appointment,2025-09-05T17:34:23.313500+00:00,2025-09-05T17:34:23.313500+00:00
656cc942-c894-48bf-92c2-f097a223f68d,a47736c6-6639-44c6-bfaf-f722b7f4ad20,e989e0d8-5d27-4a79-bab8-e99ac9ce2a29,2025-03-28,T-EXC,15,Parent called,2025-09-05T17:34:23.313519+00:00,2025-09-05T17:34:23.313519+00:00
e9b7025e-bc19-4d8f-8683-b330b3534298,266955de-b5f6-4b0b-a9bd-71b12a555e17,99f996df-20b6-4041-ad57-a6c3500a0425,2025-07-24,A-UNX,5,Excused absence,2025-09-05T17:34:23.313540+00:00,2025-09-05T17:34:23.313540+00:00
4b9fa0aa-33f0-4c57-a38c-1c98b5a9b8ed,56c29032-427b-42e9-855a-f420c89ebb64,950d5c66-e66d-4e73-9c98-51359c92a753,2025-07-10,FAM,45,Left early for appointment,2025-09-05T17:34:23.313559+00:00,2025-09-05T17:34:23.313559+00:00
15cbfb6f-54fc-4c51-8535-7948668e4f45,0f89ea3a-a47d-4a92-91f5-8fda4b325cb8,33e40e6b-23ff-4700-8a2a-a04463d1b5cc,2025-04-19,T-UNX,30,,2025-09-05T17:34:23.313577+00:00,2025-09-05T17:34:23.313577+00:00
81394288-e207-4267-a1f4-828b21e1dddf,4a75ce3b-6df4-45f2-9cc9-397ca40e4c6e,caf47d8b-156b-406d-8c54-ecd7d87165d6,2025-03-20,QUA,15,Left early for appointment,2025-09-05T17:34:23.313596+00:00,2025-09-05T17:34:23.313596+00:00
720de2af-65d0-485b-8207-dfc8410a345b,2931ba3c-91c3-4887-8b89-4d7e2769b177,e5092691-a207-4f5e-b14b-658067b1a183,2025-07-21,P,0,Excused absence,2025-09-05T17:34:23.313614+00:00,2025-09-05T17:34:23.313614+00:00
4f9904d9-57a7-4abd-bec4-b6d9f08ed181,6122ff63-dbfd-40f4-81ee-e93f9190d653,45ef0aad-7a16-41c1-8a68-f0a847d61cf7,2025-03-23,ED-UNX,0,Tardy due to bus delay,2025-09-05T17:34:23.313632+00:00,2025-09-05T17:34:23.313632+00:00
9331c0cf-6ccb-4ea9-bcbb-82c151882787,5d8813cf-6b4b-4b4e-b1d5-0d9d6e1c5474,d9424d4d-888a-42c7-84bf-538c509578c8,2025-05-26,FAM,15,Tardy due to bus delay,2025-09-05T17:34:23.313651+00:00,2025-09-05T17:34:23.313651+00:00
4da2914b-1e17-4bc8-a947-19fc69967686,ad8013c3-0d83-44f2-8577-addfed5bb9cf,787d2e87-2ccb-4465-a2a6-4b04ba4ca918,2025-08-29,SA,45,Parent called,2025-09-05T17:34:23.313669+00:00,2025-09-05T17:34:23.313669+00:00
27876d84-230e-4bc2-abab-b11a0a338c14,739d9103-c19c-4bd6-9885-8ca94d530ec1,b24eefef-bae5-4c30-bb7c-fd2391ec371e,2025-06-13,SA,15,Left early for appointment,2025-09-05T17:34:23.313687+00:00,2025-09-05T17:34:23.313687+00:00
e417c88e-2f2f-482f-93e9-bf7538fd10f2,5fdd5c1a-1196-4433-ab63-622cec4994a7,195335ea-df4a-47c5-8d60-453cb53d829d,2025-07-27,ED-EXC,5,Left early for appointment,2025-09-05T17:34:23.313706+00:00,2025-09-05T17:34:23.313706+00:00
a99d0637-9a9b-4c6b-b43c-ae9222acd6d1,83d75f92-d03f-46d0-8b2e-2319a4cd4f19,dc94ff08-d22c-491f-88c8-b574ed287355,2025-06-23,A-UNX,0,Excused absence,2025-09-05T17:34:23.313728+00:00,2025-09-05T17:34:23.313728+00:00
fc5f2c6b-0c28-4316-83ef-5dd530caedde,8c7e92ed-d98a-4de5-b353-3539711d623d,94208c55-747b-49d9-9501-0b7e078f5915,2025-08-23,A-UNX,0,Tardy due to bus delay,2025-09-05T17:34:23.313746+00:00,2025-09-05T17:34:23.313746+00:00
0ffc0c05-4dc3-4c7b-8e34-386841cf33b5,dcb16f9b-cb82-4e94-8d3a-98576662a525,ee83157a-5763-4c95-b580-62307a5f405d,2025-07-06,ISS,,Tardy due to bus delay,2025-09-05T17:34:23.313765+00:00,2025-09-05T17:34:23.313765+00:00
6d029028-6742-460b-9027-978557ff97db,4a75ce3b-6df4-45f2-9cc9-397ca40e4c6e,04c46d18-cbfd-4dc7-83f0-66c90e0b9861,2025-05-12,QUA,0,Excused absence,2025-09-05T17:34:23.313787+00:00,2025-09-05T17:34:23.313787+00:00
b38b609c-c0f6-4fce-aeba-300c18f39864,05b43eba-fd82-4b37-840b-d5db8f4efb74,94208c55-747b-49d9-9501-0b7e078f5915,2025-06-04,ED-UNX,30,Verified by office,2025-09-05T17:34:23.313806+00:00,2025-09-05T17:34:23.313806+00:00
3e983ba8-2430-4802-902a-81bc138c178c,0d9bb4ec-9b0e-451e-a6a5-93b776f34233,3de16451-b7bc-4b74-9f69-65e8afd0a5fa,2025-07-09,UN,60,Parent called,2025-09-05T17:34:23.313825+00:00,2025-09-05T17:34:23.313825+00:00
21394ea1-64c1-45d9-bbc9-f4593056a2d1,544493a8-2346-46a3-bbfe-d7507ebbf876,c930d66c-41a4-4103-ae8a-a4a33f291162,2025-07-10,P,30,Left early for appointment,2025-09-05T17:34:23.313843+00:00,2025-09-05T17:34:23.313843+00:00
b3f79aad-e3bb-4b0f-9611-da8ec1bd9601,544e394a-b65c-499d-8919-81dfbd6eb6f7,193674cd-d99f-4549-b97e-661e0505abb5,2025-04-12,T-EXC,15,Excused absence,2025-09-05T17:34:23.313861+00:00,2025-09-05T17:34:23.313861+00:00
62c33a37-2638-4c75-acff-9975ed29a4eb,cc920ed3-341b-495c-bbbb-05c505d9a04c,e2034d7e-8fa1-4fe9-9a29-85b360dd0da2,2025-05-26,ISS,,Excused absence,2025-09-05T17:34:23.313879+00:00,2025-09-05T17:34:23.313879+00:00
ea8c998f-267b-4b71-8668-dc385af9f4b2,266955de-b5f6-4b0b-a9bd-71b12a555e17,55e61263-8733-4439-b601-d4cccdb2b7ad,2025-04-04,T-UNX,5,Left early for appointment,2025-09-05T17:34:23.313898+00:00,2025-09-05T17:34:23.313898+00:00
d1f25fef-80da-4a7b-8879-055c13e8848e,9a19f3e4-370c-425f-b5f3-9f509eba2d16,07319508-5fa9-4eaa-82e3-b8f6b9a76309,2025-03-14,UN,15,,2025-09-05T17:34:23.313919+00:00,2025-09-05T17:34:23.313919+00:00
ace0cd5d-d36c-4982-ba31-b8f467abf039,891a7e69-73c7-4f9f-b38a-6bf90053de9c,60e87d88-fa66-4b23-95bb-904c8216e215,2025-08-27,T-EXC,,,2025-09-05T17:34:23.313938+00:00,2025-09-05T17:34:23.313938+00:00
92e3be22-6e5c-4cf5-9aa6-0de71414a8d3,6122ff63-dbfd-40f4-81ee-e93f9190d653,02725e9f-ac35-4725-8ec5-ca985b08c8e5,2025-05-27,UN,0,Parent called,2025-09-05T17:34:23.313956+00:00,2025-09-05T17:34:23.313956+00:00
c3793345-f3be-4e7e-b483-9f55635d62cb,aaf386f3-6ac7-41fe-9ed6-a083ff6e405b,6833d92c-9ff7-4384-8bdc-2f7209a20ee2,2025-03-30,OSS,5,Verified by office,2025-09-05T17:34:23.313974+00:00,2025-09-05T17:34:23.313974+00:00
d9f7b139-3b71-41e3-8811-c71bced24237,482244a9-322c-414d-905e-4c180337d8a9,b4f927b1-5bc7-49cc-ae55-daccb4599610,2025-06-02,SA,60,Tardy due to bus delay,2025-09-05T17:34:23.314195+00:00,2025-09-05T17:34:23.314195+00:00
9987648d-37f6-4e67-a7df-fb052d1eceae,ad8013c3-0d83-44f2-8577-addfed5bb9cf,67fae5a0-7373-4df7-a232-f80689541d74,2025-05-27,ED-UNX,15,Left early for appointment,2025-09-05T17:34:23.314216+00:00,2025-09-05T17:34:23.314216+00:00
1a6f8a37-3c80-40cc-b239-2e3f070bd3c1,739d9103-c19c-4bd6-9885-8ca94d530ec1,21ac17b1-eda3-4f2e-b68e-42de8a37fe3d,2025-07-17,ED-EXC,15,Excused absence,2025-09-05T17:34:23.314235+00:00,2025-09-05T17:34:23.314235+00:00
59aae0cf-4997-43a5-a51f-af8a2945cfee,5d8813cf-6b4b-4b4e-b1d5-0d9d6e1c5474,a242137c-c382-4b9b-ae89-ebe02215bb9f,2025-07-22,MED,0,,2025-09-05T17:34:23.314256+00:00,2025-09-05T17:34:23.314256+00:00
d2ee8955-9c61-4150-bda6-2ba5a8dd6ef8,5adbbd09-5b39-4bc3-9bf5-ace96a75ff95,22c768ec-27bf-46c8-b8e6-0f56f2d47ce1,2025-07-09,T-UNX,10,Tardy due to bus delay,2025-09-05T17:34:23.314276+00:00,2025-09-05T17:34:23.314276+00:00
3c662495-4dac-4721-b1be-1de719002fad,ad8013c3-0d83-44f2-8577-addfed5bb9cf,04c46d18-cbfd-4dc7-83f0-66c90e0b9861,2025-06-16,FAM,5,Parent called,2025-09-05T17:34:23.314295+00:00,2025-09-05T17:34:23.314295+00:00
ba9d05fc-85f5-4730-9b93-e1505388687b,ad8013c3-0d83-44f2-8577-addfed5bb9cf,3f3bdd2b-cd33-41dd-a4c0-895e601ad90f,2025-07-16,QUA,0,Excused absence,2025-09-05T17:34:23.314313+00:00,2025-09-05T17:34:23.314313+00:00
0a6695c4-8209-41fa-8bab-d7d261976cce,3ef0b431-dbb8-4fe9-a50d-4e57d7928965,2203b3ac-1bdf-46a1-b22f-1c08ccec6621,2025-04-06,QUA,,Excused absence,2025-09-05T17:34:23.314331+00:00,2025-09-05T17:34:23.314331+00:00
7ecd7e2a-c559-479f-b4ed-b39c3e9a0965,c48e6e6a-28df-4744-b568-f19b3a4a7ac5,3c59426c-dee4-4669-9111-0f75c35ad107,2025-06-26,FAM,45,Verified by office,2025-09-05T17:34:23.314349+00:00,2025-09-05T17:34:23.314349+00:00
0595fbed-e088-48cf-bf8e-24b5d12c6083,ad95ed1a-62c5-47e7-96d7-ea9f02f301a0,d0b2c73f-b670-48e4-8621-28acfd5ea6aa,2025-03-14,A-EXC,15,Excused absence,2025-09-05T17:34:23.314370+00:00,2025-09-05T17:34:23.314370+00:00
65d9187c-b106-4c4a-9160-45ece57cc859,3ef0b431-dbb8-4fe9-a50d-4e57d7928965,0a796d39-03b7-4e08-9e40-2a459d272af5,2025-08-31,ED-EXC,10,Excused absence,2025-09-05T17:34:23.314389+00:00,2025-09-05T17:34:23.314389+00:00
0522e4be-5c61-4d76-825a-85d0232e9ee6,891a7e69-73c7-4f9f-b38a-6bf90053de9c,e2034d7e-8fa1-4fe9-9a29-85b360dd0da2,2025-03-09,QUA,,Left early for appointment,2025-09-05T17:34:23.314407+00:00,2025-09-05T17:34:23.314407+00:00
715e1ebf-264d-4ce3-b613-b94ee13b8132,2943f113-0386-4947-8c41-8e16aca00798,eab02b10-3603-4b3c-8a0d-f100fcc46815,2025-05-23,FAM,5,,2025-09-05T17:34:23.314426+00:00,2025-09-05T17:34:23.314426+00:00
c9d2805d-bc51-49b0-8a1b-a48a3470c3c1,5497bab3-8c03-4960-b086-0852fffb6d0d,99f996df-20b6-4041-ad57-a6c3500a0425,2025-06-18,P,10,Left early for appointment,2025-09-05T17:34:23.314443+00:00,2025-09-05T17:34:23.314443+00:00
