work_order_id,user_id,started_at,ended_at,hours,hourly_rate,cost,notes
a1b279b4-59cc-43d0-9de4-2e7338ff438e,f9ad65e1-79be-4266-a485-3f2787400929,2025-09-02T02:39:03.299720+00:00,2025-09-02T09:38:37.242100+00:00,6.99,27.50,192.23,Preventive check
e3424144-e886-436d-8e89-654081ac10fd,fe60bb74-3661-4599-b690-520a2e0d0f07,2025-08-25T09:36:03.299720+00:00,2025-08-25T12:07:10.632601+00:00,2.52,40.00,100.80,
f46b3fab-8448-47e4-9423-8d16d1f91f8e,abf503f8-c7ee-46a6-9f1b-6d1249d1e5ef,2025-07-22T13:53:03.299720+00:00,2025-07-22T19:13:59.032103+00:00,5.35,40.00,214.00,Emergency call
50d752da-adc7-45d4-a178-064a177b66d3,9ded979a-2de3-4e53-8077-b03ccdf8be65,2025-07-16T08:33:03.299720+00:00,2025-07-16T10:03:06.511767+00:00,1.50,27.50,41.25,Follow-up
0e2f690a-a11d-4355-9253-2d80d1d7a1f8,ec3d63f3-c335-4369-ae30-3e0bca1c939a,2025-08-03T16:48:03.299720+00:00,2025-08-03T23:45:01.873606+00:00,6.95,25.00,173.75,
bc0b0d9e-2f52-45dd-a99a-d772988093e1,8c81a5aa-0232-4e5d-a2f7-41b6cdb826c3,2025-08-20T03:20:03.299720+00:00,2025-08-20T09:27:00.377567+00:00,6.12,25.00,153.00,Emergency call
d8198a81-eeec-4c11-9f4c-1911c5a5a48a,cca13089-1dfc-46bc-ab6b-bbc34c056b1e,2025-08-14T23:49:03.299720+00:00,2025-08-15T03:09:14.474777+00:00,3.34,50.00,167.00,Emergency call
1b31589a-8aa2-4199-9594-e71f56beb30c,4c41558f-7c2f-4d77-b870-f32959fa5754,2025-08-05T14:38:03.299720+00:00,2025-08-05T15:12:55.024259+00:00,0.58,50.00,29.00,Routine maintenance
5c49ac45-d721-4eb2-bde6-d84f1a6a7e81,3a002b11-246e-4931-b2c2-fb544e59b0e3,2025-08-13T05:40:03.299720+00:00,2025-08-13T08:17:02.722850+00:00,2.62,22.50,58.95,Routine maintenance
64b83a54-6a4c-4f6a-bb12-031c1b98856c,648a26f2-9c44-44e7-a3bf-301322c07c5d,2025-08-26T12:08:03.299720+00:00,2025-08-26T16:32:35.495697+00:00,4.41,45.00,198.45,Routine maintenance
d66413da-b18d-4c39-9031-87fb563fbed6,66991287-a418-44c6-bc7c-e3de9783ac5f,2025-08-07T05:19:03.299720+00:00,2025-08-07T08:48:07.888146+00:00,3.48,40.00,139.20,
f40b1959-3bcf-43fb-9a5d-af4f4b00505b,d8a93d9d-0b9b-437b-b8d7-6049e351bc82,2025-08-27T16:04:03.299720+00:00,2025-08-27T23:44:11.960779+00:00,7.67,50.00,383.50,
450a0628-e1b4-4289-9fc3-2343e0132bdc,9c361f9d-654a-4b9e-b546-1a4b694f1701,2025-08-29T01:10:03.299720+00:00,2025-08-29T04:12:15.214062+00:00,3.04,50.00,152.00,Follow-up
00d768c1-65ef-40c2-a072-d53257cf615d,c1f234e3-28ea-4867-b443-62b3843fb4f0,2025-08-17T14:45:03.299720+00:00,2025-08-17T21:36:21.280505+00:00,6.85,45.00,308.25,Follow-up
235bbb9d-debd-4be7-a5aa-4337b0dd2552,fde11642-9f8f-426f-aec4-2b900140a36e,2025-08-14T08:29:03.299720+00:00,2025-08-14T11:35:06.005171+00:00,3.10,50.00,155.00,Follow-up
e04a455a-40e0-46ad-b97d-b2e359cbbe09,be529f23-04c0-4348-9f4e-d8e91362b5ef,2025-07-20T01:37:03.299720+00:00,2025-07-20T08:17:39.649904+00:00,6.68,35.00,233.80,Follow-up
20a4bbaa-a611-4731-b767-e71f91ffb950,ec3d63f3-c335-4369-ae30-3e0bca1c939a,2025-08-07T16:30:03.299720+00:00,2025-08-07T17:16:28.453765+00:00,0.77,45.00,34.65,Emergency call
a1876341-4ab0-404f-b321-72efdda7e420,b15da424-22df-46af-aabb-7a9b8d2a8e91,2025-07-31T12:58:03.299720+00:00,2025-07-31T18:58:30.315347+00:00,6.01,45.00,270.45,Emergency call
f10203c7-356c-46a5-9da7-50d09dba4076,2967338f-3196-4ff7-8a6a-f96650ab6c6d,2025-08-04T07:48:03.299720+00:00,2025-08-04T14:18:58.363877+00:00,6.52,40.00,260.80,
20a4bbaa-a611-4731-b767-e71f91ffb950,c0f3d85e-c9ab-4a85-a663-2ff375ef550c,2025-08-02T08:40:03.299720+00:00,2025-08-02T11:13:08.939152+00:00,2.55,25.00,63.75,Preventive check
939b4ad8-e651-4812-b584-cfa0407e1c66,284e2740-565d-45ac-9596-271691efd837,2025-07-16T16:14:03.299720+00:00,2025-07-16T16:46:16.884488+00:00,0.54,50.00,27.00,Preventive check
7a5e6806-4ec1-4c99-b08b-29ff52d25413,b5ed56c4-5f3f-4f47-a4c7-5069413f7674,2025-07-29T10:00:03.299720+00:00,2025-07-29T15:19:19.581013+00:00,5.32,30.00,159.60,
53c0c983-91d4-4a32-9c8f-134ffc9d503e,ab148b42-b889-4060-acff-ecaea3f2ceeb,2025-07-07T02:26:03.299720+00:00,2025-07-07T09:45:12.487308+00:00,7.32,22.50,164.70,
4e42dd95-edc4-46aa-b301-f02976fbba16,2a0e1451-aba1-4afc-82ef-a90428c7fa43,2025-07-19T02:05:03.299720+00:00,2025-07-19T08:36:25.359752+00:00,6.52,45.00,293.40,Emergency call
6be47d13-3158-4260-8b86-e7c674f38c2d,e5e8a532-9f85-48d2-957f-1d07fb69642a,2025-07-08T05:32:03.299720+00:00,2025-07-08T09:58:14.576768+00:00,4.44,40.00,177.60,Preventive check
ec1b47b7-64b5-4529-83ac-4db91d13ee09,dd907fd7-8266-40fa-a2a5-14d38928634f,2025-08-15T16:57:03.299720+00:00,2025-08-15T18:34:04.677873+00:00,1.62,25.00,40.50,Emergency call
54ddce54-11d5-44dc-8428-f5317159670d,bd224337-755a-4fe9-bf0c-0f00a6dc9063,2025-08-31T17:05:03.299720+00:00,2025-08-31T18:20:17.267126+00:00,1.25,30.00,37.50,Preventive check
7e59f907-08a0-41fe-81d2-20de3a42f96b,3dda54c1-73df-4c68-9449-6d22576278cb,2025-07-19T01:46:03.299720+00:00,2025-07-19T06:18:27.107652+00:00,4.54,30.00,136.20,
ba72d82f-a229-41c9-a8d2-61176a349520,8c2983a5-928b-4f81-8517-8bd1cf795257,2025-08-25T11:14:03.299720+00:00,2025-08-25T12:55:38.221214+00:00,1.69,40.00,67.60,Routine maintenance
f10203c7-356c-46a5-9da7-50d09dba4076,a2671888-1e86-41dd-9dd5-f8456ff539cf,2025-07-11T07:13:03.299720+00:00,2025-07-11T09:19:09.943208+00:00,2.10,40.00,84.00,Emergency call
b368c36c-529c-4b0e-8fb9-fa6564545ceb,fe60bb74-3661-4599-b690-520a2e0d0f07,2025-07-13T01:15:03.299720+00:00,2025-07-13T04:30:08.027856+00:00,3.25,27.50,89.38,Routine maintenance
a717ceec-9aae-41c5-ac24-14336510004e,75804704-d3a6-4fe2-927d-6db69d32ce5a,2025-07-16T16:50:03.299720+00:00,2025-07-16T22:18:58.965935+00:00,5.48,20.00,109.60,
6ef26841-e59e-44aa-93fd-77bb502ebaca,7a097ebf-0512-48e4-9fef-d48180f0f6c4,2025-08-29T04:36:03.299720+00:00,2025-08-29T08:36:04.060026+00:00,4.00,27.50,110.00,Preventive check
5a997efd-fe46-415f-9635-0c2885ddd7cf,c7d0c7f6-9290-4944-8f85-5c40be338c49,2025-08-05T17:29:03.299720+00:00,2025-08-05T19:33:01.971045+00:00,2.07,35.00,72.45,
a1876341-4ab0-404f-b321-72efdda7e420,fa365be7-9114-4e5a-99f7-42b6aa3ba386,2025-08-21T00:23:03.299720+00:00,2025-08-21T07:01:18.102178+00:00,6.64,25.00,166.00,
c90afa69-d18a-4c5a-a7be-e0bd0dd059b2,d9a316a4-c4b9-4aa5-bb13-474d7b77bcbf,2025-08-03T06:44:03.299720+00:00,2025-08-03T11:50:13.855627+00:00,5.10,22.50,114.75,Emergency call
30cd8047-cd32-4845-a30c-d48059e15a82,da5deaf4-bdc9-4046-a81d-5980bb6aff26,2025-07-26T11:30:03.299720+00:00,2025-07-26T18:11:38.040278+00:00,6.69,27.50,183.98,Preventive check
1b31589a-8aa2-4199-9594-e71f56beb30c,b0160713-a54a-499e-88d3-5c8d06ea7bb8,2025-07-30T02:43:03.299720+00:00,2025-07-30T07:04:02.320773+00:00,4.35,27.50,119.63,Preventive check
e9249405-9e86-45d3-977d-d66565d6e58c,0206ae74-7fb7-451e-9ede-f2e5b56c7747,2025-08-08T06:50:03.299720+00:00,2025-08-08T08:55:49.440602+00:00,2.10,45.00,94.50,Follow-up
010203f9-4eca-421b-8aa0-3ad8394684a7,68c3dbd0-d1dc-45eb-a4f4-d292b5277c5c,2025-07-15T08:34:03.299720+00:00,2025-07-15T16:23:45.757106+00:00,7.83,20.00,156.60,Follow-up
cb0d61b9-9b08-4c6c-ba11-396be0830d52,0922a568-49e4-4b2e-861c-472e9c48213c,2025-07-07T16:55:03.299720+00:00,2025-07-07T21:33:11.754428+00:00,4.64,30.00,139.20,Emergency call
20fa223c-58ca-41a7-a621-2ef66b5d3f2d,abf503f8-c7ee-46a6-9f1b-6d1249d1e5ef,2025-08-09T05:03:03.299720+00:00,2025-08-09T11:50:34.067290+00:00,6.79,22.50,152.78,Routine maintenance
50fa8432-5dd2-4dec-8766-4fed7135f1e3,20b20974-87af-431d-8746-dc5250c6caa8,2025-08-11T15:32:03.299720+00:00,2025-08-11T20:39:16.458787+00:00,5.12,50.00,256.00,Routine maintenance
d48d04e4-9ec0-4125-916c-ea8a6d2e1d2b,a01c1ef3-69e9-40d6-a61c-88decf7ecbab,2025-09-02T10:56:03.299720+00:00,2025-09-02T11:47:27.416109+00:00,0.86,35.00,30.10,Preventive check
7705e256-4531-4fdd-865b-df5dce6de89d,2a0e1451-aba1-4afc-82ef-a90428c7fa43,2025-07-15T12:46:03.299720+00:00,2025-07-15T13:32:27.403474+00:00,0.77,50.00,38.50,
d63ecde1-396c-4e62-997d-022c1eed758b,6e2e3220-771e-496b-842c-b6184642ba0e,2025-07-19T06:55:03.299720+00:00,2025-07-19T13:42:31.369540+00:00,6.79,27.50,186.73,Follow-up
f40b1959-3bcf-43fb-9a5d-af4f4b00505b,ebb60eb6-13d8-4aa5-a9f4-acc40ec72437,2025-08-30T14:35:03.299720+00:00,2025-08-30T15:18:44.187642+00:00,0.73,25.00,18.25,
00d768c1-65ef-40c2-a072-d53257cf615d,e337286d-6f7b-4c4a-87e0-c5f00db08e64,2025-07-14T09:44:03.299720+00:00,2025-07-14T11:57:52.187847+00:00,2.23,50.00,111.50,Preventive check
5c49ac45-d721-4eb2-bde6-d84f1a6a7e81,6b3d4250-4c7c-4ecb-b3ce-8d77e552a727,2025-07-24T23:42:03.299720+00:00,2025-07-25T01:45:06.336165+00:00,2.05,50.00,102.50,Emergency call
450a0628-e1b4-4289-9fc3-2343e0132bdc,98a34fc8-7b80-4347-8a79-b9471fbb1c30,2025-08-29T08:15:03.299720+00:00,2025-08-29T13:25:59.910413+00:00,5.18,30.00,155.40,
f19b98c4-7958-4465-a669-41c92e21f2b4,8b1673c6-e20f-4edb-8c0e-41648a5ecfb0,2025-07-07T06:19:03.299720+00:00,2025-07-07T11:24:43.179758+00:00,5.09,30.00,152.70,Preventive check
a08544df-4088-4065-9aac-4a8f6b6a8247,018161f9-a0e0-4a83-bb12-07f36f72dd49,2025-07-08T07:20:03.299720+00:00,2025-07-08T10:03:17.973770+00:00,2.72,40.00,108.80,
f0b03f01-f102-496c-bbb6-d91c3edfaa62,5bf23f35-9e9c-4fef-8d0f-39920685f364,2025-09-02T14:15:03.299720+00:00,2025-09-02T17:13:18.079995+00:00,2.97,35.00,103.95,Preventive check
1f3bee13-00bf-4396-898c-6c3eae369837,da5deaf4-bdc9-4046-a81d-5980bb6aff26,2025-07-22T07:50:03.299720+00:00,2025-07-22T12:08:46.799435+00:00,4.31,50.00,215.50,
1c7d326e-686b-4413-86a7-bb8f6fdc151f,120d31ac-b1e6-41ad-85c9-3d8f8ce59a0b,2025-08-22T01:40:03.299720+00:00,2025-08-22T09:21:50.836210+00:00,7.70,40.00,308.00,Preventive check
afd6fb15-4c1b-490a-aa89-e616368385af,9f351bc8-3db9-498c-b612-21b54dc36259,2025-08-15T14:15:03.299720+00:00,2025-08-15T20:08:24.340994+00:00,5.89,35.00,206.15,Emergency call
d9c89ce0-e4fc-4a97-bdf7-51db4d18f7ed,2bcfa5cf-c1d1-4da9-aa2c-561f07e68cdf,2025-08-07T16:38:03.299720+00:00,2025-08-07T19:58:30.159141+00:00,3.34,30.00,100.20,Routine maintenance
f0b03f01-f102-496c-bbb6-d91c3edfaa62,15c47e44-2379-4d7c-ba17-74bc94758485,2025-08-16T11:05:03.299720+00:00,2025-08-16T12:45:02.133448+00:00,1.67,35.00,58.45,Preventive check
f0b03f01-f102-496c-bbb6-d91c3edfaa62,e5e8a532-9f85-48d2-957f-1d07fb69642a,2025-07-31T01:29:03.299720+00:00,2025-07-31T02:16:01.523271+00:00,0.78,45.00,35.10,Follow-up
5f5a902d-9f4f-4f8d-9af4-ea0cacf3a337,919d26dd-c2fb-46f5-9b70-107f85fba63e,2025-08-03T07:10:03.299720+00:00,2025-08-03T12:43:23.836322+00:00,5.56,22.50,125.10,Preventive check
325e945c-3b88-4eb7-add9-d1bd4f91c5ba,5cd648ff-9b3f-4421-bbc6-edd41775793a,2025-08-17T02:57:03.299720+00:00,2025-08-17T05:26:50.130004+00:00,2.50,22.50,56.25,Follow-up
c90afa69-d18a-4c5a-a7be-e0bd0dd059b2,5536a7b6-d62c-4c6b-8cbc-b8f2451302f1,2025-08-03T01:17:03.299720+00:00,2025-08-03T02:11:37.018947+00:00,0.91,25.00,22.75,Routine maintenance
5a997efd-fe46-415f-9635-0c2885ddd7cf,d8a93d9d-0b9b-437b-b8d7-6049e351bc82,2025-08-01T02:01:03.299720+00:00,2025-08-01T08:54:38.813075+00:00,6.89,30.00,206.70,
f40b1959-3bcf-43fb-9a5d-af4f4b00505b,79dbe26a-a110-45ff-8dc4-9fab323105cd,2025-07-30T00:56:03.299720+00:00,2025-07-30T04:06:17.993437+00:00,3.17,20.00,63.40,
ae0b96a8-f2dd-4aa1-ab89-ff98f6b1b95b,c883fc2d-8d5f-4742-b547-dbf9d5e0f9a7,2025-08-11T01:24:03.299720+00:00,2025-08-11T02:39:49.845816+00:00,1.26,20.00,25.20,Emergency call
93e9184e-56fe-4296-b5a8-a17cfb48da15,2c010bfc-e9e7-4b0a-ae64-8b6e46bb773b,2025-09-05T03:30:03.299720+00:00,2025-09-05T07:36:42.426502+00:00,4.11,40.00,164.40,Emergency call
53ac6635-8ba3-4ffb-92f5-60d726a2daab,8abb9bbb-a144-4a31-b6ee-fbae70f84cf7,2025-07-11T17:28:03.299720+00:00,2025-07-12T00:00:57.026594+00:00,6.55,22.50,147.38,Preventive check
010203f9-4eca-421b-8aa0-3ad8394684a7,fe79f939-98e9-4b96-b68a-84f4d07fbe7a,2025-09-01T23:05:03.299720+00:00,2025-09-02T05:37:57.095569+00:00,6.55,40.00,262.00,
95db44c8-628d-4150-b106-c91a6936f5ab,39f46b01-f83a-4f04-99a0-2c4e63b3b83f,2025-08-05T03:29:03.299720+00:00,2025-08-05T06:15:54.715836+00:00,2.78,20.00,55.60,Routine maintenance
598fc54f-47ea-4c17-81eb-9e563cac8cc1,5c0ec6c3-b168-4c54-8078-f36fe28ec273,2025-08-20T12:17:03.299720+00:00,2025-08-20T14:38:59.357116+00:00,2.37,45.00,106.65,Follow-up
afd6fb15-4c1b-490a-aa89-e616368385af,98a34fc8-7b80-4347-8a79-b9471fbb1c30,2025-07-14T16:42:03.299720+00:00,2025-07-14T22:58:47.513725+00:00,6.28,45.00,282.60,Routine maintenance
829fa33a-ff72-4539-a982-154021f16408,8c2983a5-928b-4f81-8517-8bd1cf795257,2025-08-17T06:23:03.299720+00:00,2025-08-17T11:49:59.805042+00:00,5.45,27.50,149.88,Preventive check
b14197d2-481c-4774-bb73-0891a39518d7,c1f234e3-28ea-4867-b443-62b3843fb4f0,2025-09-04T16:43:03.299720+00:00,2025-09-04T22:36:49.135666+00:00,5.90,27.50,162.25,Emergency call
e04a455a-40e0-46ad-b97d-b2e359cbbe09,2cc5c0a7-58f1-4274-8da4-8ec65c5eface,2025-08-31T00:05:03.299720+00:00,2025-08-31T04:41:12.609583+00:00,4.60,35.00,161.00,Follow-up
4b1aafd7-657a-49c5-93c5-24e9bb879786,7f19b3b3-47fe-4a46-a3e3-1b7d31ed8b50,2025-07-08T16:00:03.299720+00:00,2025-07-08T18:18:52.163392+00:00,2.31,40.00,92.40,
edf8297e-ef15-41f2-a298-aad474f0c513,7c7521e8-a332-44b7-891e-55cb540a4508,2025-08-20T02:09:03.299720+00:00,2025-08-20T06:04:48.304565+00:00,3.93,20.00,78.60,Emergency call
