id,school_id,activity_id,title,summary,starts_at,ends_at,venue,status,attributes,created_at,updated_at
82448933-a0bd-4c2a-bab3-fb5979539625,07e53f0e-5e7d-4bbc-959d-4c22e6b04530,a7cffd9d-3354-42ca-84ba-37162debd2b5,STEM Expo,Information session with Q&A.,2026-01-03T10:09:24.455973+00:00,2026-01-03T12:45:24.455973+00:00,Room 101,published,"{""featured"": false, ""color"": ""orange"", ""tags"": [""family"", ""music""]}",2025-09-05T17:34:24.455987+00:00,2025-09-05T17:34:24.455987+00:00
76cf402e-a562-4c11-9749-67378ea0b4d4,bf90c016-a579-44c2-aeda-728162af45ae,a7cffd9d-3354-42ca-84ba-37162debd2b5,Math Olympiad & Info Session,Join us for an evening of learning and celebration.,2025-10-08T08:13:24.456012+00:00,2025-10-08T10:50:24.456012+00:00,Room 101,published,,2025-09-05T17:34:24.456021+00:00,2025-09-05T17:34:24.456021+00:00
14c65eef-f68d-467e-ad1a-95ca0911623a,9648ac8b-7b56-4ffe-bf30-ae930fbc9ae8,df73b7fe-e82f-441d-8592-df92b98e866d,Career Day & Info Session,Student-led event featuring exhibitions and performances.,2025-07-23T00:28:24.456040+00:00,2025-07-23T01:13:24.456040+00:00,,published,"{""featured"": false, ""color"": ""green"", ""tags"": [""sports"", ""music""]}",2025-09-05T17:34:24.456053+00:00,2025-09-05T17:34:24.456053+00:00
ae5d27c1-9097-41ef-870f-c924b7db667c,bf90c016-a579-44c2-aeda-728162af45ae,,Drama Club Performance – Community,All families welcome.,2026-01-03T17:14:24.456077+00:00,2026-01-03T20:13:24.456077+00:00,Community Hall,draft,"{""featured"": false, ""color"": ""orange"", ""tags"": [""students"", ""music"", ""academics""]}",2025-09-05T17:34:24.456090+00:00,2025-09-05T17:34:24.456090+00:00
5e4a90c3-14b2-4387-a19e-4bc8ee9cc5bb,bf90c016-a579-44c2-aeda-728162af45ae,df73b7fe-e82f-441d-8592-df92b98e866d,Drama Club Performance – Community,All families welcome.,2025-07-25T23:11:24.456116+00:00,2025-07-26T01:56:24.456116+00:00,Field A,published,,2025-09-05T17:34:24.456125+00:00,2025-09-05T17:34:24.456125+00:00
1407e2ad-34b3-442b-8f74-776eb6782159,9648ac8b-7b56-4ffe-bf30-ae930fbc9ae8,34d220ac-aabe-4671-8136-d4f8c9f51714,Choir Concert – Community,All families welcome.,2025-11-28T16:02:24.456144+00:00,2025-11-28T19:09:24.456144+00:00,Main Auditorium,draft,"{""featured"": false, ""color"": ""purple"", ""tags"": [""academics"", ""music"", ""sports""]}",2025-09-05T17:34:24.456156+00:00,2025-09-05T17:34:24.456156+00:00
9461a4e7-70c2-486e-93be-ab81acc1bbbe,6ff82cee-4f46-4572-89d2-149206d420a5,,Science Fair (K-8),,2025-07-25T19:26:24.456181+00:00,2025-07-25T21:16:24.456181+00:00,Gymnasium,cancelled,,2025-09-05T17:34:24.456190+00:00,2025-09-05T17:34:24.456190+00:00
9f5bb57b-6079-4460-9263-8209970f3f3a,6f727dfe-30c3-49db-af13-908138c4454f,4ffb8e1d-d88d-4ebe-a734-35360fc153d4,Drama Club Performance (K-8),Join us for an evening of learning and celebration.,2025-09-09T00:13:24.456208+00:00,2025-09-09T03:23:24.456208+00:00,Room 101,draft,"{""featured"": false, ""color"": ""green"", ""tags"": [""family""]}",2025-09-05T17:34:24.456220+00:00,2025-09-05T17:34:24.456220+00:00
70223261-96e3-44ad-bf7e-08ee4cbccf26,bf90c016-a579-44c2-aeda-728162af45ae,,Choir Concert & Info Session,All families welcome.,2025-08-08T02:08:24.456244+00:00,2025-08-08T02:55:24.456244+00:00,Field A,draft,"{""featured"": false, ""color"": ""orange"", ""tags"": [""sports"", ""students"", ""music""]}",2025-09-05T17:34:24.456258+00:00,2025-09-05T17:34:24.456258+00:00
a707d95d-fd18-4ba1-8f41-57aedfd92878,07e53f0e-5e7d-4bbc-959d-4c22e6b04530,57d06388-1385-4311-a44c-34b008994339,Open House (K-8),Student-led event featuring exhibitions and performances.,2025-10-13T18:20:24.456283+00:00,2025-10-13T20:25:24.456283+00:00,Board Room,published,"{""featured"": false, ""color"": ""purple"", ""tags"": [""family"", ""community""]}",2025-09-05T17:34:24.456296+00:00,2025-09-05T17:34:24.456296+00:00
0994d9b4-4045-4270-bbe7-74bced0f4cb6,6f727dfe-30c3-49db-af13-908138c4454f,4ffb8e1d-d88d-4ebe-a734-35360fc153d4,Parent Night (K-8),Join us for an evening of learning and celebration.,2025-09-05T02:06:24.456323+00:00,2025-09-05T04:44:24.456323+00:00,Room 101,published,"{""featured"": false, ""color"": ""red"", ""tags"": [""community""]}",2025-09-05T17:34:24.456336+00:00,2025-09-05T17:34:24.456336+00:00
f028c6aa-97b1-48b1-8620-4459b59a9ddb,9648ac8b-7b56-4ffe-bf30-ae930fbc9ae8,8e53bd7c-5e47-4297-9d27-5652a8bd7c94,Career Day 2025,Information session with Q&A.,2025-12-27T17:34:24.456361+00:00,2025-12-27T18:33:24.456361+00:00,Main Auditorium,published,"{""featured"": false, ""color"": ""green"", ""tags"": [""music""]}",2025-09-05T17:34:24.456374+00:00,2025-09-05T17:34:24.456374+00:00
ff9cf942-0256-453d-8232-67a612824a0b,6ff82cee-4f46-4572-89d2-149206d420a5,,Math Olympiad – Evening,Student-led event featuring exhibitions and performances.,2025-12-14T16:45:24.456399+00:00,2025-12-14T18:32:24.456399+00:00,Main Auditorium,published,,2025-09-05T17:34:24.456408+00:00,2025-09-05T17:34:24.456408+00:00
f6b0c529-d57c-4f5a-9a0a-baece804905a,6ff82cee-4f46-4572-89d2-149206d420a5,ed5d9ceb-797b-42be-92a7-748fa5bf5071,Athletics Awards – Evening,All families welcome.,2025-07-13T05:10:24.456427+00:00,2025-07-13T07:16:24.456427+00:00,Board Room,draft,,2025-09-05T17:34:24.456435+00:00,2025-09-05T17:34:24.456435+00:00
cca9dbfc-1d5b-4426-8ac7-cd0996f616eb,07e53f0e-5e7d-4bbc-959d-4c22e6b04530,57d06388-1385-4311-a44c-34b008994339,Career Day & Info Session,Student-led event featuring exhibitions and performances.,2025-08-13T14:35:24.456453+00:00,2025-08-13T18:13:24.456453+00:00,Field A,draft,,2025-09-05T17:34:24.456461+00:00,2025-09-05T17:34:24.456461+00:00
c7c2def7-64c3-4a3f-bcba-190f31087282,6ff82cee-4f46-4572-89d2-149206d420a5,a7cffd9d-3354-42ca-84ba-37162debd2b5,Board Meeting,All families welcome.,2026-01-01T08:12:24.456479+00:00,2026-01-01T10:13:24.456479+00:00,Library,cancelled,"{""featured"": false, ""color"": ""green"", ""tags"": [""family"", ""academics""]}",2025-09-05T17:34:24.456491+00:00,2025-09-05T17:34:24.456491+00:00
4bde68af-0a3c-4694-9bde-4c3f7adc4f7d,f8d14dee-9788-4690-9a8f-00c54b1dc122,,Math Olympiad – Evening,Student-led event featuring exhibitions and performances.,2025-08-27T16:25:24.456515+00:00,2025-08-27T18:49:24.456515+00:00,Main Auditorium,draft,"{""featured"": false, ""color"": ""green"", ""tags"": [""students"", ""sports"", ""family""]}",2025-09-05T17:34:24.456528+00:00,2025-09-05T17:34:24.456528+00:00
99290295-3fb2-44a1-8056-0e5677413b2c,f8d14dee-9788-4690-9a8f-00c54b1dc122,,Parent Night – Community,Join us for an evening of learning and celebration.,2025-08-14T00:13:24.456552+00:00,2025-08-14T03:01:24.456552+00:00,,published,"{""featured"": false, ""color"": ""red"", ""tags"": [""community""]}",2025-09-05T17:34:24.456565+00:00,2025-09-05T17:34:24.456565+00:00
d6756150-4042-4a11-85ee-8679f130e384,9c84f6d9-de4d-4f78-a949-2873dcf69726,ed5d9ceb-797b-42be-92a7-748fa5bf5071,Drama Club Performance – Community,Information session with Q&A.,2025-09-08T21:15:24.456589+00:00,2025-09-08T22:13:24.456589+00:00,Main Auditorium,cancelled,"{""featured"": false, ""color"": ""orange"", ""tags"": [""students"", ""family""]}",2025-09-05T17:34:24.456602+00:00,2025-09-05T17:34:24.456602+00:00
8d2925d3-7341-4817-bca7-d7bc9e6be970,6f727dfe-30c3-49db-af13-908138c4454f,df73b7fe-e82f-441d-8592-df92b98e866d,Parent Night – Community,Join us for an evening of learning and celebration.,2025-09-15T11:01:24.456628+00:00,2025-09-15T15:00:24.456628+00:00,Field A,draft,"{""featured"": false, ""color"": ""purple"", ""tags"": [""family"", ""students"", ""academics""]}",2025-09-05T17:34:24.456641+00:00,2025-09-05T17:34:24.456641+00:00
27559899-a0f7-44d2-86b3-7154bdb3928c,07e53f0e-5e7d-4bbc-959d-4c22e6b04530,34d220ac-aabe-4671-8136-d4f8c9f51714,Parent Night,Information session with Q&A.,2025-12-03T20:51:24.456666+00:00,2025-12-04T00:05:24.456666+00:00,Room 101,published,"{""featured"": true, ""color"": ""blue"", ""tags"": [""staff"", ""music""]}",2025-09-05T17:34:24.456679+00:00,2025-09-05T17:34:24.456679+00:00
5cf8f0b9-9700-4ead-b7e5-479b8942ee6c,9648ac8b-7b56-4ffe-bf30-ae930fbc9ae8,34d220ac-aabe-4671-8136-d4f8c9f51714,STEM Expo 2025,,2025-11-27T14:35:24.456704+00:00,2025-11-27T17:38:24.456704+00:00,Room 101,draft,,2025-09-05T17:34:24.456713+00:00,2025-09-05T17:34:24.456713+00:00
27f4b195-a586-4e3b-a7fc-8baac5e34491,9c84f6d9-de4d-4f78-a949-2873dcf69726,,STEM Expo – Community,,2025-07-23T15:14:24.456732+00:00,2025-07-23T16:52:24.456732+00:00,Library,draft,"{""featured"": true, ""color"": ""orange"", ""tags"": [""community"", ""sports""]}",2025-09-05T17:34:24.456745+00:00,2025-09-05T17:34:24.456745+00:00
da62b338-290a-4e3c-a6e0-a68a3c1f5fb9,6ff82cee-4f46-4572-89d2-149206d420a5,df73b7fe-e82f-441d-8592-df92b98e866d,Open House & Info Session,Public meeting—agenda to be published.,2025-09-22T10:30:24.456769+00:00,,Main Auditorium,published,,2025-09-05T17:34:24.456777+00:00,2025-09-05T17:34:24.456777+00:00
f3cb86d5-7717-401c-8fb0-35a1404dc081,9648ac8b-7b56-4ffe-bf30-ae930fbc9ae8,57d06388-1385-4311-a44c-34b008994339,Math Olympiad 2025,All families welcome.,2025-07-20T00:36:24.456795+00:00,,,published,"{""featured"": false, ""color"": ""green"", ""tags"": [""staff"", ""academics"", ""students""]}",2025-09-05T17:34:24.456806+00:00,2025-09-05T17:34:24.456806+00:00
b71fc8df-1efd-40e1-ba51-d40e1a6dd60f,07e53f0e-5e7d-4bbc-959d-4c22e6b04530,a7cffd9d-3354-42ca-84ba-37162debd2b5,STEM Expo & Info Session,Join us for an evening of learning and celebration.,2025-10-24T21:12:24.456834+00:00,2025-10-24T21:58:24.456834+00:00,Field A,published,,2025-09-05T17:34:24.456842+00:00,2025-09-05T17:34:24.456842+00:00
8c67b89f-d0d4-44f5-b8cb-a03c783454d2,9c84f6d9-de4d-4f78-a949-2873dcf69726,,Choir Concert,Information session with Q&A.,2025-11-03T12:18:24.456863+00:00,2025-11-03T14:14:24.456863+00:00,Cafeteria,cancelled,,2025-09-05T17:34:24.456872+00:00,2025-09-05T17:34:24.456872+00:00
01c513db-a1f8-4e2b-b9d8-0fb2924335cd,bf90c016-a579-44c2-aeda-728162af45ae,ed5d9ceb-797b-42be-92a7-748fa5bf5071,Board Meeting – Evening,Join us for an evening of learning and celebration.,2025-07-09T08:30:24.456891+00:00,,Community Hall,published,"{""featured"": false, ""color"": ""red"", ""tags"": [""community""]}",2025-09-05T17:34:24.456902+00:00,2025-09-05T17:34:24.456902+00:00
dc6e164c-3236-48b4-8ff3-9cec3b77d495,6f727dfe-30c3-49db-af13-908138c4454f,a7cffd9d-3354-42ca-84ba-37162debd2b5,Science Fair & Info Session,Information session with Q&A.,2025-08-12T12:11:24.456926+00:00,,Board Room,draft,"{""featured"": false, ""color"": ""green"", ""tags"": [""academics""]}",2025-09-05T17:34:24.456937+00:00,2025-09-05T17:34:24.456937+00:00
8d2dbc6c-c0ae-4ff7-8d0c-e3d42d861dfd,6f727dfe-30c3-49db-af13-908138c4454f,,Board Meeting – Evening,Information session with Q&A.,2025-08-25T23:13:24.456959+00:00,2025-08-26T02:24:24.456959+00:00,Main Auditorium,draft,"{""featured"": false, ""color"": ""green"", ""tags"": [""community""]}",2025-09-05T17:34:24.456972+00:00,2025-09-05T17:34:24.456972+00:00
e88867e1-b6be-47d5-85b1-46242b6e821f,bf90c016-a579-44c2-aeda-728162af45ae,,Open House – Evening,All families welcome.,2025-08-21T04:59:24.456998+00:00,2025-08-21T08:54:24.456998+00:00,,published,,2025-09-05T17:34:24.457006+00:00,2025-09-05T17:34:24.457006+00:00
105eec2d-bcc1-4213-9b09-74649927b7dd,07e53f0e-5e7d-4bbc-959d-4c22e6b04530,57d06388-1385-4311-a44c-34b008994339,Science Fair (K-8),,2025-07-25T11:29:24.457026+00:00,,,published,"{""featured"": false, ""color"": ""blue"", ""tags"": [""family"", ""music""]}",2025-09-05T17:34:24.457037+00:00,2025-09-05T17:34:24.457037+00:00
46fe7dda-ed53-47df-841f-3d29eecbafa2,6ff82cee-4f46-4572-89d2-149206d420a5,34d220ac-aabe-4671-8136-d4f8c9f51714,Athletics Awards – Evening,All families welcome.,2025-11-21T23:41:24.457060+00:00,2025-11-22T00:38:24.457060+00:00,Community Hall,published,,2025-09-05T17:34:24.457069+00:00,2025-09-05T17:34:24.457069+00:00
4ecfd6d4-df3c-44f7-a061-fa22f846902c,f8d14dee-9788-4690-9a8f-00c54b1dc122,57d06388-1385-4311-a44c-34b008994339,Open House – Community,Information session with Q&A.,2025-10-27T02:13:24.457087+00:00,,Library,published,"{""featured"": true, ""color"": ""blue"", ""tags"": [""music"", ""family"", ""sports""]}",2025-09-05T17:34:24.457099+00:00,2025-09-05T17:34:24.457099+00:00
b3406c6c-ce7d-4b91-b375-eb9e05989926,6ff82cee-4f46-4572-89d2-149206d420a5,4ffb8e1d-d88d-4ebe-a734-35360fc153d4,Career Day & Info Session,Join us for an evening of learning and celebration.,2025-11-14T00:25:24.457121+00:00,2025-11-14T01:10:24.457121+00:00,Field A,draft,"{""featured"": false, ""color"": ""blue"", ""tags"": [""community""]}",2025-09-05T17:34:24.457134+00:00,2025-09-05T17:34:24.457134+00:00
814b12e8-2604-4ca7-a7f3-bcc193a54a46,9c84f6d9-de4d-4f78-a949-2873dcf69726,34d220ac-aabe-4671-8136-d4f8c9f51714,Athletics Awards,Join us for an evening of learning and celebration.,2025-10-02T07:24:24.457159+00:00,2025-10-02T09:20:24.457159+00:00,Library,cancelled,"{""featured"": false, ""color"": ""blue"", ""tags"": [""staff"", ""sports""]}",2025-09-05T17:34:24.457172+00:00,2025-09-05T17:34:24.457172+00:00
0ab14da6-116c-4aea-b39c-7b2db8d76a28,07e53f0e-5e7d-4bbc-959d-4c22e6b04530,,Choir Concert (K-8),Join us for an evening of learning and celebration.,2025-07-27T10:39:24.457197+00:00,2025-07-27T13:26:24.457197+00:00,Gymnasium,cancelled,"{""featured"": false, ""color"": ""orange"", ""tags"": [""family""]}",2025-09-05T17:34:24.457210+00:00,2025-09-05T17:34:24.457210+00:00
740daa0c-0349-4dfb-9c34-783fb388900e,07e53f0e-5e7d-4bbc-959d-4c22e6b04530,34d220ac-aabe-4671-8136-d4f8c9f51714,Drama Club Performance & Info Session,Student-led event featuring exhibitions and performances.,2025-10-02T11:27:24.457236+00:00,2025-10-02T13:31:24.457236+00:00,Library,draft,"{""featured"": false, ""color"": ""red"", ""tags"": [""staff"", ""community""]}",2025-09-05T17:34:24.457250+00:00,2025-09-05T17:34:24.457250+00:00
4cb918bc-933a-4d21-8da3-d890164de960,6f727dfe-30c3-49db-af13-908138c4454f,34d220ac-aabe-4671-8136-d4f8c9f51714,Career Day 2025,Public meeting—agenda to be published.,2025-07-09T23:26:24.457274+00:00,,Room 101,published,,2025-09-05T17:34:24.457282+00:00,2025-09-05T17:34:24.457282+00:00
6d88673b-9257-418e-847a-b197e97c22c3,bf90c016-a579-44c2-aeda-728162af45ae,57d06388-1385-4311-a44c-34b008994339,Board Meeting 2025,Join us for an evening of learning and celebration.,2025-07-12T12:54:24.457300+00:00,2025-07-12T13:42:24.457300+00:00,Room 101,published,"{""featured"": false, ""color"": ""blue"", ""tags"": [""community"", ""staff"", ""family""]}",2025-09-05T17:34:24.457313+00:00,2025-09-05T17:34:24.457313+00:00
1743b0d3-3012-4596-860b-55cd782279b6,6ff82cee-4f46-4572-89d2-149206d420a5,4ffb8e1d-d88d-4ebe-a734-35360fc153d4,Open House 2025,Student-led event featuring exhibitions and performances.,2025-09-23T07:12:24.457338+00:00,2025-09-23T09:40:24.457338+00:00,Gymnasium,published,,2025-09-05T17:34:24.457347+00:00,2025-09-05T17:34:24.457347+00:00
35e19ec9-627b-47d5-aedf-84d404aaf926,6ff82cee-4f46-4572-89d2-149206d420a5,df73b7fe-e82f-441d-8592-df92b98e866d,Parent Night (K-8),All families welcome.,2026-01-04T07:59:24.457368+00:00,2026-01-04T11:36:24.457368+00:00,Gymnasium,published,"{""featured"": false, ""color"": ""purple"", ""tags"": [""academics"", ""community""]}",2025-09-05T17:34:24.457381+00:00,2025-09-05T17:34:24.457381+00:00
f2da2a65-4180-40e4-8825-586e9c5cccba,9648ac8b-7b56-4ffe-bf30-ae930fbc9ae8,a7cffd9d-3354-42ca-84ba-37162debd2b5,Choir Concert & Info Session,Public meeting—agenda to be published.,2025-11-09T13:13:24.457408+00:00,2025-11-09T16:45:24.457408+00:00,Board Room,published,,2025-09-05T17:34:24.457418+00:00,2025-09-05T17:34:24.457418+00:00
7293a4f5-b6e6-4957-98aa-4472f95d9511,f8d14dee-9788-4690-9a8f-00c54b1dc122,,Choir Concert – Evening,Join us for an evening of learning and celebration.,2025-07-19T17:02:24.457438+00:00,2025-07-19T18:06:24.457438+00:00,Community Hall,published,,2025-09-05T17:34:24.457447+00:00,2025-09-05T17:34:24.457447+00:00
cbe0a0bb-7352-4895-a172-07d85a4c9197,f8d14dee-9788-4690-9a8f-00c54b1dc122,34d220ac-aabe-4671-8136-d4f8c9f51714,Athletics Awards,Join us for an evening of learning and celebration.,2025-11-07T03:55:24.457466+00:00,2025-11-07T05:58:24.457466+00:00,Room 101,published,"{""featured"": false, ""color"": ""green"", ""tags"": [""academics""]}",2025-09-05T17:34:24.457478+00:00,2025-09-05T17:34:24.457478+00:00
cd164ba8-4d0d-4aa8-aec4-3f889959a6ba,9c84f6d9-de4d-4f78-a949-2873dcf69726,8e53bd7c-5e47-4297-9d27-5652a8bd7c94,Choir Concert,Information session with Q&A.,2025-08-27T15:21:24.457504+00:00,2025-08-27T19:16:24.457504+00:00,,published,"{""featured"": false, ""color"": ""blue"", ""tags"": [""students""]}",2025-09-05T17:34:24.457517+00:00,2025-09-05T17:34:24.457517+00:00
4f04f647-8562-407f-a308-5f17a4b0e540,9c84f6d9-de4d-4f78-a949-2873dcf69726,34d220ac-aabe-4671-8136-d4f8c9f51714,Athletics Awards – Community,Public meeting—agenda to be published.,2025-08-15T10:04:24.457544+00:00,2025-08-15T13:15:24.457544+00:00,Board Room,published,,2025-09-05T17:34:24.457553+00:00,2025-09-05T17:34:24.457553+00:00
d0193c25-7c1e-45d4-bcb0-07cb5225e476,9c84f6d9-de4d-4f78-a949-2873dcf69726,57d06388-1385-4311-a44c-34b008994339,Choir Concert – Community,Information session with Q&A.,2025-08-15T12:07:24.457573+00:00,2025-08-15T15:48:24.457573+00:00,Field A,draft,"{""featured"": false, ""color"": ""red"", ""tags"": [""family"", ""sports""]}",2025-09-05T17:34:24.457586+00:00,2025-09-05T17:34:24.457586+00:00
487eb0c6-c369-4c74-a2f5-50d88eae6d98,6ff82cee-4f46-4572-89d2-149206d420a5,34d220ac-aabe-4671-8136-d4f8c9f51714,STEM Expo & Info Session,,2025-07-19T16:12:24.457611+00:00,2025-07-19T17:35:24.457611+00:00,Community Hall,draft,"{""featured"": true, ""color"": ""blue"", ""tags"": [""family"", ""community""]}",2025-09-05T17:34:24.457624+00:00,2025-09-05T17:34:24.457624+00:00
80ad445b-d924-42c2-9d18-e8b05acddcbf,bf90c016-a579-44c2-aeda-728162af45ae,57d06388-1385-4311-a44c-34b008994339,Parent Night & Info Session,Join us for an evening of learning and celebration.,2025-09-03T19:52:24.457649+00:00,2025-09-03T21:53:24.457649+00:00,Room 101,draft,"{""featured"": false, ""color"": ""blue"", ""tags"": [""students""]}",2025-09-05T17:34:24.457661+00:00,2025-09-05T17:34:24.457661+00:00
469b6e37-4cc9-4b51-a97f-44e844f1d1a1,07e53f0e-5e7d-4bbc-959d-4c22e6b04530,8e53bd7c-5e47-4297-9d27-5652a8bd7c94,Board Meeting & Info Session,Join us for an evening of learning and celebration.,2025-12-24T15:06:24.457687+00:00,2025-12-24T18:19:24.457687+00:00,Library,published,"{""featured"": false, ""color"": ""green"", ""tags"": [""students""]}",2025-09-05T17:34:24.457702+00:00,2025-09-05T17:34:24.457702+00:00
b5e2689b-80eb-45a8-90d9-862062e31f37,9648ac8b-7b56-4ffe-bf30-ae930fbc9ae8,34d220ac-aabe-4671-8136-d4f8c9f51714,Open House 2025,,2025-11-22T10:35:24.457728+00:00,2025-11-22T13:46:24.457728+00:00,Field A,published,"{""featured"": false, ""color"": ""purple"", ""tags"": [""community"", ""students""]}",2025-09-05T17:34:24.457743+00:00,2025-09-05T17:34:24.457743+00:00
fcf7f034-6167-42e3-a086-3a99e17492f5,f8d14dee-9788-4690-9a8f-00c54b1dc122,,Career Day & Info Session,Information session with Q&A.,2025-08-04T09:08:24.457768+00:00,,Community Hall,cancelled,"{""featured"": false, ""color"": ""green"", ""tags"": [""students"", ""staff"", ""community""]}",2025-09-05T17:34:24.457780+00:00,2025-09-05T17:34:24.457780+00:00
0fb1a203-b71b-4223-a5f6-c7bc7fafc66d,9648ac8b-7b56-4ffe-bf30-ae930fbc9ae8,57d06388-1385-4311-a44c-34b008994339,Drama Club Performance – Community,Join us for an evening of learning and celebration.,2025-10-22T15:18:24.457806+00:00,2025-10-22T19:09:24.457806+00:00,Gymnasium,published,,2025-09-05T17:34:24.457815+00:00,2025-09-05T17:34:24.457815+00:00
21f74052-3ecc-4d6d-b8e6-0c906843947a,bf90c016-a579-44c2-aeda-728162af45ae,34d220ac-aabe-4671-8136-d4f8c9f51714,Math Olympiad,Student-led event featuring exhibitions and performances.,2025-10-27T05:13:24.457835+00:00,2025-10-27T08:58:24.457835+00:00,Field A,published,,2025-09-05T17:34:24.457844+00:00,2025-09-05T17:34:24.457844+00:00
9665366d-4349-468d-a4a3-87c8bf25c49a,6ff82cee-4f46-4572-89d2-149206d420a5,df73b7fe-e82f-441d-8592-df92b98e866d,Board Meeting 2025,,2025-09-01T11:49:24.457863+00:00,2025-09-01T15:25:24.457863+00:00,Library,published,"{""featured"": false, ""color"": ""orange"", ""tags"": [""community"", ""students""]}",2025-09-05T17:34:24.457876+00:00,2025-09-05T17:34:24.457876+00:00
498f9efe-d2dc-4425-ab7b-77673384acf9,9648ac8b-7b56-4ffe-bf30-ae930fbc9ae8,4ffb8e1d-d88d-4ebe-a734-35360fc153d4,Science Fair & Info Session,Information session with Q&A.,2025-10-31T19:45:24.457902+00:00,2025-10-31T22:23:24.457902+00:00,Library,published,,2025-09-05T17:34:24.457911+00:00,2025-09-05T17:34:24.457911+00:00
86fe8891-aa19-489c-959c-5c8c8cbd1966,6f727dfe-30c3-49db-af13-908138c4454f,,Board Meeting – Community,All families welcome.,2025-09-09T20:16:24.457931+00:00,2025-09-09T22:47:24.457931+00:00,Cafeteria,published,"{""featured"": false, ""color"": ""purple"", ""tags"": [""music"", ""community""]}",2025-09-05T17:34:24.457944+00:00,2025-09-05T17:34:24.457944+00:00
56628ece-d837-4495-88fc-86fafe5ab94f,f8d14dee-9788-4690-9a8f-00c54b1dc122,,Career Day (K-8),Join us for an evening of learning and celebration.,2025-11-20T03:38:24.457968+00:00,2025-11-20T07:16:24.457968+00:00,Gymnasium,published,"{""featured"": false, ""color"": ""orange"", ""tags"": [""staff"", ""family"", ""music""]}",2025-09-05T17:34:24.457983+00:00,2025-09-05T17:34:24.457983+00:00
6780cc48-ad79-4e17-b60f-4a3eb767c888,bf90c016-a579-44c2-aeda-728162af45ae,a7cffd9d-3354-42ca-84ba-37162debd2b5,Career Day 2025,,2025-08-10T20:16:24.458009+00:00,2025-08-10T21:38:24.458009+00:00,Community Hall,published,"{""featured"": false, ""color"": ""blue"", ""tags"": [""sports""]}",2025-09-05T17:34:24.458023+00:00,2025-09-05T17:34:24.458023+00:00
3fa51c17-410c-4d28-8706-c45a916198fa,9648ac8b-7b56-4ffe-bf30-ae930fbc9ae8,df73b7fe-e82f-441d-8592-df92b98e866d,Athletics Awards 2025,All families welcome.,2025-11-05T21:58:24.458051+00:00,2025-11-06T00:38:24.458051+00:00,Room 101,draft,"{""featured"": false, ""color"": ""green"", ""tags"": [""family"", ""sports"", ""staff""]}",2025-09-05T17:34:24.458065+00:00,2025-09-05T17:34:24.458065+00:00
19836420-b65f-456f-bb1a-22ed51ce1612,6ff82cee-4f46-4572-89d2-149206d420a5,,Math Olympiad & Info Session,Student-led event featuring exhibitions and performances.,2025-10-24T21:28:24.458092+00:00,,Library,cancelled,"{""featured"": false, ""color"": ""red"", ""tags"": [""sports"", ""academics"", ""staff""]}",2025-09-05T17:34:24.458105+00:00,2025-09-05T17:34:24.458105+00:00
d567f807-e96f-4c08-bfa7-9ecae500be2b,6f727dfe-30c3-49db-af13-908138c4454f,df73b7fe-e82f-441d-8592-df92b98e866d,Open House 2025,Student-led event featuring exhibitions and performances.,2025-07-24T23:27:24.458132+00:00,2025-07-25T01:44:24.458132+00:00,Cafeteria,published,"{""featured"": false, ""color"": ""orange"", ""tags"": [""music"", ""students""]}",2025-09-05T17:34:24.458146+00:00,2025-09-05T17:34:24.458146+00:00
fd3873d3-7009-479c-8b6e-03f1ae700b35,9c84f6d9-de4d-4f78-a949-2873dcf69726,8e53bd7c-5e47-4297-9d27-5652a8bd7c94,Parent Night,Join us for an evening of learning and celebration.,2025-08-06T12:23:24.458173+00:00,,Field A,draft,,2025-09-05T17:34:24.458181+00:00,2025-09-05T17:34:24.458181+00:00
6333f705-60a6-42f4-8641-59d500363676,bf90c016-a579-44c2-aeda-728162af45ae,,Board Meeting – Community,All families welcome.,2025-10-14T04:17:24.458199+00:00,,Room 101,published,,2025-09-05T17:34:24.458207+00:00,2025-09-05T17:34:24.458207+00:00
ffb5026f-6ab8-4187-892b-c73bc74019bc,9c84f6d9-de4d-4f78-a949-2873dcf69726,,Board Meeting 2025,Student-led event featuring exhibitions and performances.,2025-11-30T05:12:24.458224+00:00,,Cafeteria,published,"{""featured"": false, ""color"": ""purple"", ""tags"": [""music"", ""staff""]}",2025-09-05T17:34:24.458235+00:00,2025-09-05T17:34:24.458235+00:00
2dad9937-1571-4efc-bae2-2bfdd521feeb,07e53f0e-5e7d-4bbc-959d-4c22e6b04530,a7cffd9d-3354-42ca-84ba-37162debd2b5,Math Olympiad – Evening,,2025-11-03T13:26:24.458259+00:00,2025-11-03T16:59:24.458259+00:00,Community Hall,cancelled,"{""featured"": false, ""color"": ""orange"", ""tags"": [""academics"", ""staff""]}",2025-09-05T17:34:24.458272+00:00,2025-09-05T17:34:24.458272+00:00
26342a93-a469-4b90-b3fd-f9c766420d89,f8d14dee-9788-4690-9a8f-00c54b1dc122,4ffb8e1d-d88d-4ebe-a734-35360fc153d4,Board Meeting,,2025-07-19T23:55:24.458298+00:00,2025-07-20T03:07:24.458298+00:00,Cafeteria,published,"{""featured"": true, ""color"": ""purple"", ""tags"": [""academics"", ""music""]}",2025-09-05T17:34:24.458311+00:00,2025-09-05T17:34:24.458311+00:00
