building_code,floor_level_code,code,name,space_type,area_sqft,capacity
FAC-436-BLDG-04,1,102,Computer Lab 102,Computer Lab,1125.00,27
FAC-436-BLDG-04,1,103,Storage 103,Storage,98.00,0
FAC-436-BLDG-04,1,104,Computer Lab 104,Computer Lab,859.00,22
FAC-436-BLDG-04,1,105,Classroom 105,Classroom,669.00,29
FAC-436-BLDG-04,1,106,Restroom 106,Restroom,94.00,0
FAC-436-BLDG-04,1,107,Classroom 107,Classroom,925.00,24
FAC-436-BLDG-04,1,108,Office 108,Office,194.00,4
FAC-436-BLDG-04,1,109,Science Lab 109,Science Lab,1272.00,20
FAC-436-BLDG-04,1,110,Storage 110,Storage,143.00,0
FAC-436-BLDG-04,1,111,Classroom 111,Classroom,900.00,33
FAC-436-BLDG-04,1,112,Storage 112,Storage,95.00,0
FAC-436-BLDG-04,1,113,Classroom 113,Classroom,839.00,26
FAC-436-BLDG-04,2,201,Office 201,Office,160.00,3
FAC-436-BLDG-04,2,202,Classroom 202,Classroom,1001.00,31
FAC-436-BLDG-04,2,203,Office 203,Office,191.00,1
FAC-436-BLDG-04,2,204,Office 204,Office,148.00,1
FAC-436-BLDG-04,2,205,Restroom 205,Restroom,185.00,0
FAC-436-BLDG-04,2,206,Office 206,Office,154.00,1
FAC-436-BLDG-04,2,207,Classroom 207,Classroom,820.00,27
FAC-436-BLDG-04,2,208,Restroom 208,Restroom,180.00,0
FAC-436-BLDG-04,2,209,Science Lab 209,Science Lab,935.00,26
FAC-436-BLDG-04,2,210,Classroom 210,Classroom,760.00,27
FAC-436-BLDG-04,2,211,Classroom 211,Classroom,725.00,20
FAC-436-BLDG-04,2,212,Classroom 212,Classroom,724.00,24
FAC-436-BLDG-04,2,213,Office 213,Office,144.00,1
FAC-436-BLDG-04,2,214,Computer Lab 214,Computer Lab,813.00,22
FAC-436-BLDG-04,2,215,Classroom 215,Classroom,1054.00,27
FAC-436-BLDG-04,3,301,Classroom 301,Classroom,739.00,28
FAC-436-BLDG-04,3,302,Classroom 302,Classroom,1029.00,33
FAC-436-BLDG-04,3,303,Office 303,Office,116.00,4
FAC-436-BLDG-04,3,304,Office 304,Office,192.00,1
FAC-436-BLDG-04,3,305,Office 305,Office,156.00,1
FAC-436-BLDG-04,3,306,Conference Room 306,Conference Room,466.00,10
FAC-436-BLDG-04,3,307,Office 307,Office,107.00,1
FAC-436-BLDG-04,3,308,Restroom 308,Restroom,188.00,0
FAC-436-BLDG-04,3,309,Office 309,Office,127.00,4
FAC-436-BLDG-04,3,310,Conference Room 310,Conference Room,427.00,7
FAC-436-BLDG-04,3,311,Storage 311,Storage,101.00,0
FAC-436-BLDG-04,3,312,Science Lab 312,Science Lab,933.00,20
FAC-436-BLDG-04,3,313,Classroom 313,Classroom,974.00,30
FAC-436-BLDG-04,3,314,Office 314,Office,235.00,3
FAC-436-BLDG-04,3,315,Office 315,Office,210.00,1
FAC-436-BLDG-04,3,316,Cafeteria 316,Cafeteria,3437.00,298
FAC-436-BLDG-04,3,317,Computer Lab 317,Computer Lab,1193.00,28
FAC-436-BLDG-05,1,101,Office 101,Office,158.00,4
FAC-436-BLDG-05,1,102,Classroom 102,Classroom,882.00,32
FAC-436-BLDG-05,1,103,Office 103,Office,124.00,3
FAC-436-BLDG-05,1,104,Office 104,Office,165.00,3
FAC-436-BLDG-05,1,105,Restroom 105,Restroom,167.00,0
FAC-436-BLDG-05,1,106,Storage 106,Storage,68.00,0
FAC-436-BLDG-05,1,107,Classroom 107,Classroom,693.00,22
FAC-436-BLDG-05,1,108,Office 108,Office,195.00,2
FAC-436-BLDG-05,1,109,Science Lab 109,Science Lab,1200.00,26
FAC-436-BLDG-05,1,110,Science Lab 110,Science Lab,1243.00,19
FAC-436-BLDG-05,1,111,Office 111,Office,208.00,1
FAC-436-BLDG-06,1,101,Science Lab 101,Science Lab,1080.00,19
FAC-436-BLDG-06,1,102,Science Lab 102,Science Lab,1008.00,20
FAC-436-BLDG-06,1,103,Computer Lab 103,Computer Lab,914.00,21
FAC-436-BLDG-06,1,104,Office 104,Office,194.00,1
FAC-436-BLDG-06,1,105,Gym 105,Gym,7205.00,159
FAC-436-BLDG-06,1,106,Storage 106,Storage,158.00,0
FAC-436-BLDG-06,1,107,Library/Media Center 107,Library/Media Center,1715.00,107
FAC-436-BLDG-06,1,108,Storage 108,Storage,166.00,0
FAC-436-BLDG-06,1,109,Computer Lab 109,Computer Lab,814.00,22
FAC-436-BLDG-06,1,110,Classroom 110,Classroom,1040.00,29
FAC-436-BLDG-06,1,111,Storage 111,Storage,104.00,0
FAC-436-BLDG-06,1,112,Classroom 112,Classroom,1095.00,24
FAC-437-BLDG-01,1,101,Computer Lab 101,Computer Lab,835.00,22
FAC-437-BLDG-01,1,102,Conference Room 102,Conference Room,215.00,7
FAC-437-BLDG-01,1,103,Conference Room 103,Conference Room,310.00,12
FAC-437-BLDG-01,1,104,Office 104,Office,187.00,2
FAC-437-BLDG-01,1,105,Office 105,Office,183.00,1
FAC-437-BLDG-01,1,106,Storage 106,Storage,79.00,0
FAC-437-BLDG-01,1,107,Classroom 107,Classroom,966.00,21
FAC-437-BLDG-01,1,108,Computer Lab 108,Computer Lab,939.00,27
FAC-437-BLDG-01,1,109,Computer Lab 109,Computer Lab,1048.00,29
FAC-437-BLDG-01,1,110,Office 110,Office,169.00,2
FAC-437-BLDG-01,1,111,Gym 111,Gym,5364.00,138
FAC-437-BLDG-01,1,112,Office 112,Office,172.00,4
FAC-437-BLDG-01,1,113,Office 113,Office,178.00,1
FAC-437-BLDG-01,1,114,Classroom 114,Classroom,956.00,21
FAC-437-BLDG-01,1,115,Classroom 115,Classroom,804.00,26
FAC-437-BLDG-01,1,116,Gym 116,Gym,7686.00,124
FAC-437-BLDG-01,1,117,Classroom 117,Classroom,653.00,35
FAC-437-BLDG-02,1,101,Classroom 101,Classroom,844.00,27
FAC-437-BLDG-02,1,102,Office 102,Office,190.00,1
FAC-437-BLDG-02,1,103,Office 103,Office,110.00,4
FAC-437-BLDG-02,1,104,Classroom 104,Classroom,689.00,30
FAC-437-BLDG-02,1,105,Science Lab 105,Science Lab,1193.00,24
FAC-437-BLDG-02,1,106,Conference Room 106,Conference Room,413.00,10
FAC-437-BLDG-02,1,107,Classroom 107,Classroom,660.00,30
FAC-437-BLDG-02,1,108,Classroom 108,Classroom,966.00,34
FAC-437-BLDG-02,1,109,Library/Media Center 109,Library/Media Center,4464.00,41
FAC-437-BLDG-02,1,110,Office 110,Office,127.00,2
FAC-437-BLDG-02,1,111,Office 111,Office,202.00,1
FAC-437-BLDG-02,1,112,Office 112,Office,179.00,3
FAC-437-BLDG-02,1,113,Classroom 113,Classroom,1048.00,25
FAC-437-BLDG-02,1,114,Classroom 114,Classroom,974.00,23
FAC-437-BLDG-02,2,201,Office 201,Office,189.00,3
FAC-437-BLDG-02,2,202,Conference Room 202,Conference Room,275.00,9
FAC-437-BLDG-02,2,203,Classroom 203,Classroom,781.00,26
FAC-437-BLDG-02,2,204,Classroom 204,Classroom,728.00,22
FAC-437-BLDG-02,2,205,Classroom 205,Classroom,1045.00,35
FAC-437-BLDG-02,2,206,Office 206,Office,214.00,3
FAC-437-BLDG-02,2,207,Storage 207,Storage,140.00,0
FAC-437-BLDG-02,2,208,Classroom 208,Classroom,875.00,22
FAC-437-BLDG-02,2,209,Office 209,Office,177.00,3
FAC-437-BLDG-02,2,210,Science Lab 210,Science Lab,1080.00,26
FAC-437-BLDG-02,2,211,Classroom 211,Classroom,886.00,34
FAC-437-BLDG-02,2,212,Classroom 212,Classroom,838.00,29
FAC-437-BLDG-02,2,213,Classroom 213,Classroom,1092.00,22
FAC-437-BLDG-02,2,214,Science Lab 214,Science Lab,1159.00,24
FAC-437-BLDG-02,2,215,Office 215,Office,110.00,4
FAC-437-BLDG-02,2,216,Storage 216,Storage,133.00,0
FAC-437-BLDG-02,3,301,Classroom 301,Classroom,959.00,35
FAC-437-BLDG-02,3,302,Office 302,Office,115.00,4
FAC-437-BLDG-02,3,303,Classroom 303,Classroom,1078.00,30
FAC-437-BLDG-02,3,304,Restroom 304,Restroom,90.00,0
FAC-437-BLDG-02,3,305,Office 305,Office,144.00,1
FAC-437-BLDG-02,3,306,Classroom 306,Classroom,874.00,34
FAC-437-BLDG-02,3,307,Office 307,Office,140.00,3
FAC-437-BLDG-02,3,308,Office 308,Office,172.00,4
FAC-437-BLDG-02,3,309,Office 309,Office,186.00,1
FAC-437-BLDG-02,3,310,Cafeteria 310,Cafeteria,7802.00,165
FAC-437-BLDG-02,3,311,Classroom 311,Classroom,698.00,32
FAC-437-BLDG-02,3,312,Classroom 312,Classroom,1020.00,24
FAC-437-BLDG-02,3,313,Classroom 313,Classroom,948.00,24
FAC-437-BLDG-02,3,314,Storage 314,Storage,99.00,0
FAC-437-BLDG-02,3,315,Restroom 315,Restroom,169.00,0
FAC-437-BLDG-02,3,316,Computer Lab 316,Computer Lab,866.00,29
FAC-437-BLDG-02,3,317,Conference Room 317,Conference Room,243.00,10
FAC-437-BLDG-02,3,318,Science Lab 318,Science Lab,1229.00,23
FAC-437-BLDG-03,1,101,Computer Lab 101,Computer Lab,1178.00,30
FAC-437-BLDG-03,1,102,Storage 102,Storage,71.00,0
FAC-437-BLDG-03,1,103,Computer Lab 103,Computer Lab,1016.00,28
FAC-437-BLDG-03,1,104,Office 104,Office,192.00,3
FAC-437-BLDG-03,1,105,Classroom 105,Classroom,759.00,30
FAC-437-BLDG-03,1,106,Restroom 106,Restroom,142.00,0
FAC-437-BLDG-03,1,107,Classroom 107,Classroom,720.00,24
FAC-437-BLDG-03,1,108,Classroom 108,Classroom,1082.00,23
FAC-437-BLDG-03,1,109,Office 109,Office,238.00,1
FAC-437-BLDG-03,1,110,Computer Lab 110,Computer Lab,1192.00,29
FAC-437-BLDG-04,1,101,Science Lab 101,Science Lab,978.00,20
FAC-437-BLDG-04,1,102,Classroom 102,Classroom,1004.00,25
FAC-437-BLDG-04,1,103,Conference Room 103,Conference Room,222.00,12
FAC-437-BLDG-04,1,104,Office 104,Office,160.00,4
FAC-437-BLDG-04,1,105,Science Lab 105,Science Lab,1285.00,25
FAC-437-BLDG-04,1,106,Classroom 106,Classroom,772.00,29
FAC-437-BLDG-04,1,107,Restroom 107,Restroom,180.00,0
FAC-437-BLDG-04,1,108,Office 108,Office,149.00,3
FAC-437-BLDG-04,1,109,Computer Lab 109,Computer Lab,1092.00,27
FAC-437-BLDG-04,1,110,Office 110,Office,172.00,4
FAC-437-BLDG-05,B1,B101,Office B101,Office,141.00,2
FAC-437-BLDG-05,B1,B102,Cafeteria B102,Cafeteria,3633.00,144
FAC-437-BLDG-05,B1,B103,Classroom B103,Classroom,896.00,31
FAC-437-BLDG-05,B1,B104,Science Lab B104,Science Lab,952.00,26
FAC-437-BLDG-05,B1,B105,Storage B105,Storage,96.00,0
FAC-437-BLDG-05,B1,B106,Classroom B106,Classroom,732.00,28
FAC-437-BLDG-05,B1,B107,Office B107,Office,231.00,2
FAC-437-BLDG-05,B1,B108,Library/Media Center B108,Library/Media Center,2251.00,58
FAC-437-BLDG-05,1,101,Storage 101,Storage,179.00,0
FAC-437-BLDG-05,1,102,Classroom 102,Classroom,677.00,32
FAC-437-BLDG-05,1,103,Office 103,Office,160.00,4
FAC-437-BLDG-05,1,104,Restroom 104,Restroom,127.00,0
FAC-437-BLDG-05,1,105,Classroom 105,Classroom,813.00,23
FAC-437-BLDG-05,1,106,Library/Media Center 106,Library/Media Center,4246.00,48
FAC-437-BLDG-05,1,107,Classroom 107,Classroom,796.00,35
FAC-437-BLDG-05,1,108,Computer Lab 108,Computer Lab,871.00,32
FAC-437-BLDG-05,1,109,Conference Room 109,Conference Room,429.00,15
FAC-437-BLDG-05,1,110,Classroom 110,Classroom,690.00,20
FAC-437-BLDG-05,1,111,Classroom 111,Classroom,1077.00,24
FAC-437-BLDG-05,1,112,Office 112,Office,235.00,4
FAC-437-BLDG-05,1,113,Classroom 113,Classroom,797.00,27
FAC-437-BLDG-05,1,114,Classroom 114,Classroom,674.00,27
FAC-437-BLDG-05,1,115,Office 115,Office,217.00,1
FAC-437-BLDG-05,2,201,Library/Media Center 201,Library/Media Center,5594.00,106
FAC-437-BLDG-05,2,202,Office 202,Office,231.00,2
FAC-437-BLDG-05,2,203,Conference Room 203,Conference Room,349.00,12
FAC-437-BLDG-05,2,204,Classroom 204,Classroom,830.00,27
FAC-437-BLDG-05,2,205,Science Lab 205,Science Lab,995.00,28
FAC-437-BLDG-05,2,206,Computer Lab 206,Computer Lab,1068.00,25
FAC-437-BLDG-05,2,207,Classroom 207,Classroom,919.00,20
FAC-437-BLDG-05,2,208,Office 208,Office,220.00,1
FAC-437-BLDG-05,2,209,Computer Lab 209,Computer Lab,991.00,24
FAC-437-BLDG-05,3,301,Office 301,Office,117.00,3
FAC-437-BLDG-05,3,302,Classroom 302,Classroom,986.00,23
FAC-437-BLDG-05,3,303,Gym 303,Gym,8947.00,84
FAC-437-BLDG-05,3,304,Classroom 304,Classroom,929.00,30
FAC-437-BLDG-05,3,305,Library/Media Center 305,Library/Media Center,2934.00,117
FAC-437-BLDG-05,3,306,Office 306,Office,222.00,2
FAC-437-BLDG-05,3,307,Library/Media Center 307,Library/Media Center,2016.00,88
FAC-437-BLDG-05,3,308,Classroom 308,Classroom,753.00,21
FAC-437-BLDG-06,1,101,Storage 101,Storage,100.00,0
FAC-437-BLDG-06,1,102,Storage 102,Storage,125.00,0
FAC-437-BLDG-06,1,103,Office 103,Office,239.00,4
FAC-437-BLDG-06,1,104,Classroom 104,Classroom,1035.00,26
FAC-437-BLDG-06,1,105,Classroom 105,Classroom,1091.00,21
FAC-437-BLDG-06,1,106,Storage 106,Storage,102.00,0
FAC-437-BLDG-06,1,107,Classroom 107,Classroom,1059.00,31
FAC-437-BLDG-06,1,108,Office 108,Office,202.00,4
FAC-437-BLDG-06,1,109,Storage 109,Storage,109.00,0
FAC-437-BLDG-06,1,110,Classroom 110,Classroom,745.00,35
FAC-437-BLDG-06,1,111,Computer Lab 111,Computer Lab,988.00,32
FAC-418-BLDG-01,1,101,Classroom 101,Classroom,692.00,33
FAC-418-BLDG-01,1,102,Classroom 102,Classroom,958.00,25
FAC-418-BLDG-01,1,103,Office 103,Office,182.00,1
FAC-418-BLDG-01,1,104,Classroom 104,Classroom,988.00,29
FAC-418-BLDG-01,1,105,Classroom 105,Classroom,958.00,33
FAC-418-BLDG-01,1,106,Classroom 106,Classroom,877.00,31
FAC-418-BLDG-01,1,107,Office 107,Office,190.00,4
FAC-418-BLDG-01,1,108,Classroom 108,Classroom,1055.00,21
FAC-418-BLDG-01,1,109,Classroom 109,Classroom,976.00,32
FAC-418-BLDG-01,1,110,Office 110,Office,140.00,1
FAC-418-BLDG-01,1,111,Classroom 111,Classroom,961.00,34
FAC-418-BLDG-01,1,112,Classroom 112,Classroom,684.00,27
FAC-418-BLDG-01,1,113,Gym 113,Gym,9501.00,142
FAC-418-BLDG-01,1,114,Office 114,Office,108.00,2
FAC-418-BLDG-01,1,115,Computer Lab 115,Computer Lab,989.00,25
FAC-418-BLDG-01,1,116,Office 116,Office,119.00,2
FAC-418-BLDG-01,2,201,Office 201,Office,180.00,3
FAC-418-BLDG-01,2,202,Classroom 202,Classroom,708.00,20
FAC-418-BLDG-01,2,203,Conference Room 203,Conference Room,455.00,14
FAC-418-BLDG-01,2,204,Office 204,Office,130.00,3
FAC-418-BLDG-01,2,205,Gym 205,Gym,10811.00,104
FAC-418-BLDG-01,2,206,Restroom 206,Restroom,116.00,0
FAC-418-BLDG-01,2,207,Computer Lab 207,Computer Lab,1051.00,23
FAC-418-BLDG-01,2,208,Classroom 208,Classroom,1086.00,22
FAC-418-BLDG-01,2,209,Office 209,Office,213.00,1
FAC-418-BLDG-01,2,210,Library/Media Center 210,Library/Media Center,4118.00,115
FAC-418-BLDG-01,2,211,Classroom 211,Classroom,683.00,29
FAC-418-BLDG-01,2,212,Storage 212,Storage,168.00,0
FAC-418-BLDG-01,2,213,Classroom 213,Classroom,1013.00,25
FAC-418-BLDG-01,2,214,Cafeteria 214,Cafeteria,6667.00,137
FAC-418-BLDG-01,2,215,Classroom 215,Classroom,752.00,24
FAC-418-BLDG-01,2,216,Classroom 216,Classroom,902.00,20
FAC-418-BLDG-02,1,101,Science Lab 101,Science Lab,1088.00,25
FAC-418-BLDG-02,1,102,Cafeteria 102,Cafeteria,7019.00,113
FAC-418-BLDG-02,1,103,Science Lab 103,Science Lab,944.00,19
FAC-418-BLDG-02,1,104,Classroom 104,Classroom,1017.00,35
FAC-418-BLDG-02,1,105,Office 105,Office,204.00,1
FAC-418-BLDG-02,1,106,Classroom 106,Classroom,812.00,22
FAC-418-BLDG-02,1,107,Office 107,Office,232.00,3
FAC-418-BLDG-02,1,108,Classroom 108,Classroom,1074.00,25
FAC-418-BLDG-02,1,109,Gym 109,Gym,5614.00,160
FAC-418-BLDG-02,1,110,Office 110,Office,114.00,1
FAC-418-BLDG-02,1,111,Office 111,Office,177.00,2
FAC-418-BLDG-02,1,112,Classroom 112,Classroom,1013.00,27
FAC-418-BLDG-02,1,113,Classroom 113,Classroom,915.00,29
FAC-418-BLDG-03,1,101,Classroom 101,Classroom,975.00,28
FAC-418-BLDG-03,1,102,Classroom 102,Classroom,805.00,22
FAC-418-BLDG-03,1,103,Office 103,Office,143.00,2
FAC-418-BLDG-03,1,104,Classroom 104,Classroom,969.00,30
FAC-418-BLDG-03,1,105,Storage 105,Storage,132.00,0
FAC-418-BLDG-03,1,106,Classroom 106,Classroom,1092.00,20
FAC-418-BLDG-03,1,107,Classroom 107,Classroom,978.00,28
FAC-418-BLDG-03,1,108,Computer Lab 108,Computer Lab,1192.00,29
FAC-418-BLDG-03,1,109,Office 109,Office,107.00,4
FAC-418-BLDG-03,2,201,Office 201,Office,177.00,4
FAC-418-BLDG-03,2,202,Classroom 202,Classroom,1063.00,32
FAC-418-BLDG-03,2,203,Classroom 203,Classroom,687.00,21
FAC-418-BLDG-03,2,204,Classroom 204,Classroom,862.00,35
FAC-418-BLDG-03,2,205,Office 205,Office,187.00,2
FAC-418-BLDG-03,2,206,Classroom 206,Classroom,1017.00,30
FAC-418-BLDG-03,2,207,Conference Room 207,Conference Room,376.00,12
FAC-418-BLDG-03,2,208,Classroom 208,Classroom,839.00,23
FAC-418-BLDG-03,2,209,Classroom 209,Classroom,888.00,23
FAC-418-BLDG-03,2,210,Classroom 210,Classroom,776.00,24
FAC-418-BLDG-03,2,211,Classroom 211,Classroom,798.00,32
FAC-418-BLDG-03,2,212,Storage 212,Storage,113.00,0
FAC-418-BLDG-03,2,213,Classroom 213,Classroom,1093.00,25
FAC-418-BLDG-03,2,214,Library/Media Center 214,Library/Media Center,4061.00,54
FAC-418-BLDG-03,2,215,Gym 215,Gym,11663.00,181
FAC-418-BLDG-03,2,216,Office 216,Office,178.00,4
FAC-418-BLDG-03,2,217,Classroom 217,Classroom,851.00,34
FAC-418-BLDG-03,2,218,Restroom 218,Restroom,107.00,0
FAC-418-BLDG-03,3,301,Office 301,Office,112.00,3
FAC-418-BLDG-03,3,302,Office 302,Office,220.00,3
FAC-418-BLDG-03,3,303,Office 303,Office,127.00,4
FAC-418-BLDG-03,3,304,Classroom 304,Classroom,785.00,31
FAC-418-BLDG-03,3,305,Gym 305,Gym,9495.00,61
FAC-418-BLDG-03,3,306,Office 306,Office,149.00,3
FAC-418-BLDG-03,3,307,Science Lab 307,Science Lab,937.00,24
FAC-418-BLDG-03,3,308,Office 308,Office,240.00,3
FAC-418-BLDG-03,3,309,Library/Media Center 309,Library/Media Center,2473.00,46
FAC-418-BLDG-03,3,310,Restroom 310,Restroom,130.00,0
FAC-418-BLDG-03,3,311,Office 311,Office,186.00,3
FAC-418-BLDG-03,3,312,Gym 312,Gym,6761.00,180
FAC-418-BLDG-03,3,313,Office 313,Office,110.00,1
FAC-418-BLDG-03,3,314,Classroom 314,Classroom,1015.00,30
FAC-418-BLDG-03,3,315,Cafeteria 315,Cafeteria,6754.00,196
FAC-418-BLDG-03,3,316,Classroom 316,Classroom,913.00,24
FAC-418-BLDG-03,3,317,Classroom 317,Classroom,963.00,30
FAC-418-BLDG-04,1,101,Office 101,Office,176.00,3
FAC-418-BLDG-04,1,102,Office 102,Office,230.00,4
FAC-418-BLDG-04,1,103,Conference Room 103,Conference Room,353.00,13
FAC-418-BLDG-04,1,104,Library/Media Center 104,Library/Media Center,4517.00,72
FAC-418-BLDG-04,1,105,Computer Lab 105,Computer Lab,1013.00,29
FAC-418-BLDG-04,1,106,Classroom 106,Classroom,1021.00,20
FAC-418-BLDG-04,1,107,Science Lab 107,Science Lab,1035.00,28
FAC-418-BLDG-04,1,108,Cafeteria 108,Cafeteria,7238.00,227
FAC-418-BLDG-04,1,109,Classroom 109,Classroom,676.00,35
FAC-418-BLDG-04,1,110,Classroom 110,Classroom,972.00,32
FAC-418-BLDG-05,1,101,Library/Media Center 101,Library/Media Center,3484.00,34
FAC-418-BLDG-05,1,102,Science Lab 102,Science Lab,1258.00,19
FAC-418-BLDG-05,1,103,Classroom 103,Classroom,875.00,30
FAC-418-BLDG-05,1,104,Office 104,Office,205.00,2
FAC-418-BLDG-05,1,105,Office 105,Office,220.00,1
FAC-418-BLDG-05,1,106,Conference Room 106,Conference Room,465.00,9
FAC-418-BLDG-05,1,107,Science Lab 107,Science Lab,1239.00,25
FAC-418-BLDG-05,1,108,Office 108,Office,180.00,2
FAC-418-BLDG-05,1,109,Office 109,Office,236.00,3
FAC-418-BLDG-05,1,110,Office 110,Office,167.00,4
FAC-418-BLDG-06,1,101,Restroom 101,Restroom,115.00,0
FAC-418-BLDG-06,1,102,Science Lab 102,Science Lab,1015.00,22
FAC-418-BLDG-06,1,103,Gym 103,Gym,6896.00,175
FAC-418-BLDG-06,1,104,Classroom 104,Classroom,828.00,28
FAC-418-BLDG-06,1,105,Classroom 105,Classroom,943.00,32
FAC-418-BLDG-06,1,106,Storage 106,Storage,110.00,0
FAC-418-BLDG-06,1,107,Library/Media Center 107,Library/Media Center,2699.00,67
FAC-418-BLDG-06,1,108,Classroom 108,Classroom,1015.00,22
FAC-418-BLDG-06,1,109,Classroom 109,Classroom,876.00,28
FAC-418-BLDG-06,1,110,Conference Room 110,Conference Room,309.00,9
FAC-418-BLDG-06,1,111,Library/Media Center 111,Library/Media Center,3721.00,101
FAC-418-BLDG-06,2,201,Classroom 201,Classroom,965.00,27
FAC-418-BLDG-06,2,202,Classroom 202,Classroom,992.00,27
FAC-418-BLDG-06,2,203,Computer Lab 203,Computer Lab,826.00,21
FAC-418-BLDG-06,2,204,Office 204,Office,220.00,1
FAC-418-BLDG-06,2,205,Computer Lab 205,Computer Lab,870.00,20
FAC-418-BLDG-06,2,206,Restroom 206,Restroom,198.00,0
FAC-418-BLDG-06,2,207,Classroom 207,Classroom,984.00,35
FAC-418-BLDG-06,2,208,Office 208,Office,151.00,3
FAC-418-BLDG-06,2,209,Classroom 209,Classroom,980.00,21
FAC-418-BLDG-06,2,210,Storage 210,Storage,71.00,0
FAC-418-BLDG-06,2,211,Computer Lab 211,Computer Lab,918.00,28
FAC-418-BLDG-06,2,212,Conference Room 212,Conference Room,219.00,8
FAC-427-BLDG-01,1,101,Storage 101,Storage,82.00,0
FAC-427-BLDG-01,1,102,Storage 102,Storage,64.00,0
FAC-427-BLDG-01,1,103,Restroom 103,Restroom,130.00,0
FAC-427-BLDG-01,1,104,Cafeteria 104,Cafeteria,4026.00,271
FAC-427-BLDG-01,1,105,Restroom 105,Restroom,198.00,0
FAC-427-BLDG-01,1,106,Classroom 106,Classroom,669.00,20
FAC-427-BLDG-01,1,107,Classroom 107,Classroom,958.00,23
FAC-427-BLDG-01,1,108,Storage 108,Storage,102.00,0
FAC-427-BLDG-01,1,109,Classroom 109,Classroom,978.00,35
FAC-427-BLDG-01,1,110,Storage 110,Storage,77.00,0
FAC-427-BLDG-01,1,111,Storage 111,Storage,119.00,0
FAC-427-BLDG-01,1,112,Classroom 112,Classroom,1064.00,23
FAC-427-BLDG-01,1,113,Classroom 113,Classroom,1024.00,34
FAC-427-BLDG-01,1,114,Computer Lab 114,Computer Lab,1167.00,22
FAC-427-BLDG-02,1,101,Conference Room 101,Conference Room,351.00,15
FAC-427-BLDG-02,1,102,Computer Lab 102,Computer Lab,898.00,22
FAC-427-BLDG-02,1,103,Science Lab 103,Science Lab,1227.00,24
FAC-427-BLDG-02,1,104,Library/Media Center 104,Library/Media Center,5721.00,71
FAC-427-BLDG-02,1,105,Classroom 105,Classroom,992.00,23
FAC-427-BLDG-02,1,106,Classroom 106,Classroom,721.00,35
FAC-427-BLDG-02,1,107,Classroom 107,Classroom,777.00,20
FAC-427-BLDG-02,1,108,Classroom 108,Classroom,770.00,34
FAC-427-BLDG-02,2,201,Restroom 201,Restroom,118.00,0
FAC-427-BLDG-02,2,202,Science Lab 202,Science Lab,1193.00,18
FAC-427-BLDG-02,2,203,Classroom 203,Classroom,834.00,27
FAC-427-BLDG-02,2,204,Classroom 204,Classroom,710.00,34
FAC-427-BLDG-02,2,205,Classroom 205,Classroom,857.00,29
FAC-427-BLDG-02,2,206,Computer Lab 206,Computer Lab,1127.00,24
FAC-427-BLDG-02,2,207,Office 207,Office,156.00,2
FAC-427-BLDG-02,2,208,Restroom 208,Restroom,141.00,0
FAC-427-BLDG-02,2,209,Classroom 209,Classroom,1032.00,31
FAC-427-BLDG-02,2,210,Office 210,Office,240.00,4
FAC-427-BLDG-02,2,211,Gym 211,Gym,7078.00,113
FAC-427-BLDG-02,2,212,Computer Lab 212,Computer Lab,1105.00,32
FAC-427-BLDG-03,1,101,Office 101,Office,235.00,3
FAC-427-BLDG-03,1,102,Classroom 102,Classroom,938.00,23
FAC-427-BLDG-03,1,103,Classroom 103,Classroom,930.00,26
FAC-427-BLDG-03,1,104,Science Lab 104,Science Lab,976.00,20
FAC-427-BLDG-03,1,105,Classroom 105,Classroom,916.00,34
FAC-427-BLDG-03,1,106,Classroom 106,Classroom,755.00,35
FAC-427-BLDG-03,1,107,Classroom 107,Classroom,911.00,34
FAC-427-BLDG-03,1,108,Cafeteria 108,Cafeteria,6214.00,113
FAC-427-BLDG-03,1,109,Office 109,Office,216.00,1
FAC-427-BLDG-04,1,101,Office 101,Office,178.00,1
FAC-427-BLDG-04,1,102,Office 102,Office,100.00,2
FAC-427-BLDG-04,1,103,Science Lab 103,Science Lab,923.00,24
FAC-427-BLDG-04,1,104,Classroom 104,Classroom,682.00,21
FAC-427-BLDG-04,1,105,Storage 105,Storage,68.00,0
FAC-427-BLDG-04,1,106,Restroom 106,Restroom,140.00,0
FAC-427-BLDG-04,1,107,Classroom 107,Classroom,859.00,25
FAC-427-BLDG-04,1,108,Gym 108,Gym,10387.00,145
FAC-427-BLDG-04,1,109,Restroom 109,Restroom,128.00,0
FAC-427-BLDG-04,1,110,Office 110,Office,196.00,4
FAC-427-BLDG-04,1,111,Classroom 111,Classroom,988.00,24
FAC-427-BLDG-04,1,112,Computer Lab 112,Computer Lab,978.00,21
FAC-427-BLDG-04,1,113,Classroom 113,Classroom,925.00,32
FAC-427-BLDG-04,1,114,Office 114,Office,157.00,1
FAC-427-BLDG-04,1,115,Gym 115,Gym,8388.00,168
FAC-427-BLDG-04,1,116,Computer Lab 116,Computer Lab,1078.00,26
FAC-427-BLDG-05,1,101,Office 101,Office,158.00,2
FAC-427-BLDG-05,1,102,Office 102,Office,139.00,3
FAC-427-BLDG-05,1,103,Classroom 103,Classroom,1098.00,23
FAC-427-BLDG-05,1,104,Classroom 104,Classroom,988.00,33
FAC-427-BLDG-05,1,105,Science Lab 105,Science Lab,1379.00,18
